ID;IDALOJAMIENTO;DESCRIPCION;NOMBRE;PRECIO;TOMASERVICIO
14598;1763;podras ir de 7am a 10pm;gimnasio;0;Y
14599;1763;para las 3 comidas del dia;Restaurante;20000;Y
14600;1764;Contiene un amoblado basico;amoblado;0;Y
14601;1764;para prepara la comida;Cocineta;0;Y
14602;1764;Servicio de internet 24 horas;Internet;0;Y
14603;1764;Sintoniza direct tv;TV cable;0;Y
14604;1764;luz, teléfono, agua;Servicios publicos;0;Y
14605;1764;con seguridad ecuseguros;Porteria 24 horas;0;Y
14606;1764;dos dias a la semana;Servicio de aseo;0;Y
14607;1764;en el tercer piso ;Servicio se apoyo social;0;Y
14608;1764;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14609;1764;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14610;1764;ideales para tu relajación;salas de esparcimiento;0;Y
14611;1764;podras ir de 7am a 10pm;gimnasio;0;Y
14612;1764;para las 3 comidas del dia;Restaurante;20000;Y
14613;1765;Contiene un amoblado basico;amoblado;0;Y
14614;1765;para prepara la comida;Cocineta;0;Y
14615;1765;Servicio de internet 24 horas;Internet;0;Y
14616;1765;Sintoniza direct tv;TV cable;0;Y
14617;1765;luz, teléfono, agua;Servicios publicos;0;Y
14618;1765;con seguridad ecuseguros;Porteria 24 horas;0;Y
14619;1765;dos dias a la semana;Servicio de aseo;0;Y
14620;1765;en el tercer piso ;Servicio se apoyo social;0;Y
14621;1765;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14622;1765;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14623;1765;ideales para tu relajación;salas de esparcimiento;0;Y
14624;1765;podras ir de 7am a 10pm;gimnasio;0;Y
14625;1765;para las 3 comidas del dia;Restaurante;20000;N
14626;1766;Contiene un amoblado basico;amoblado;0;Y
14627;1766;para prepara la comida;Cocineta;0;Y
14628;1766;Servicio de internet 24 horas;Internet;0;Y
14629;1766;Sintoniza direct tv;TV cable;0;Y
14630;1766;luz, teléfono, agua;Servicios publicos;0;Y
14631;1766;con seguridad ecuseguros;Porteria 24 horas;0;Y
14632;1766;dos dias a la semana;Servicio de aseo;0;Y
14633;1766;en el tercer piso ;Servicio se apoyo social;0;Y
14634;1766;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14635;1766;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14636;1766;ideales para tu relajación;salas de esparcimiento;0;Y
14637;1766;podras ir de 7am a 10pm;gimnasio;0;Y
14638;1766;para las 3 comidas del dia;Restaurante;20000;N
14639;1767;Contiene un amoblado basico;amoblado;0;Y
14640;1767;para prepara la comida;Cocineta;0;Y
14641;1767;Servicio de internet 24 horas;Internet;0;Y
14642;1767;Sintoniza direct tv;TV cable;0;Y
14643;1767;luz, teléfono, agua;Servicios publicos;0;Y
14644;1767;con seguridad ecuseguros;Porteria 24 horas;0;Y
14645;1767;dos dias a la semana;Servicio de aseo;0;Y
14646;1767;en el tercer piso ;Servicio se apoyo social;0;Y
14647;1767;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14648;1767;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14649;1767;ideales para tu relajación;salas de esparcimiento;0;Y
14650;1767;podras ir de 7am a 10pm;gimnasio;0;Y
14651;1767;para las 3 comidas del dia;Restaurante;20000;N
14652;1768;Contiene un amoblado basico;amoblado;0;Y
14653;1768;para prepara la comida;Cocineta;0;Y
14654;1768;Servicio de internet 24 horas;Internet;0;Y
14655;1768;Sintoniza direct tv;TV cable;0;Y
14656;1768;luz, teléfono, agua;Servicios publicos;0;Y
14657;1768;con seguridad ecuseguros;Porteria 24 horas;0;Y
14658;1768;dos dias a la semana;Servicio de aseo;0;Y
14659;1768;en el tercer piso ;Servicio se apoyo social;0;Y
14660;1768;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14661;1768;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14662;1768;ideales para tu relajación;salas de esparcimiento;0;Y
14663;1768;podras ir de 7am a 10pm;gimnasio;0;Y
14664;1768;para las 3 comidas del dia;Restaurante;20000;Y
14665;1769;Contiene un amoblado basico;amoblado;0;Y
14666;1769;para prepara la comida;Cocineta;0;Y
14667;1769;Servicio de internet 24 horas;Internet;0;Y
14668;1769;Sintoniza direct tv;TV cable;0;Y
14669;1769;luz, teléfono, agua;Servicios publicos;0;Y
14670;1769;con seguridad ecuseguros;Porteria 24 horas;0;Y
14671;1769;dos dias a la semana;Servicio de aseo;0;Y
14672;1769;en el tercer piso ;Servicio se apoyo social;0;Y
14673;1769;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14674;1769;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14675;1769;ideales para tu relajación;salas de esparcimiento;0;Y
14676;1769;podras ir de 7am a 10pm;gimnasio;0;Y
14677;1769;para las 3 comidas del dia;Restaurante;20000;N
14678;1770;Contiene un amoblado basico;amoblado;0;Y
14679;1770;para prepara la comida;Cocineta;0;Y
14680;1770;Servicio de internet 24 horas;Internet;0;Y
14681;1770;Sintoniza direct tv;TV cable;0;Y
14682;1770;luz, teléfono, agua;Servicios publicos;0;Y
14683;1770;con seguridad ecuseguros;Porteria 24 horas;0;Y
14684;1770;dos dias a la semana;Servicio de aseo;0;Y
14685;1770;en el tercer piso ;Servicio se apoyo social;0;Y
14686;1770;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14687;1770;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14688;1770;ideales para tu relajación;salas de esparcimiento;0;Y
14689;1770;podras ir de 7am a 10pm;gimnasio;0;Y
14690;1770;para las 3 comidas del dia;Restaurante;20000;N
14691;1771;Contiene un amoblado basico;amoblado;0;Y
14692;1771;para prepara la comida;Cocineta;0;Y
14693;1771;Servicio de internet 24 horas;Internet;0;Y
14694;1771;Sintoniza direct tv;TV cable;0;Y
14695;1771;luz, teléfono, agua;Servicios publicos;0;Y
14696;1771;con seguridad ecuseguros;Porteria 24 horas;0;Y
14697;1771;dos dias a la semana;Servicio de aseo;0;Y
14698;1771;en el tercer piso ;Servicio se apoyo social;0;Y
14699;1771;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14700;1771;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14701;1771;ideales para tu relajación;salas de esparcimiento;0;Y
14702;1771;podras ir de 7am a 10pm;gimnasio;0;Y
14703;1771;para las 3 comidas del dia;Restaurante;20000;Y
14704;1772;Contiene un amoblado basico;amoblado;0;Y
14705;1772;para prepara la comida;Cocineta;0;Y
14706;1772;Servicio de internet 24 horas;Internet;0;Y
14707;1772;Sintoniza direct tv;TV cable;0;Y
14708;1772;luz, teléfono, agua;Servicios publicos;0;Y
14709;1772;con seguridad ecuseguros;Porteria 24 horas;0;Y
14710;1772;dos dias a la semana;Servicio de aseo;0;Y
14711;1772;en el tercer piso ;Servicio se apoyo social;0;Y
14712;1772;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14713;1772;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14714;1772;ideales para tu relajación;salas de esparcimiento;0;Y
14715;1772;podras ir de 7am a 10pm;gimnasio;0;Y
14716;1772;para las 3 comidas del dia;Restaurante;20000;N
14717;1773;Contiene un amoblado basico;amoblado;0;Y
14718;1773;para prepara la comida;Cocineta;0;Y
14719;1773;Servicio de internet 24 horas;Internet;0;Y
14720;1773;Sintoniza direct tv;TV cable;0;Y
14721;1773;luz, teléfono, agua;Servicios publicos;0;Y
14722;1773;con seguridad ecuseguros;Porteria 24 horas;0;Y
14723;1773;dos dias a la semana;Servicio de aseo;0;Y
14724;1773;en el tercer piso ;Servicio se apoyo social;0;Y
14725;1773;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14726;1773;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14727;1773;ideales para tu relajación;salas de esparcimiento;0;Y
14728;1773;podras ir de 7am a 10pm;gimnasio;0;Y
14729;1773;para las 3 comidas del dia;Restaurante;20000;N
14730;1774;Contiene un amoblado basico;amoblado;0;Y
14731;1774;para prepara la comida;Cocineta;0;Y
14732;1774;Servicio de internet 24 horas;Internet;0;Y
14733;1774;Sintoniza direct tv;TV cable;0;Y
14734;1774;luz, teléfono, agua;Servicios publicos;0;Y
14735;1774;con seguridad ecuseguros;Porteria 24 horas;0;Y
14736;1774;dos dias a la semana;Servicio de aseo;0;Y
14737;1774;en el tercer piso ;Servicio se apoyo social;0;Y
14738;1774;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14739;1774;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14740;1774;ideales para tu relajación;salas de esparcimiento;0;Y
14741;1774;podras ir de 7am a 10pm;gimnasio;0;Y
14742;1774;para las 3 comidas del dia;Restaurante;20000;Y
14743;1775;Contiene un amoblado basico;amoblado;0;Y
14744;1775;para prepara la comida;Cocineta;0;Y
14745;1775;Servicio de internet 24 horas;Internet;0;Y
14746;1775;Sintoniza direct tv;TV cable;0;Y
14747;1775;luz, teléfono, agua;Servicios publicos;0;Y
14748;1775;con seguridad ecuseguros;Porteria 24 horas;0;Y
14749;1775;dos dias a la semana;Servicio de aseo;0;Y
14750;1775;en el tercer piso ;Servicio se apoyo social;0;Y
14751;1775;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14752;1775;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14753;1775;ideales para tu relajación;salas de esparcimiento;0;Y
14754;1775;podras ir de 7am a 10pm;gimnasio;0;Y
14755;1775;para las 3 comidas del dia;Restaurante;20000;N
14756;1776;Contiene un amoblado basico;amoblado;0;Y
14757;1776;para prepara la comida;Cocineta;0;Y
14758;1776;Servicio de internet 24 horas;Internet;0;Y
14759;1776;Sintoniza direct tv;TV cable;0;Y
14760;1776;luz, teléfono, agua;Servicios publicos;0;Y
14761;1776;con seguridad ecuseguros;Porteria 24 horas;0;Y
14762;1776;dos dias a la semana;Servicio de aseo;0;Y
14763;1776;en el tercer piso ;Servicio se apoyo social;0;Y
14764;1776;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14765;1776;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14766;1776;ideales para tu relajación;salas de esparcimiento;0;Y
14767;1776;podras ir de 7am a 10pm;gimnasio;0;Y
14768;1776;para las 3 comidas del dia;Restaurante;20000;N
14769;1777;Contiene un amoblado basico;amoblado;0;Y
14770;1777;para prepara la comida;Cocineta;0;Y
14771;1777;Servicio de internet 24 horas;Internet;0;Y
14772;1777;Sintoniza direct tv;TV cable;0;Y
14773;1777;luz, teléfono, agua;Servicios publicos;0;Y
14774;1777;con seguridad ecuseguros;Porteria 24 horas;0;Y
14775;1777;dos dias a la semana;Servicio de aseo;0;Y
14776;1777;en el tercer piso ;Servicio se apoyo social;0;Y
14777;1777;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14778;1777;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14779;1777;ideales para tu relajación;salas de esparcimiento;0;Y
14780;1777;podras ir de 7am a 10pm;gimnasio;0;Y
14781;1777;para las 3 comidas del dia;Restaurante;20000;N
14782;1778;Contiene un amoblado basico;amoblado;0;Y
14783;1778;para prepara la comida;Cocineta;0;Y
14784;1778;Servicio de internet 24 horas;Internet;0;Y
14785;1778;Sintoniza direct tv;TV cable;0;Y
14786;1778;luz, teléfono, agua;Servicios publicos;0;Y
14787;1778;con seguridad ecuseguros;Porteria 24 horas;0;Y
14788;1778;dos dias a la semana;Servicio de aseo;0;Y
14789;1778;en el tercer piso ;Servicio se apoyo social;0;Y
14790;1778;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14791;1778;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14792;1778;ideales para tu relajación;salas de esparcimiento;0;Y
14793;1778;podras ir de 7am a 10pm;gimnasio;0;Y
14794;1778;para las 3 comidas del dia;Restaurante;20000;N
14795;1779;Contiene un amoblado basico;amoblado;0;Y
14796;1779;para prepara la comida;Cocineta;0;Y
14797;1779;Servicio de internet 24 horas;Internet;0;Y
14798;1779;Sintoniza direct tv;TV cable;0;Y
14799;1779;luz, teléfono, agua;Servicios publicos;0;Y
14800;1779;con seguridad ecuseguros;Porteria 24 horas;0;Y
14801;1779;dos dias a la semana;Servicio de aseo;0;Y
14802;1779;en el tercer piso ;Servicio se apoyo social;0;Y
14803;1779;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14804;1779;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14805;1779;ideales para tu relajación;salas de esparcimiento;0;Y
14806;1779;podras ir de 7am a 10pm;gimnasio;0;Y
14807;1779;para las 3 comidas del dia;Restaurante;20000;Y
14808;1780;Contiene un amoblado basico;amoblado;0;Y
14809;1780;para prepara la comida;Cocineta;0;Y
14810;1780;Servicio de internet 24 horas;Internet;0;Y
14811;1780;Sintoniza direct tv;TV cable;0;Y
14812;1780;luz, teléfono, agua;Servicios publicos;0;Y
14813;1780;con seguridad ecuseguros;Porteria 24 horas;0;Y
14814;1780;dos dias a la semana;Servicio de aseo;0;Y
14815;1780;en el tercer piso ;Servicio se apoyo social;0;Y
14816;1780;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14817;1780;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14818;1780;ideales para tu relajación;salas de esparcimiento;0;Y
14819;1780;podras ir de 7am a 10pm;gimnasio;0;Y
14820;1780;para las 3 comidas del dia;Restaurante;20000;N
14821;1781;Contiene un amoblado basico;amoblado;0;Y
14822;1781;para prepara la comida;Cocineta;0;Y
14823;1781;Servicio de internet 24 horas;Internet;0;Y
14824;1781;Sintoniza direct tv;TV cable;0;Y
14825;1781;luz, teléfono, agua;Servicios publicos;0;Y
14826;1781;con seguridad ecuseguros;Porteria 24 horas;0;Y
14827;1781;dos dias a la semana;Servicio de aseo;0;Y
14828;1781;en el tercer piso ;Servicio se apoyo social;0;Y
14829;1781;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14830;1781;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14831;1781;ideales para tu relajación;salas de esparcimiento;0;Y
14832;1781;podras ir de 7am a 10pm;gimnasio;0;Y
14833;1781;para las 3 comidas del dia;Restaurante;20000;N
14834;1782;Contiene un amoblado basico;amoblado;0;Y
14835;1782;para prepara la comida;Cocineta;0;Y
14836;1782;Servicio de internet 24 horas;Internet;0;Y
14837;1782;Sintoniza direct tv;TV cable;0;Y
14838;1782;luz, teléfono, agua;Servicios publicos;0;Y
14839;1782;con seguridad ecuseguros;Porteria 24 horas;0;Y
14840;1782;dos dias a la semana;Servicio de aseo;0;Y
14841;1782;en el tercer piso ;Servicio se apoyo social;0;Y
14842;1782;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14843;1782;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14844;1782;ideales para tu relajación;salas de esparcimiento;0;Y
14845;1782;podras ir de 7am a 10pm;gimnasio;0;Y
14846;1782;para las 3 comidas del dia;Restaurante;20000;N
14847;1783;Contiene un amoblado basico;amoblado;0;Y
14848;1783;para prepara la comida;Cocineta;0;Y
14849;1783;Servicio de internet 24 horas;Internet;0;Y
14850;1783;Sintoniza direct tv;TV cable;0;Y
14851;1783;luz, teléfono, agua;Servicios publicos;0;Y
14852;1783;con seguridad ecuseguros;Porteria 24 horas;0;Y
14853;1783;dos dias a la semana;Servicio de aseo;0;Y
14854;1783;en el tercer piso ;Servicio se apoyo social;0;Y
14855;1783;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14856;1783;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14857;1783;ideales para tu relajación;salas de esparcimiento;0;Y
14858;1783;podras ir de 7am a 10pm;gimnasio;0;Y
14859;1783;para las 3 comidas del dia;Restaurante;20000;Y
14860;1784;Contiene un amoblado basico;amoblado;0;Y
14861;1784;para prepara la comida;Cocineta;0;Y
14862;1784;Servicio de internet 24 horas;Internet;0;Y
14863;1784;Sintoniza direct tv;TV cable;0;Y
14864;1784;luz, teléfono, agua;Servicios publicos;0;Y
14865;1784;con seguridad ecuseguros;Porteria 24 horas;0;Y
14866;1784;dos dias a la semana;Servicio de aseo;0;Y
14867;1784;en el tercer piso ;Servicio se apoyo social;0;Y
14868;1784;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14869;1784;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14870;1784;ideales para tu relajación;salas de esparcimiento;0;Y
14871;1784;podras ir de 7am a 10pm;gimnasio;0;Y
14872;1784;para las 3 comidas del dia;Restaurante;20000;Y
14873;1785;Contiene un amoblado basico;amoblado;0;Y
14874;1785;para prepara la comida;Cocineta;0;Y
14875;1785;Servicio de internet 24 horas;Internet;0;Y
14876;1785;Sintoniza direct tv;TV cable;0;Y
14877;1785;luz, teléfono, agua;Servicios publicos;0;Y
14878;1785;con seguridad ecuseguros;Porteria 24 horas;0;Y
14879;1785;dos dias a la semana;Servicio de aseo;0;Y
14880;1785;en el tercer piso ;Servicio se apoyo social;0;Y
14881;1785;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14882;1785;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14883;1785;ideales para tu relajación;salas de esparcimiento;0;Y
14884;1785;podras ir de 7am a 10pm;gimnasio;0;Y
14885;1785;para las 3 comidas del dia;Restaurante;20000;Y
14886;1786;Contiene un amoblado basico;amoblado;0;Y
14887;1786;para prepara la comida;Cocineta;0;Y
14888;1786;Servicio de internet 24 horas;Internet;0;Y
14889;1786;Sintoniza direct tv;TV cable;0;Y
14890;1786;luz, teléfono, agua;Servicios publicos;0;Y
14891;1786;con seguridad ecuseguros;Porteria 24 horas;0;Y
14892;1786;dos dias a la semana;Servicio de aseo;0;Y
14893;1786;en el tercer piso ;Servicio se apoyo social;0;Y
14894;1786;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14895;1786;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14896;1786;ideales para tu relajación;salas de esparcimiento;0;Y
14897;1786;podras ir de 7am a 10pm;gimnasio;0;Y
14898;1786;para las 3 comidas del dia;Restaurante;20000;Y
14899;1787;Contiene un amoblado basico;amoblado;0;Y
14900;1787;para prepara la comida;Cocineta;0;Y
14901;1787;Servicio de internet 24 horas;Internet;0;Y
14902;1787;Sintoniza direct tv;TV cable;0;Y
14903;1787;luz, teléfono, agua;Servicios publicos;0;Y
14904;1787;con seguridad ecuseguros;Porteria 24 horas;0;Y
14905;1787;dos dias a la semana;Servicio de aseo;0;Y
14906;1787;en el tercer piso ;Servicio se apoyo social;0;Y
14907;1787;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14908;1787;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14909;1787;ideales para tu relajación;salas de esparcimiento;0;Y
14910;1787;podras ir de 7am a 10pm;gimnasio;0;Y
14911;1787;para las 3 comidas del dia;Restaurante;20000;N
14912;1788;Contiene un amoblado basico;amoblado;0;Y
14913;1788;para prepara la comida;Cocineta;0;Y
14914;1788;Servicio de internet 24 horas;Internet;0;Y
14915;1788;Sintoniza direct tv;TV cable;0;Y
14916;1788;luz, teléfono, agua;Servicios publicos;0;Y
14917;1788;con seguridad ecuseguros;Porteria 24 horas;0;Y
14918;1788;dos dias a la semana;Servicio de aseo;0;Y
14919;1788;en el tercer piso ;Servicio se apoyo social;0;Y
14920;1788;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14921;1788;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14922;1788;ideales para tu relajación;salas de esparcimiento;0;Y
14923;1788;podras ir de 7am a 10pm;gimnasio;0;Y
14924;1788;para las 3 comidas del dia;Restaurante;20000;N
14925;1789;Contiene un amoblado basico;amoblado;0;Y
14926;1789;para prepara la comida;Cocineta;0;Y
14927;1789;Servicio de internet 24 horas;Internet;0;Y
14928;1789;Sintoniza direct tv;TV cable;0;Y
14929;1789;luz, teléfono, agua;Servicios publicos;0;Y
14930;1789;con seguridad ecuseguros;Porteria 24 horas;0;Y
14931;1789;dos dias a la semana;Servicio de aseo;0;Y
14932;1789;en el tercer piso ;Servicio se apoyo social;0;Y
14933;1789;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14934;1789;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14935;1789;ideales para tu relajación;salas de esparcimiento;0;Y
14936;1789;podras ir de 7am a 10pm;gimnasio;0;Y
14937;1789;para las 3 comidas del dia;Restaurante;20000;N
14938;1790;Contiene un amoblado basico;amoblado;0;Y
14939;1790;para prepara la comida;Cocineta;0;Y
14940;1790;Servicio de internet 24 horas;Internet;0;Y
14941;1790;Sintoniza direct tv;TV cable;0;Y
14942;1790;luz, teléfono, agua;Servicios publicos;0;Y
14943;1790;con seguridad ecuseguros;Porteria 24 horas;0;Y
14944;1790;dos dias a la semana;Servicio de aseo;0;Y
14945;1790;en el tercer piso ;Servicio se apoyo social;0;Y
14946;1790;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14947;1790;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14948;1790;ideales para tu relajación;salas de esparcimiento;0;Y
14949;1790;podras ir de 7am a 10pm;gimnasio;0;Y
14950;1790;para las 3 comidas del dia;Restaurante;20000;N
14951;1791;Contiene un amoblado basico;amoblado;0;Y
14952;1791;para prepara la comida;Cocineta;0;Y
14953;1791;Servicio de internet 24 horas;Internet;0;Y
14954;1791;Sintoniza direct tv;TV cable;0;Y
14955;1791;luz, teléfono, agua;Servicios publicos;0;Y
14956;1791;con seguridad ecuseguros;Porteria 24 horas;0;Y
14957;1791;dos dias a la semana;Servicio de aseo;0;Y
14958;1791;en el tercer piso ;Servicio se apoyo social;0;Y
14959;1791;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14960;1791;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14961;1791;ideales para tu relajación;salas de esparcimiento;0;Y
14962;1791;podras ir de 7am a 10pm;gimnasio;0;Y
14963;1791;para las 3 comidas del dia;Restaurante;20000;Y
14964;1792;Contiene un amoblado basico;amoblado;0;Y
14965;1792;para prepara la comida;Cocineta;0;Y
14966;1792;Servicio de internet 24 horas;Internet;0;Y
14967;1792;Sintoniza direct tv;TV cable;0;Y
14968;1792;luz, teléfono, agua;Servicios publicos;0;Y
14969;1792;con seguridad ecuseguros;Porteria 24 horas;0;Y
14970;1792;dos dias a la semana;Servicio de aseo;0;Y
14971;1792;en el tercer piso ;Servicio se apoyo social;0;Y
14972;1792;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14973;1792;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14974;1792;ideales para tu relajación;salas de esparcimiento;0;Y
14975;1792;podras ir de 7am a 10pm;gimnasio;0;Y
14976;1792;para las 3 comidas del dia;Restaurante;20000;N
14977;1793;Contiene un amoblado basico;amoblado;0;Y
14978;1793;para prepara la comida;Cocineta;0;Y
14979;1793;Servicio de internet 24 horas;Internet;0;Y
14980;1793;Sintoniza direct tv;TV cable;0;Y
14981;1793;luz, teléfono, agua;Servicios publicos;0;Y
14982;1793;con seguridad ecuseguros;Porteria 24 horas;0;Y
14983;1793;dos dias a la semana;Servicio de aseo;0;Y
14984;1793;en el tercer piso ;Servicio se apoyo social;0;Y
14985;1793;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14986;1793;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
14987;1793;ideales para tu relajación;salas de esparcimiento;0;Y
14988;1793;podras ir de 7am a 10pm;gimnasio;0;Y
14989;1793;para las 3 comidas del dia;Restaurante;20000;N
14990;1794;Contiene un amoblado basico;amoblado;0;Y
14991;1794;para prepara la comida;Cocineta;0;Y
14992;1794;Servicio de internet 24 horas;Internet;0;Y
14993;1794;Sintoniza direct tv;TV cable;0;Y
14994;1794;luz, teléfono, agua;Servicios publicos;0;Y
14995;1794;con seguridad ecuseguros;Porteria 24 horas;0;Y
14996;1794;dos dias a la semana;Servicio de aseo;0;Y
14997;1794;en el tercer piso ;Servicio se apoyo social;0;Y
14998;1794;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
14999;1794;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
15000;1794;ideales para tu relajación;salas de esparcimiento;0;Y
15001;1794;podras ir de 7am a 10pm;gimnasio;0;Y
15002;1794;para las 3 comidas del dia;Restaurante;20000;N
15003;1795;Contiene un amoblado basico;amoblado;0;Y
15004;1795;para prepara la comida;Cocineta;0;Y
15005;1795;Servicio de internet 24 horas;Internet;0;Y
15006;1795;Sintoniza direct tv;TV cable;0;Y
15007;1795;luz, teléfono, agua;Servicios publicos;0;Y
15008;1795;con seguridad ecuseguros;Porteria 24 horas;0;Y
15009;1795;dos dias a la semana;Servicio de aseo;0;Y
15010;1795;en el tercer piso ;Servicio se apoyo social;0;Y
15011;1795;se oferen calculos y fisicas;Servicio de apoyo academico;0;Y
15012;1795;se oferen lugares comodos para potenciar tu estudio;Salas de estudio;0;Y
15013;1795;ideales para tu relajación;salas de esparcimiento;0;Y
