ID;IDALOJAMIENTO;DESCRIPCION;NOMBRE;PRECIO;TOMASERVICIO
53598;7767;depende;Acceso a la concina;0;Y
53599;7767;Sobre el baño que tendra;Baño privado;0;Y
53600;7767;Sobre el baño que tendra;Baño compartido;0;N
53601;7767;Los muebles que trae;Esquema;0;Y
53602;7767;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;70743;N
53603;7768;son 3 comidas al dia;comidas;28926;N
53604;7768;depende;Acceso a la concina;0;Y
53605;7768;Sobre el baño que tendra;Baño privado;0;Y
53606;7768;Sobre el baño que tendra;Baño compartido;0;N
53607;7768;Los muebles que trae;Esquema;0;N
53608;7768;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;73093;N
53609;7769;son 3 comidas al dia;comidas;27718;N
53610;7769;depende;Acceso a la concina;0;N
53611;7769;Sobre el baño que tendra;Baño privado;0;N
53612;7769;Sobre el baño que tendra;Baño compartido;0;Y
53613;7769;Los muebles que trae;Esquema;0;Y
53614;7769;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;66302;Y
53615;7770;son 3 comidas al dia;comidas;27609;Y
53616;7770;depende;Acceso a la concina;0;Y
53617;7770;Sobre el baño que tendra;Baño privado;0;N
53618;7770;Sobre el baño que tendra;Baño compartido;0;Y
53619;7770;Los muebles que trae;Esquema;0;N
53620;7770;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;61460;N
53621;7771;son 3 comidas al dia;comidas;28392;N
53622;7771;depende;Acceso a la concina;0;N
53623;7771;Sobre el baño que tendra;Baño privado;0;Y
53624;7771;Sobre el baño que tendra;Baño compartido;0;N
53625;7771;Los muebles que trae;Esquema;0;N
53626;7771;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;73435;Y
53627;7772;son 3 comidas al dia;comidas;25388;N
53628;7772;depende;Acceso a la concina;0;N
53629;7772;Sobre el baño que tendra;Baño privado;0;N
53630;7772;Sobre el baño que tendra;Baño compartido;0;Y
53631;7772;Los muebles que trae;Esquema;0;N
53632;7772;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;76893;N
53633;7773;son 3 comidas al dia;comidas;27105;N
53634;7773;depende;Acceso a la concina;0;N
53635;7773;Sobre el baño que tendra;Baño privado;0;N
53636;7773;Sobre el baño que tendra;Baño compartido;0;Y
53637;7773;Los muebles que trae;Esquema;0;Y
53638;7773;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;70040;Y
53639;7774;son 3 comidas al dia;comidas;29703;Y
53640;7774;depende;Acceso a la concina;0;Y
53641;7774;Sobre el baño que tendra;Baño privado;0;N
53642;7774;Sobre el baño que tendra;Baño compartido;0;Y
53643;7774;Los muebles que trae;Esquema;0;N
53644;7774;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;61101;N
53645;7775;son 3 comidas al dia;comidas;27487;Y
53646;7775;depende;Acceso a la concina;0;Y
53647;7775;Sobre el baño que tendra;Baño privado;0;Y
53648;7775;Sobre el baño que tendra;Baño compartido;0;N
53649;7775;Los muebles que trae;Esquema;0;N
53650;7775;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;78977;N
53651;7776;son 3 comidas al dia;comidas;26379;N
53652;7776;depende;Acceso a la concina;0;Y
53653;7776;Sobre el baño que tendra;Baño privado;0;N
53654;7776;Sobre el baño que tendra;Baño compartido;0;Y
53655;7776;Los muebles que trae;Esquema;0;Y
53656;7776;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;76911;N
53657;7777;son 3 comidas al dia;comidas;28766;Y
53658;7777;depende;Acceso a la concina;0;Y
53659;7777;Sobre el baño que tendra;Baño privado;0;Y
53660;7777;Sobre el baño que tendra;Baño compartido;0;N
53661;7777;Los muebles que trae;Esquema;0;N
53662;7777;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;68192;N
53663;7778;son 3 comidas al dia;comidas;25322;Y
53664;7778;depende;Acceso a la concina;0;Y
53665;7778;Sobre el baño que tendra;Baño privado;0;Y
53666;7778;Sobre el baño que tendra;Baño compartido;0;N
53667;7778;Los muebles que trae;Esquema;0;Y
53668;7778;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;78372;N
53669;7779;son 3 comidas al dia;comidas;29410;N
53670;7779;depende;Acceso a la concina;0;N
53671;7779;Sobre el baño que tendra;Baño privado;0;Y
53672;7779;Sobre el baño que tendra;Baño compartido;0;N
53673;7779;Los muebles que trae;Esquema;0;N
53674;7779;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;67306;Y
53675;7780;son 3 comidas al dia;comidas;29693;Y
53676;7780;depende;Acceso a la concina;0;Y
53677;7780;Sobre el baño que tendra;Baño privado;0;N
53678;7780;Sobre el baño que tendra;Baño compartido;0;Y
53679;7780;Los muebles que trae;Esquema;0;N
53680;7780;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;77939;Y
53681;7781;son 3 comidas al dia;comidas;28833;Y
53682;7781;depende;Acceso a la concina;0;N
53683;7781;Sobre el baño que tendra;Baño privado;0;Y
53684;7781;Sobre el baño que tendra;Baño compartido;0;N
53685;7781;Los muebles que trae;Esquema;0;N
53686;7781;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;61228;N
53687;7782;son 3 comidas al dia;comidas;29586;Y
53688;7782;depende;Acceso a la concina;0;Y
53689;7782;Sobre el baño que tendra;Baño privado;0;Y
53690;7782;Sobre el baño que tendra;Baño compartido;0;N
53691;7782;Los muebles que trae;Esquema;0;Y
53692;7782;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;69639;Y
53693;7783;son 3 comidas al dia;comidas;29082;N
53694;7783;depende;Acceso a la concina;0;N
53695;7783;Sobre el baño que tendra;Baño privado;0;Y
53696;7783;Sobre el baño que tendra;Baño compartido;0;N
53697;7783;Los muebles que trae;Esquema;0;N
53698;7783;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;75285;N
53699;7784;son 3 comidas al dia;comidas;25003;N
53700;7784;depende;Acceso a la concina;0;N
53701;7784;Sobre el baño que tendra;Baño privado;0;Y
53702;7784;Sobre el baño que tendra;Baño compartido;0;N
53703;7784;Los muebles que trae;Esquema;0;Y
53704;7784;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;72751;N
53705;7785;son 3 comidas al dia;comidas;29571;N
53706;7785;depende;Acceso a la concina;0;N
53707;7785;Sobre el baño que tendra;Baño privado;0;Y
53708;7785;Sobre el baño que tendra;Baño compartido;0;N
53709;7785;Los muebles que trae;Esquema;0;Y
53710;7785;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;72418;N
53711;7786;son 3 comidas al dia;comidas;28272;Y
53712;7786;depende;Acceso a la concina;0;N
53713;7786;Sobre el baño que tendra;Baño privado;0;N
53714;7786;Sobre el baño que tendra;Baño compartido;0;Y
53715;7786;Los muebles que trae;Esquema;0;Y
53716;7786;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;75221;Y
53717;7787;son 3 comidas al dia;comidas;28940;N
53718;7787;depende;Acceso a la concina;0;Y
53719;7787;Sobre el baño que tendra;Baño privado;0;Y
53720;7787;Sobre el baño que tendra;Baño compartido;0;N
53721;7787;Los muebles que trae;Esquema;0;N
53722;7787;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;79974;N
53723;7788;son 3 comidas al dia;comidas;28757;Y
53724;7788;depende;Acceso a la concina;0;N
53725;7788;Sobre el baño que tendra;Baño privado;0;N
53726;7788;Sobre el baño que tendra;Baño compartido;0;Y
53727;7788;Los muebles que trae;Esquema;0;Y
53728;7788;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;73264;Y
53729;7789;son 3 comidas al dia;comidas;28620;N
53730;7789;depende;Acceso a la concina;0;N
53731;7789;Sobre el baño que tendra;Baño privado;0;N
53732;7789;Sobre el baño que tendra;Baño compartido;0;Y
53733;7789;Los muebles que trae;Esquema;0;Y
53734;7789;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;64604;N
53735;7790;son 3 comidas al dia;comidas;25714;N
53736;7790;depende;Acceso a la concina;0;Y
53737;7790;Sobre el baño que tendra;Baño privado;0;Y
53738;7790;Sobre el baño que tendra;Baño compartido;0;N
53739;7790;Los muebles que trae;Esquema;0;Y
53740;7790;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;61334;Y
53741;7791;son 3 comidas al dia;comidas;26970;N
53742;7791;depende;Acceso a la concina;0;N
53743;7791;Sobre el baño que tendra;Baño privado;0;N
53744;7791;Sobre el baño que tendra;Baño compartido;0;Y
53745;7791;Los muebles que trae;Esquema;0;N
53746;7791;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;79886;N
53747;7792;son 3 comidas al dia;comidas;27714;Y
53748;7792;depende;Acceso a la concina;0;N
53749;7792;Sobre el baño que tendra;Baño privado;0;Y
53750;7792;Sobre el baño que tendra;Baño compartido;0;N
53751;7792;Los muebles que trae;Esquema;0;Y
53752;7792;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;79103;N
53753;7793;son 3 comidas al dia;comidas;25219;N
53754;7793;depende;Acceso a la concina;0;N
53755;7793;Sobre el baño que tendra;Baño privado;0;Y
53756;7793;Sobre el baño que tendra;Baño compartido;0;N
53757;7793;Los muebles que trae;Esquema;0;N
53758;7793;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;62148;Y
53759;7794;son 3 comidas al dia;comidas;27524;N
53760;7794;depende;Acceso a la concina;0;N
53761;7794;Sobre el baño que tendra;Baño privado;0;N
53762;7794;Sobre el baño que tendra;Baño compartido;0;Y
53763;7794;Los muebles que trae;Esquema;0;N
53764;7794;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;65679;N
53765;7795;son 3 comidas al dia;comidas;25887;N
53766;7795;depende;Acceso a la concina;0;Y
53767;7795;Sobre el baño que tendra;Baño privado;0;Y
53768;7795;Sobre el baño que tendra;Baño compartido;0;N
53769;7795;Los muebles que trae;Esquema;0;N
53770;7795;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;68424;N
53771;7796;son 3 comidas al dia;comidas;29338;N
53772;7796;depende;Acceso a la concina;0;N
53773;7796;Sobre el baño que tendra;Baño privado;0;Y
53774;7796;Sobre el baño que tendra;Baño compartido;0;N
53775;7796;Los muebles que trae;Esquema;0;N
53776;7796;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;64065;Y
53777;7797;son 3 comidas al dia;comidas;25881;N
53778;7797;depende;Acceso a la concina;0;Y
53779;7797;Sobre el baño que tendra;Baño privado;0;N
53780;7797;Sobre el baño que tendra;Baño compartido;0;Y
53781;7797;Los muebles que trae;Esquema;0;N
53782;7797;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;66686;Y
53783;7798;son 3 comidas al dia;comidas;27093;Y
53784;7798;depende;Acceso a la concina;0;N
53785;7798;Sobre el baño que tendra;Baño privado;0;N
53786;7798;Sobre el baño que tendra;Baño compartido;0;Y
53787;7798;Los muebles que trae;Esquema;0;Y
53788;7798;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;74155;Y
53789;7799;son 3 comidas al dia;comidas;26523;Y
53790;7799;depende;Acceso a la concina;0;N
53791;7799;Sobre el baño que tendra;Baño privado;0;N
53792;7799;Sobre el baño que tendra;Baño compartido;0;Y
53793;7799;Los muebles que trae;Esquema;0;Y
53794;7799;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;64274;N
53795;7800;son 3 comidas al dia;comidas;25177;N
53796;7800;depende;Acceso a la concina;0;Y
53797;7800;Sobre el baño que tendra;Baño privado;0;Y
53798;7800;Sobre el baño que tendra;Baño compartido;0;N
53799;7800;Los muebles que trae;Esquema;0;N
53800;7800;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;74011;Y
53801;7801;son 3 comidas al dia;comidas;25070;Y
53802;7801;depende;Acceso a la concina;0;N
53803;7801;Sobre el baño que tendra;Baño privado;0;N
53804;7801;Sobre el baño que tendra;Baño compartido;0;Y
53805;7801;Los muebles que trae;Esquema;0;Y
53806;7801;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;60299;N
53807;7802;son 3 comidas al dia;comidas;26837;N
53808;7802;depende;Acceso a la concina;0;Y
53809;7802;Sobre el baño que tendra;Baño privado;0;N
53810;7802;Sobre el baño que tendra;Baño compartido;0;Y
53811;7802;Los muebles que trae;Esquema;0;Y
53812;7802;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;78535;N
53813;7803;son 3 comidas al dia;comidas;28111;N
53814;7803;depende;Acceso a la concina;0;N
53815;7803;Sobre el baño que tendra;Baño privado;0;Y
53816;7803;Sobre el baño que tendra;Baño compartido;0;N
53817;7803;Los muebles que trae;Esquema;0;N
53818;7803;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;68443;Y
53819;7804;son 3 comidas al dia;comidas;25604;N
53820;7804;depende;Acceso a la concina;0;N
53821;7804;Sobre el baño que tendra;Baño privado;0;N
53822;7804;Sobre el baño que tendra;Baño compartido;0;Y
53823;7804;Los muebles que trae;Esquema;0;Y
53824;7804;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;66670;Y
53825;7805;son 3 comidas al dia;comidas;26218;N
53826;7805;depende;Acceso a la concina;0;N
53827;7805;Sobre el baño que tendra;Baño privado;0;Y
53828;7805;Sobre el baño que tendra;Baño compartido;0;N
53829;7805;Los muebles que trae;Esquema;0;Y
53830;7805;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;68460;N
53831;7806;son 3 comidas al dia;comidas;29372;Y
53832;7806;depende;Acceso a la concina;0;Y
53833;7806;Sobre el baño que tendra;Baño privado;0;Y
53834;7806;Sobre el baño que tendra;Baño compartido;0;N
53835;7806;Los muebles que trae;Esquema;0;N
53836;7806;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;68077;N
53837;7807;son 3 comidas al dia;comidas;27680;Y
53838;7807;depende;Acceso a la concina;0;Y
53839;7807;Sobre el baño que tendra;Baño privado;0;Y
53840;7807;Sobre el baño que tendra;Baño compartido;0;N
53841;7807;Los muebles que trae;Esquema;0;Y
53842;7807;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;64611;N
53843;7808;son 3 comidas al dia;comidas;29243;Y
53844;7808;depende;Acceso a la concina;0;Y
53845;7808;Sobre el baño que tendra;Baño privado;0;Y
53846;7808;Sobre el baño que tendra;Baño compartido;0;N
53847;7808;Los muebles que trae;Esquema;0;N
53848;7808;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;71922;Y
53849;7809;son 3 comidas al dia;comidas;26770;Y
53850;7809;depende;Acceso a la concina;0;N
53851;7809;Sobre el baño que tendra;Baño privado;0;Y
53852;7809;Sobre el baño que tendra;Baño compartido;0;N
53853;7809;Los muebles que trae;Esquema;0;Y
53854;7809;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;70691;Y
53855;7810;son 3 comidas al dia;comidas;25822;N
53856;7810;depende;Acceso a la concina;0;Y
53857;7810;Sobre el baño que tendra;Baño privado;0;Y
53858;7810;Sobre el baño que tendra;Baño compartido;0;N
53859;7810;Los muebles que trae;Esquema;0;Y
53860;7810;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;73965;Y
53861;7811;son 3 comidas al dia;comidas;28261;N
53862;7811;depende;Acceso a la concina;0;Y
53863;7811;Sobre el baño que tendra;Baño privado;0;Y
53864;7811;Sobre el baño que tendra;Baño compartido;0;N
53865;7811;Los muebles que trae;Esquema;0;N
53866;7811;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;69758;Y
53867;7812;son 3 comidas al dia;comidas;27781;Y
53868;7812;depende;Acceso a la concina;0;Y
53869;7812;Sobre el baño que tendra;Baño privado;0;N
53870;7812;Sobre el baño que tendra;Baño compartido;0;Y
53871;7812;Los muebles que trae;Esquema;0;Y
53872;7812;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;62455;N
53873;7813;son 3 comidas al dia;comidas;25685;N
53874;7813;depende;Acceso a la concina;0;N
53875;7813;Sobre el baño que tendra;Baño privado;0;N
53876;7813;Sobre el baño que tendra;Baño compartido;0;Y
53877;7813;Los muebles que trae;Esquema;0;N
53878;7813;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;79180;Y
53879;7814;son 3 comidas al dia;comidas;28113;N
53880;7814;depende;Acceso a la concina;0;N
53881;7814;Sobre el baño que tendra;Baño privado;0;N
53882;7814;Sobre el baño que tendra;Baño compartido;0;Y
53883;7814;Los muebles que trae;Esquema;0;N
53884;7814;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;77066;N
53885;7815;son 3 comidas al dia;comidas;28246;N
53886;7815;depende;Acceso a la concina;0;N
53887;7815;Sobre el baño que tendra;Baño privado;0;N
53888;7815;Sobre el baño que tendra;Baño compartido;0;Y
53889;7815;Los muebles que trae;Esquema;0;N
53890;7815;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;77066;N
53891;7816;son 3 comidas al dia;comidas;28379;N
53892;7816;depende;Acceso a la concina;0;Y
53893;7816;Sobre el baño que tendra;Baño privado;0;N
53894;7816;Sobre el baño que tendra;Baño compartido;0;Y
53895;7816;Los muebles que trae;Esquema;0;N
53896;7816;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;60175;Y
53897;7817;son 3 comidas al dia;comidas;27629;Y
53898;7817;depende;Acceso a la concina;0;N
53899;7817;Sobre el baño que tendra;Baño privado;0;Y
53900;7817;Sobre el baño que tendra;Baño compartido;0;N
53901;7817;Los muebles que trae;Esquema;0;Y
53902;7817;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;60244;N
53903;7818;son 3 comidas al dia;comidas;26253;Y
53904;7818;depende;Acceso a la concina;0;N
53905;7818;Sobre el baño que tendra;Baño privado;0;Y
53906;7818;Sobre el baño que tendra;Baño compartido;0;N
53907;7818;Los muebles que trae;Esquema;0;Y
53908;7818;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;74518;Y
53909;7819;son 3 comidas al dia;comidas;25788;N
53910;7819;depende;Acceso a la concina;0;Y
53911;7819;Sobre el baño que tendra;Baño privado;0;Y
53912;7819;Sobre el baño que tendra;Baño compartido;0;N
53913;7819;Los muebles que trae;Esquema;0;N
53914;7819;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;71089;N
53915;7820;son 3 comidas al dia;comidas;27516;Y
53916;7820;depende;Acceso a la concina;0;Y
53917;7820;Sobre el baño que tendra;Baño privado;0;N
53918;7820;Sobre el baño que tendra;Baño compartido;0;Y
53919;7820;Los muebles que trae;Esquema;0;N
53920;7820;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;66171;Y
53921;7821;son 3 comidas al dia;comidas;25816;N
53922;7821;depende;Acceso a la concina;0;Y
53923;7821;Sobre el baño que tendra;Baño privado;0;N
53924;7821;Sobre el baño que tendra;Baño compartido;0;Y
53925;7821;Los muebles que trae;Esquema;0;Y
53926;7821;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;66056;N
53927;7822;son 3 comidas al dia;comidas;27973;Y
53928;7822;depende;Acceso a la concina;0;N
53929;7822;Sobre el baño que tendra;Baño privado;0;Y
53930;7822;Sobre el baño que tendra;Baño compartido;0;N
53931;7822;Los muebles que trae;Esquema;0;N
53932;7822;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;72767;N
53933;7823;son 3 comidas al dia;comidas;29619;Y
53934;7823;depende;Acceso a la concina;0;Y
53935;7823;Sobre el baño que tendra;Baño privado;0;N
53936;7823;Sobre el baño que tendra;Baño compartido;0;Y
53937;7823;Los muebles que trae;Esquema;0;Y
53938;7823;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;67974;Y
53939;7824;son 3 comidas al dia;comidas;25173;Y
53940;7824;depende;Acceso a la concina;0;Y
53941;7824;Sobre el baño que tendra;Baño privado;0;Y
53942;7824;Sobre el baño que tendra;Baño compartido;0;N
53943;7824;Los muebles que trae;Esquema;0;Y
53944;7824;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;63675;Y
53945;7825;son 3 comidas al dia;comidas;29379;N
53946;7825;depende;Acceso a la concina;0;N
53947;7825;Sobre el baño que tendra;Baño privado;0;Y
53948;7825;Sobre el baño que tendra;Baño compartido;0;N
53949;7825;Los muebles que trae;Esquema;0;N
53950;7825;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;61682;Y
53951;7826;son 3 comidas al dia;comidas;25987;Y
53952;7826;depende;Acceso a la concina;0;N
53953;7826;Sobre el baño que tendra;Baño privado;0;N
53954;7826;Sobre el baño que tendra;Baño compartido;0;Y
53955;7826;Los muebles que trae;Esquema;0;Y
53956;7826;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;75162;Y
53957;7827;son 3 comidas al dia;comidas;28330;N
53958;7827;depende;Acceso a la concina;0;Y
53959;7827;Sobre el baño que tendra;Baño privado;0;Y
53960;7827;Sobre el baño que tendra;Baño compartido;0;N
53961;7827;Los muebles que trae;Esquema;0;N
53962;7827;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;76016;N
53963;7828;son 3 comidas al dia;comidas;26299;Y
53964;7828;depende;Acceso a la concina;0;Y
53965;7828;Sobre el baño que tendra;Baño privado;0;Y
53966;7828;Sobre el baño que tendra;Baño compartido;0;N
53967;7828;Los muebles que trae;Esquema;0;Y
53968;7828;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;72516;N
53969;7829;son 3 comidas al dia;comidas;28311;Y
53970;7829;depende;Acceso a la concina;0;Y
53971;7829;Sobre el baño que tendra;Baño privado;0;Y
53972;7829;Sobre el baño que tendra;Baño compartido;0;N
53973;7829;Los muebles que trae;Esquema;0;Y
53974;7829;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;62657;Y
53975;7830;son 3 comidas al dia;comidas;29733;Y
53976;7830;depende;Acceso a la concina;0;Y
53977;7830;Sobre el baño que tendra;Baño privado;0;Y
53978;7830;Sobre el baño que tendra;Baño compartido;0;N
53979;7830;Los muebles que trae;Esquema;0;Y
53980;7830;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;62243;Y
53981;7831;son 3 comidas al dia;comidas;29947;Y
53982;7831;depende;Acceso a la concina;0;Y
53983;7831;Sobre el baño que tendra;Baño privado;0;Y
53984;7831;Sobre el baño que tendra;Baño compartido;0;N
53985;7831;Los muebles que trae;Esquema;0;N
53986;7831;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;66144;N
53987;7832;son 3 comidas al dia;comidas;27940;N
53988;7832;depende;Acceso a la concina;0;N
53989;7832;Sobre el baño que tendra;Baño privado;0;N
53990;7832;Sobre el baño que tendra;Baño compartido;0;Y
53991;7832;Los muebles que trae;Esquema;0;N
53992;7832;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;64859;Y
53993;7833;son 3 comidas al dia;comidas;27800;Y
53994;7833;depende;Acceso a la concina;0;Y
53995;7833;Sobre el baño que tendra;Baño privado;0;Y
53996;7833;Sobre el baño que tendra;Baño compartido;0;N
53997;7833;Los muebles que trae;Esquema;0;N
53998;7833;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;74056;N
53999;7834;son 3 comidas al dia;comidas;25063;N
54000;7834;depende;Acceso a la concina;0;N
54001;7834;Sobre el baño que tendra;Baño privado;0;N
54002;7834;Sobre el baño que tendra;Baño compartido;0;Y
54003;7834;Los muebles que trae;Esquema;0;Y
54004;7834;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;68483;N
54005;7835;son 3 comidas al dia;comidas;28272;N
54006;7835;depende;Acceso a la concina;0;Y
54007;7835;Sobre el baño que tendra;Baño privado;0;N
54008;7835;Sobre el baño que tendra;Baño compartido;0;Y
54009;7835;Los muebles que trae;Esquema;0;N
54010;7835;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;73362;Y
54011;7836;son 3 comidas al dia;comidas;27778;N
54012;7836;depende;Acceso a la concina;0;N
54013;7836;Sobre el baño que tendra;Baño privado;0;N
54014;7836;Sobre el baño que tendra;Baño compartido;0;Y
54015;7836;Los muebles que trae;Esquema;0;N
54016;7836;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;72511;N
54017;7837;son 3 comidas al dia;comidas;26013;N
54018;7837;depende;Acceso a la concina;0;N
54019;7837;Sobre el baño que tendra;Baño privado;0;Y
54020;7837;Sobre el baño que tendra;Baño compartido;0;N
54021;7837;Los muebles que trae;Esquema;0;Y
54022;7837;los servicios a pagar son luz, teléfono, agua, TV cable y servicio de internet;servicios;73527;N
54023;7838;son 3 comidas al dia;comidas;27360;N
54024;7838;depende;Acceso a la concina;0;N
54025;7838;Sobre el baño que tendra;Baño privado;0;Y
54026;7838;Sobre el baño que tendra;Baño compartido;0;N
