ID,IDOPERADOR,PRECIO,FECHAINICIODES,FECHAFNDES
4940,4233,153914,,
4941,4171,93662,,
4942,4669,33170,,
4943,2572,128153,,
4944,3731,90753,,
4945,2793,70723,,
4946,2067,190576,17/04/2020,13/06/2020
4947,4251,164993,,
4948,4311,71183,,
4949,2461,57709,,
4950,2964,39340,,
4951,3627,196634,,
4952,2106,101350,,
4953,4113,162360,,
4954,4533,136425,,
4955,2701,78850,,
4956,2234,182551,,
4957,3333,87432,,
4958,4674,113509,,
4959,4673,131176,,
4960,4374,174244,,
4961,4469,50868,,
4962,4572,188752,,
4963,2067,172296,,
4964,3206,33632,,
4965,3210,23038,,
4966,3080,26432,,
4967,4441,32346,,
4968,3790,46876,27/04/2020,17/05/2020
4969,3132,47587,,
4970,3744,138056,,
4971,4863,24879,,
4972,4974,101228,,
4973,2771,58321,,
4974,2363,175197,,
4975,4797,155928,,
4976,4921,85378,,
4977,4709,138140,,
4978,3814,140276,,
4979,3936,75275,19/04/2020,22/06/2020
4980,3536,49916,14/04/2020,08/06/2020
4981,2957,30871,,
4982,3048,183844,,
4983,2184,186585,,
4984,4166,54128,,
4985,3585,96635,,
4986,4308,63894,,
4987,2371,127869,,
4988,4488,96275,,
4989,2517,154094,21/04/2020,13/05/2020
4990,2237,140608,,
4991,4532,161751,,
4992,2293,137226,,
4993,4617,175733,,
4994,5010,155449,,
4995,3908,133187,,
4996,2884,183323,,
4997,2425,174347,,
4998,3074,50779,,
4999,4130,40397,,
5000,3125,31132,,
5001,3649,24893,,
5002,4363,137408,,
5003,2479,139280,,
5004,4549,153571,,
5005,2226,45525,,
5006,4352,99491,,
5007,4505,20675,,
5008,2388,167142,,
5009,2778,43155,,
5010,4349,186851,,
5011,4508,72396,,
5012,2749,34955,,
5013,4592,191270,,
5014,4372,103723,,
5015,4802,52801,,
5016,2945,102559,,
5017,4147,178126,,
5018,3030,146355,,
5019,2292,84246,,
5020,3436,66317,,
5021,4764,168578,,
5022,3627,54138,,
5023,4177,191856,,
5024,2821,113010,,
5025,4066,144811,,
5026,2139,179448,,
5027,2725,99559,,
5028,3508,57331,,
5029,2620,173905,,
5030,2829,165314,,
5031,3466,96530,,
5032,2546,99224,,
5033,2179,125734,,
5034,4264,70458,,
5035,3671,20698,,
5036,2184,70776,,
5037,4016,195338,,
5038,2316,130853,,
5039,3367,32381,19/04/2020,27/05/2020
5040,3406,39417,,
5041,3192,146901,,
5042,4222,29885,,
5043,3646,111609,,
5044,2629,142889,,
5045,2515,94959,,
5046,4360,172053,,
5047,2137,55369,,
5048,2343,175599,20/04/2020,03/07/2020
5049,4121,117972,,
5050,4665,75768,,
5051,2912,177626,,
5052,4297,182686,,
5053,4969,44271,,
5054,4672,89062,24/04/2020,24/06/2020
5055,4915,127321,,
5056,3952,166187,,
5057,4799,148055,,
5058,2108,50826,,
5059,3654,161969,,
5060,4593,97260,,
5061,4640,142762,,
5062,3096,27738,,
5063,2388,121334,,
5064,3230,62276,,
5065,3458,69196,,
5066,3493,199460,,
5067,3257,29357,,
5068,3903,127489,,
5069,2307,165093,,
5070,3606,193622,,
5071,2940,173522,,
5072,2756,151391,,
5073,3456,194467,09/04/2020,03/07/2020
5074,3591,79107,,
5075,4162,178191,,
5076,3082,146636,,
5077,4228,85943,,
5078,4183,22645,,
5079,2947,53581,30/04/2020,23/06/2020
5080,3896,34936,,
5081,3959,165442,,
5082,4109,176040,,
5083,2944,79735,,
5084,2813,190346,,
5085,2522,110521,,
5086,3695,73737,,
5087,3333,20573,,
5088,2780,40749,,
5089,4620,135591,,
5090,3857,31983,,
5091,2736,138324,,
5092,2493,67176,,
5093,4883,118862,,
5094,3364,24999,,
5095,4812,90325,,
5096,2636,179904,,
5097,2249,35607,,
5098,3001,182265,,
5099,4606,78977,,
5100,2918,67047,,
5101,4820,80107,,
5102,4009,148658,,
5103,3975,173433,,
5104,3151,93404,,
5105,4785,101819,,
5106,4673,144704,,
5107,4463,179599,,
5108,2130,34961,,
5109,4777,163850,,
5110,2112,70273,,
5111,3694,109436,,
5112,2889,123163,,
5113,3312,176753,,
5114,2933,30814,,
5115,3284,51616,,
5116,3809,32622,,
5117,3705,91532,,
5118,4786,187924,,
5119,2240,40160,,
5120,4421,113982,,
5121,4213,177805,,
5122,2208,128761,,
5123,4375,146661,,
5124,3883,77191,,
5125,4890,120033,,
5126,3932,92203,,
5127,2455,156251,,
5128,4529,72574,,
5129,3069,66058,,
5130,2455,39894,,
5131,3914,99227,18/04/2020,09/05/2020
5132,3415,93578,,
5133,4205,34687,,
5134,2887,41899,,
5135,4293,183769,,
5136,2067,190261,,
5137,3409,137082,,
5138,2746,76389,,
5139,4157,177954,,
5140,3577,102912,,
5141,3413,109581,,
5142,3898,186753,,
5143,2553,105016,,
5144,4478,20258,25/04/2020,24/05/2020
5145,4770,41885,,
5146,2793,78446,,
5147,2617,21509,,
5148,4207,43188,,
5149,2387,150983,,
5150,3207,73388,,
5151,2829,63325,,
5152,3679,127634,,
5153,2410,69039,,
5154,3524,134212,,
5155,2993,54513,,
5156,3751,31478,,
5157,3419,189681,,
5158,4328,94157,,
5159,3710,99262,,
5160,3547,53330,,
5161,2386,132987,,
5162,4951,163105,,
5163,3264,20215,,
5164,3974,24467,,
5165,2340,155111,,
5166,2687,112227,,
5167,4104,54366,,
5168,2836,68843,,
5169,4598,105728,,
5170,2179,90175,,
5171,3515,156816,,
5172,3739,72846,,
5173,3919,134479,,
5174,2354,158761,,
5175,4628,115988,,
5176,3626,164636,,
5177,4733,169265,,
5178,2066,106629,,
5179,2208,139542,,
5180,2539,64200,,
5181,2354,42699,,
5182,2646,167798,,
5183,3041,189112,,
5184,3612,38894,,
5185,2594,167534,,
5186,2480,190809,,
5187,2980,180633,,
5188,4241,176868,,
5189,4281,59830,,
5190,2951,167508,,
5191,3663,135996,,
5192,3904,164885,,
5193,4929,138838,,
5194,3062,104396,,
5195,2640,194113,,
5196,2131,162969,,
5197,3616,88132,,
5198,3516,48510,24/04/2020,08/06/2020
5199,4773,168618,,
5200,2073,44387,,
5201,4440,94073,,
5202,4600,193762,21/04/2020,17/06/2020
5203,2554,93395,,
5204,3425,173760,,
5205,2884,167186,,
5206,3865,27655,,
5207,3899,199057,,
5208,2098,91858,,
5209,3216,166817,,
5210,3335,179030,,
5211,2679,37567,,
5212,4120,63366,,
5213,2492,154323,,
5214,3596,123000,,
5215,4002,198861,,
5216,4112,120870,,
5217,4600,113034,,
5218,5032,52211,,
5219,2715,108620,,
5220,3257,113560,,
5221,4765,184798,,
5222,3125,40845,,
5223,2890,125614,01/05/2020,21/06/2020
5224,2385,84192,,
5225,2584,59841,,
5226,4793,42110,,
5227,2400,180138,,
5228,3177,133175,,
5229,3138,174315,,
5230,4111,111340,,
5231,3430,26442,,
5232,3990,168942,,
5233,4123,54409,,
5234,4326,148173,,
5235,3124,147881,,
5236,3970,148425,,
5237,4967,193510,,
5238,4452,52646,,
5239,2107,28974,,
5240,3999,95550,,
5241,2362,112709,,
5242,3195,194365,,
5243,4794,131712,,
5244,2345,91766,,
5245,3438,184071,,
5246,4950,161861,,
5247,4849,51368,,
5248,2796,41217,,
5249,3807,66109,,
5250,3835,21027,,
5251,3935,141875,,
5252,2510,150266,,
5253,4300,36624,,
5254,4099,142429,,
5255,2358,160881,,
5256,4802,98604,,
5257,2677,97242,,
5258,4455,43922,,
5259,4907,110728,,
5260,3314,169741,,
5261,3167,20638,,
5262,4487,61180,,
5263,4232,81211,,
5264,2663,35006,,
5265,3254,138034,,
5266,4374,83278,,
5267,2355,186680,,
5268,3361,154860,,
5269,2319,27989,,
5270,2939,187239,,
5271,3517,124568,,
5272,3553,120855,,
5273,2737,126331,,
5274,3525,55875,,
5275,3734,121915,,
5276,3968,44105,,
5277,3081,37334,,
5278,4717,174195,,
5279,4320,83989,,
5280,3732,52252,,
5281,4374,177831,,
5282,4547,189648,,
5283,2963,81260,,
5284,2601,142264,,
5285,4031,157697,01/05/2020,12/05/2020
5286,2055,105672,,
5287,4712,32126,,
5288,2334,109900,,
5289,4039,157845,,
5290,5000,59267,,
5291,4282,132093,,
5292,3513,179480,,
5293,2461,118673,,
5294,3097,29492,,
5295,4936,71161,,
5296,2514,79507,,
5297,4901,77347,,
5298,3901,97821,,
5299,2187,148093,,
5300,2356,69054,,
5301,4234,32810,,
5302,3145,110414,,
5303,3007,68240,,
5304,3674,96574,,
5305,4495,194187,,
5306,4470,189774,,
5307,2902,187416,,
5308,3135,23638,,
5309,3069,56152,,
5310,3263,112652,,
5311,2935,118532,,
5312,3970,88784,,
5313,4032,66698,,
5314,3120,160936,,
5315,3430,170254,,
5316,3779,23358,,
5317,3979,169518,,
5318,2318,199052,,
5319,2971,28040,,
5320,3798,192258,,
5321,4280,176878,,
5322,5029,84176,,
5323,4243,55394,,
5324,3892,157086,,
5325,3740,122634,,
5326,2756,96245,,
5327,2044,199278,,
5328,2337,157345,,
5329,4945,129859,,
5330,2892,67428,,
5331,2694,146113,,
5332,4553,98947,,
5333,3951,74928,,
5334,3922,45349,,
5335,2886,186270,,
5336,4391,39844,,
5337,4174,98298,,
5338,2465,155008,,
5339,2387,174789,18/04/2020,02/07/2020
5340,3636,145871,,
5341,4176,63635,26/04/2020,12/06/2020
5342,2319,62742,,
5343,2588,53203,,
5344,2140,91053,,
5345,2639,62278,,
5346,4496,163761,,
5347,2839,99988,,
5348,3604,46513,,
5349,3207,146572,,
5350,2754,131295,,
5351,3093,26947,,
5352,3304,25620,,
5353,2564,36465,,
5354,4317,144175,,
5355,3779,59859,,
5356,4648,20763,,
5357,3019,183984,,
5358,3447,178051,,
5359,3139,192305,,
5360,3175,152017,,
5361,3610,31618,,
5362,4608,174572,,
5363,3542,42516,,
5364,3057,32387,,
5365,4488,33862,,
5366,3437,103796,,
5367,2366,162664,,
5368,3928,178812,,
5369,2234,74686,,
5370,2869,122564,,
5371,3726,53245,,
5372,4342,128179,29/04/2020,19/06/2020
5373,3284,111662,,
5374,4811,125814,,
5375,4201,123584,,
5376,3275,58271,,
5377,4860,48199,,
5378,4250,53080,,
5379,4189,34608,,
5380,5012,111244,,
5381,3941,71898,,
5382,3952,173284,,
5383,3571,186906,,
5384,2691,31601,,
5385,4841,54015,,
5386,5009,178983,,
5387,4656,148973,,
5388,2235,140893,,
5389,4942,168213,,
5390,3922,162763,,
5391,3403,97218,,
5392,2037,21054,,
5393,4823,87318,,
5394,4094,102475,,
5395,4584,26745,,
5396,4282,52855,,
5397,4782,196392,,
5398,4743,99554,,
5399,2153,61724,,
5400,4608,81021,,
5401,4570,59067,,
5402,3526,118028,,
5403,3904,139304,,
5404,4114,167259,,
5405,2366,132253,,
5406,3866,140170,,
5407,2399,24747,,
5408,3376,107382,,
5409,2903,159939,,
5410,3085,197129,,
5411,4074,94023,,
5412,3374,107729,15/04/2020,30/06/2020
5413,3878,65862,,
5414,3920,129687,,
5415,3546,164992,,
5416,2286,72217,,
5417,3947,167362,,
5418,4598,127252,,
5419,2605,23586,,
5420,3415,151592,,
5421,4269,165150,,
5422,2402,111157,,
5423,3955,181573,,
5424,2109,189738,,
5425,2430,44134,,
5426,4683,79235,,
5427,2885,97719,,
5428,2080,106319,,
5429,2221,79116,,
5430,4550,74918,,
5431,2684,88882,,
5432,2237,125029,,
5433,4431,104154,,
5434,4390,103173,,
5435,2649,62047,,
5436,5029,70396,,
5437,3692,95392,,
5438,3822,112570,,
5439,3866,112984,,
5440,2102,46241,,
5441,3441,20877,,
5442,2864,154436,,
5443,3784,66026,28/04/2020,27/06/2020
5444,4553,45194,,
5445,3820,170580,,
5446,2471,46313,,
5447,4250,72109,07/04/2020,23/06/2020
5448,3850,165669,,
5449,3998,159998,,
5450,2142,97622,,
5451,4018,121878,,
5452,2214,43649,,
5453,2150,102240,,
5454,2552,125413,,
5455,2896,94260,,
5456,3331,60389,28/04/2020,11/06/2020
5457,4926,31168,,
5458,2222,88053,,
5459,3759,90843,,
5460,4863,63799,,
5461,2848,196118,,
5462,4571,59635,,
5463,2911,20000,,
5464,3076,164977,,
5465,4218,50987,,
5466,2309,83372,,
5467,4406,125148,,
5468,4735,184589,,
5469,2564,189648,,
5470,4814,82024,,
5471,2574,77479,,
5472,2547,171455,,
5473,3294,102656,,
5474,4902,33084,01/05/2020,13/05/2020
5475,2749,72137,,
5476,4027,176946,,
5477,4958,64354,,
5478,3631,172534,,
5479,4115,54190,,
5480,4226,123629,,
5481,3882,33888,,
5482,2980,138386,,
5483,4649,143100,,
5484,4559,122808,,
5485,4038,45998,,
5486,3506,100081,,
5487,2698,126668,,
5488,4345,76151,,
5489,2991,127174,,
5490,3308,172209,,
5491,3553,177576,,
5492,2388,105372,,
5493,4515,141006,,
5494,4523,44824,,
5495,4334,183375,,
5496,3510,35169,,
5497,2600,149364,,
5498,3854,104729,,
5499,2516,38135,,
5500,2547,134597,,
5501,3856,130691,,
5502,4800,194671,,
5503,4676,185788,,
5504,4346,133323,,
5505,4495,33706,,
5506,2210,54991,,
5507,3853,162234,,
5508,4456,77875,,
5509,4965,192282,,
5510,2147,49070,,
5511,3498,187616,,
5512,4883,139275,,
5513,2470,95616,,
5514,2342,84449,,
5515,2814,144342,,
5516,2245,133648,,
5517,2249,126926,,
5518,4610,189174,,
5519,2846,80754,,
5520,4461,71917,,
5521,4452,88168,,
5522,2617,99034,,
5523,2364,21967,,
5524,2355,60008,,
5525,3125,128128,,
5526,4935,65044,,
5527,2365,99589,,
5528,2069,113234,,
5529,4043,82768,,
5530,3439,47831,,
5531,2341,76212,,
5532,2420,87378,,
5533,3483,150541,,
5534,4733,144019,,
5535,4897,54713,15/04/2020,13/06/2020
5536,5000,142560,,
5537,3492,169192,,
5538,4018,74124,,
5539,2272,50450,01/05/2020,30/06/2020
5540,4517,192949,,
5541,4703,178737,,
5542,3941,81775,,
5543,2996,171624,,
5544,2709,158608,,
5545,3992,103822,,
5546,4006,75884,05/04/2020,11/06/2020
5547,2989,137978,,
5548,2049,196036,,
5549,2201,48796,,
5550,2418,68705,,
5551,4956,58739,,
5552,3799,27732,,
5553,3620,46122,,
5554,4070,176718,,
5555,4174,162018,,
5556,3171,39300,,
5557,2975,176209,,
5558,3160,143167,,
5559,4208,42968,,
5560,3462,118605,,
5561,4151,48670,,
5562,3828,184146,,
5563,3894,75133,,
5564,2743,117813,,
5565,4489,47937,,
5566,3857,152719,,
5567,3088,90166,,
5568,4074,195332,,
5569,4198,172669,,
5570,4283,129023,,
5571,3882,166846,,
5572,2884,136956,,
5573,4461,125857,,
5574,2192,161855,,
5575,4623,69820,,
5576,2435,112062,,
5577,4250,166921,,
5578,3846,126766,,
5579,3490,20091,,
5580,4706,104121,,
5581,2599,127249,,
5582,3578,154432,,
5583,3986,180041,,
5584,3206,139809,,
5585,2551,191697,,
5586,4924,35652,,
5587,3554,30106,,
5588,3141,171965,,
5589,4732,129286,,
5590,4567,107791,,
5591,2733,120030,,
5592,3550,75312,,
5593,4092,135928,09/04/2020,30/05/2020
5594,4035,128128,,
5595,4572,72149,,
5596,4378,121202,,
5597,2835,27373,,
5598,4062,141473,,
5599,3349,57112,,
5600,2457,118403,,
5601,3260,81320,,
5602,2486,42867,,
5603,2262,33709,,
5604,4179,169590,,
5605,2288,123934,,
5606,2273,63538,,
5607,2997,152329,04/05/2020,25/05/2020
5608,4706,33473,,
5609,2718,43051,,
5610,4298,175504,,
5611,3474,195991,,
5612,2263,149299,,
5613,4923,186689,,
5614,4985,87243,,
5615,4028,55532,,
5616,3403,161271,,
5617,3726,195703,,
5618,2348,94419,,
5619,4833,52354,,
5620,2384,166065,,
5621,4392,56451,,
5622,2737,92582,,
5623,3726,192770,,
5624,4243,97747,,
5625,4702,39549,,
5626,2089,188488,,
5627,4530,129154,,
5628,4427,56616,,
5629,3631,63616,,
5630,4075,34316,,
5631,4770,106912,,
5632,2470,40658,,
5633,2236,155120,,
5634,2857,126923,,
5635,5005,161427,,
5636,3610,106701,,
5637,2729,185234,,
5638,3895,144626,,
5639,4963,182572,,
5640,4126,69733,,
5641,4364,145548,,
5642,2473,63523,,
5643,3453,77381,,
5644,3081,23740,,
5645,3378,192262,,
5646,4964,82102,,
5647,3096,164611,,
5648,4294,50413,,
5649,4192,107073,,
5650,2238,76818,,
5651,3222,65557,,
5652,2776,119440,,
5653,4078,57609,,
5654,3840,147768,,
5655,3748,115252,,
5656,3692,76213,,
5657,4114,89645,,
5658,4523,101732,,
5659,3583,33032,,
5660,4552,76926,,
5661,3248,156824,,
5662,3879,79140,,
5663,4193,187976,,
5664,4441,116968,,
5665,4401,99801,,
5666,3300,72546,,
5667,3511,179132,,
5668,2519,46269,,
5669,3808,128360,,
5670,4873,148035,,
5671,4531,63409,,
5672,3372,106391,,
5673,4314,36058,,
5674,3201,139486,,
5675,4406,133265,,
5676,2147,152118,,
5677,5015,123234,,
5678,3793,146108,,
5679,2667,155995,,
5680,3497,144152,,
5681,4829,24940,,
5682,3203,197606,,
5683,4351,142810,,
5684,4633,137876,,
5685,2334,133888,,
5686,3687,167448,,
5687,3605,58542,,
5688,2817,78184,24/04/2020,30/05/2020
5689,4340,32088,,
5690,2720,124338,,
5691,3853,53901,,
5692,2508,174834,,
5693,2906,152757,,
5694,3417,43713,,
5695,4474,30948,,
5696,4399,118520,,
5697,4416,99463,,
5698,3166,32945,,
5699,2524,144525,,
5700,4524,183441,,
5701,2718,83734,,
5702,2242,129517,,
5703,4656,42595,,
5704,3188,66698,,
5705,3832,87217,,
5706,2901,151855,,
5707,2584,73030,16/04/2020,27/06/2020
5708,4949,112537,,
5709,4246,47602,,
5710,3995,146651,,
5711,4864,156807,,
5712,3535,123276,,
5713,2764,124269,,
5714,4039,176259,,
5715,3767,190507,,
5716,4046,77015,,
5717,4578,164498,,
5718,2455,135564,,
5719,3947,144512,,
5720,3460,103419,,
5721,2304,136417,,
5722,2130,191860,,
5723,3962,158527,,
5724,4902,34527,,
5725,3391,171735,,
5726,2444,190722,,
5727,2626,193001,,
5728,3127,156703,,
5729,4058,36421,,
5730,4457,112572,,
5731,3912,160903,,
5732,4350,33568,,
5733,4094,62641,,
5734,4584,28359,,
5735,2941,96360,,
5736,3871,99839,,
5737,4940,102399,,
5738,3984,118864,,
5739,2478,105385,,
5740,4888,180048,,
5741,2529,80292,,
5742,2578,139069,,
5743,2737,198771,,
5744,3539,134199,,
5745,3206,63311,,
5746,4036,31605,,
5747,4818,125643,,
5748,4195,39817,,
5749,2447,89441,,
5750,4709,55310,,
5751,4057,123885,,
5752,2776,155477,,
5753,4506,99204,,
5754,3182,91941,,
5755,4488,172441,,
5756,4560,196996,,
5757,4089,57853,16/04/2020,09/06/2020
5758,2765,62913,,
5759,4242,137585,,
5760,2969,150043,,
5761,4739,89003,,
5762,3656,183380,28/04/2020,22/05/2020
5763,3060,122817,,
5764,3435,136141,,
5765,4149,27856,,
5766,3070,172899,,
5767,3412,114367,,
5768,4521,88168,,
5769,2157,125412,,
5770,2281,88912,,
5771,5008,77457,,
5772,5003,58266,,
5773,3255,114635,,
5774,4933,80255,,
5775,4787,39630,,
5776,4872,74461,,
5777,4372,69404,,
5778,2759,111434,,
5779,3631,84124,02/05/2020,01/06/2020
5780,2588,63745,,
5781,2185,193944,,
5782,4683,109819,,
5783,4833,158353,,
5784,4104,102630,,
5785,4966,75401,,
5786,2363,31003,,
5787,3012,59417,06/04/2020,16/06/2020
5788,4367,22219,,
5789,2402,192865,,
5790,4941,42504,,
5791,2727,131631,,
5792,2738,157981,,
5793,2802,165822,10/04/2020,15/05/2020
5794,2802,51517,,
5795,2484,87711,,
5796,3435,68114,,
5797,4850,47643,,
5798,2037,135784,,
5799,4756,88573,,
5800,3081,90254,,
5801,2505,150557,,
5802,3496,85579,,
5803,2406,20901,,
5804,4975,78243,,
5805,4173,21417,,
5806,4481,27055,,
5807,4772,177700,,
5808,3973,95194,,
5809,4234,108427,,
5810,3362,177774,,
5811,4859,48862,,
5812,4357,126943,,
5813,4095,146062,,
5814,3793,116171,,
5815,2903,186011,,
5816,4605,57055,,
5817,2301,26433,,
5818,4016,43586,,
5819,4547,180581,,
5820,2721,145905,,
5821,3927,150798,,
5822,2937,96257,,
5823,4807,127432,,
5824,4718,154793,,
5825,2481,176589,,
5826,2844,135204,,
5827,2685,30893,,
5828,4178,65666,,
5829,4648,104651,,
5830,3110,154690,,
5831,4044,79571,11/04/2020,14/05/2020
5832,4307,92073,,
5833,3905,140201,,
5834,3329,129067,,
5835,3487,28371,,
5836,3083,154418,,
5837,3038,138369,,
5838,3274,116743,16/04/2020,07/06/2020
5839,2652,129746,,
5840,3146,138797,,
5841,3157,51244,,
5842,2393,58276,,
5843,2446,24720,,
5844,4197,89822,,
5845,2411,148710,,
5846,4947,126378,,
5847,2816,111577,,
5848,2255,156459,,
5849,4815,54451,,
5850,3611,150036,,
5851,2289,98197,,
5852,2995,165038,,
5853,3590,84859,,
5854,3887,49907,,
5855,4045,79435,,
5856,2809,136740,,
5857,4754,45884,,
5858,4487,126473,,
5859,4149,121002,12/04/2020,13/06/2020
5860,3558,140008,,
5861,4428,34377,,
5862,4350,37818,,
5863,4190,164515,,
5864,2194,177155,,
5865,2130,123323,,
5866,2722,116486,,
5867,2851,52546,,
5868,2808,87931,,
5869,2957,187261,,
5870,2397,140899,,
5871,2369,148962,,
5872,4274,142379,16/04/2020,19/05/2020
5873,2945,88876,,
5874,2847,162692,,
5875,4943,128158,,
5876,4574,149137,,
5877,4409,36503,,
5878,4453,168450,,
5879,3103,86613,,
5880,4184,183367,,
5881,4051,91649,,
5882,3640,149133,,
5883,4767,64447,,
5884,2643,24123,,
5885,3619,109049,,
5886,3253,120540,,
5887,4049,53421,,
5888,3471,154434,,
5889,4761,34053,,
5890,2219,70739,,
5891,4273,102349,,
5892,4468,84091,,
5893,4707,177058,,
5894,4852,114716,,
5895,4466,173612,,
5896,3083,170966,,
5897,4832,22877,,
5898,2268,138288,,
5899,2676,63746,,
5900,2503,90625,,
5901,4897,164439,,
5902,2065,181984,,
5903,4595,42454,,
5904,3479,189415,,
5905,3707,191185,,
5906,3729,188658,,
5907,3209,118894,,
5908,4877,107699,,
5909,2228,29335,,
5910,3204,115279,,
5911,3555,153285,,
5912,4455,109999,,
5913,2580,24930,,
5914,2326,146578,,
5915,2257,92533,,
5916,4611,108667,,
5917,3269,163525,,
5918,2095,133649,,
5919,4753,106610,,
5920,4947,21963,,
5921,3315,63954,,
5922,2437,67824,,
5923,3730,50754,17/04/2020,30/05/2020
5924,3541,157033,11/04/2020,11/05/2020
5925,2972,54150,,
5926,3042,56997,,
5927,2075,160244,,
5928,3704,112227,,
5929,4438,26918,,
5930,4163,115718,,
5931,2812,102850,,
5932,3413,169897,,
5933,2434,81162,,
5934,3751,189861,,
5935,4771,74760,,
5936,2045,146733,,
5937,4066,171439,,
5938,2178,190453,,
5939,4598,138614,,
5940,3660,102914,,
5941,2960,114059,,
5942,4649,22350,,
5943,2403,154323,26/04/2020,10/05/2020
5944,3156,80788,,
5945,2207,180091,,
5946,4369,156700,,
5947,3281,103030,,
5948,2280,48838,,
5949,3854,107928,,
5950,2073,46915,,
5951,3585,157574,,
5952,2742,26020,,
5953,2916,35370,,
5954,4001,36450,,
5955,3947,57208,,
5956,2134,99785,,
5957,2477,146865,,
5958,3999,37768,,
5959,2899,72188,,
5960,4899,78102,,
5961,4481,84880,,
5962,2482,117210,,
5963,3328,133861,,
5964,2735,83062,,
5965,3644,121172,,
5966,2170,190661,,
5967,4929,48659,,
5968,3510,162625,,
5969,3190,190250,,
5970,2241,113375,,
5971,2176,156300,,
5972,2151,141847,,
