NUMRESERVA;IDALOJAMIENTO;IDMIEMBRO;TIPOID;DIARESERVA;TIEMPODIAS
27679;7839;76843;CC;22/03/20;35
27680;7840;79887;CC;22/03/20;99
27681;7841;73541;CC;3/03/20;104
27682;7842;78872;CC;26/02/20;76
27683;7843;80944;CC;1/02/20;76
27684;7844;81458;CC;9/02/20;47
27685;7845;74312;CC;2/02/20;57
27686;7846;76209;CC;21/03/20;73
27687;7847;80142;CC;16/03/20;106
27688;7848;76250;CC;3/03/20;57
27689;7849;72302;CC;28/03/20;34
27690;7850;76056;CC;18/02/20;77
27691;7851;72607;CC;6/03/20;57
27692;7852;81189;CC;28/02/20;63
27693;7853;72173;CC;17/03/20;84
27694;7854;79072;CC;28/02/20;49
27695;7855;78417;CC;2/02/20;57
27696;7856;73179;CC;16/02/20;58
27697;7857;78065;CC;7/03/20;86
27698;7858;79443;CC;25/02/20;79
27699;7859;77112;CC;31/03/20;56
27700;7860;80055;CC;17/03/20;101
27701;7861;78924;CC;26/03/20;115
27702;7862;72258;CC;12/02/20;34
27703;7863;74966;CC;18/03/20;112
27704;7864;72097;CC;8/03/20;113
27705;7865;73480;CC;5/03/20;35
27706;7866;76638;CC;23/03/20;63
27707;7867;72357;CC;16/02/20;93
27708;7868;74349;CC;28/02/20;73
27709;7869;72730;CC;15/03/20;60
27710;7870;77132;CC;6/03/20;83
27711;7871;82041;TI;13/03/20;83
27712;7872;73067;CC;22/03/20;44
27713;7873;76656;CC;5/02/20;53
27714;7874;76466;CC;18/03/20;96
27715;7875;75062;CC;26/02/20;118
27716;7876;77378;CC;23/03/20;40
27717;7877;73661;CC;31/03/20;64
27718;7878;79057;CC;23/02/20;95
27719;7879;80441;CC;15/02/20;47
27720;7880;79394;CC;23/03/20;88
27721;7881;75137;CC;6/03/20;44
27722;7882;75575;CC;23/02/20;76
27723;7883;73335;CC;21/03/20;66
27724;7884;80047;CC;15/02/20;49
27725;7885;73697;CC;26/03/20;84
27726;7886;81334;TI;19/02/20;92
27727;7887;74783;CC;15/03/20;102
27728;7888;74056;CC;10/03/20;49
27729;7889;74158;CC;12/02/20;90
27730;7890;77742;CC;14/03/20;47
27731;7891;72214;CC;10/02/20;114
27732;7892;76806;CC;13/03/20;32
27733;7893;82007;CC;22/03/20;113
27734;7894;76813;CC;12/03/20;53
27735;7895;74120;CC;25/03/20;61
27736;7896;76546;CC;1/03/20;114
27737;7897;77976;TI;25/02/20;33
27738;7898;76918;CC;25/02/20;100
27739;7899;72246;TI;27/03/20;46
27740;7900;77034;CC;19/03/20;41
27741;7901;79653;CC;13/02/20;108
27742;7902;78162;CC;20/02/20;102
27743;7903;78901;CC;1/03/20;101
27744;7904;77796;CC;9/03/20;100
27745;7905;75004;CC;13/02/20;74
27746;7906;78964;CC;15/03/20;36
27747;7907;78659;CC;31/03/20;89
27748;7908;80000;CC;17/02/20;93
27749;7909;78596;CC;13/02/20;120
27750;7910;82027;CC;8/02/20;58
27751;7911;80377;CC;16/02/20;37
27752;7912;79009;CC;4/03/20;102
27753;7913;75501;CC;6/02/20;62
27754;7914;81560;CC;4/02/20;103
27755;7915;76282;CC;7/03/20;65
27756;7916;80771;CC;26/02/20;105
27757;7917;75372;CC;18/03/20;36
27758;7918;75511;CC;10/03/20;99
27759;7919;73014;CC;29/03/20;56
27760;7920;81075;CC;24/02/20;56
27761;7921;81950;CC;28/03/20;99
27762;7922;75748;CC;24/02/20;106
27763;7923;75972;CC;26/02/20;110
27764;7924;80882;CC;8/03/20;99
27765;7925;72205;CC;9/03/20;43
27766;7926;80155;CC;3/02/20;46
27767;7927;81580;CC;2/03/20;62
27768;7928;78647;CC;11/02/20;79
27769;7929;80410;CC;13/02/20;45
27770;7930;74883;CC;8/02/20;77
27771;7931;79022;CC;14/02/20;93
27772;7932;76957;CC;3/03/20;71
27773;7933;74917;CC;17/03/20;87
27774;7934;79942;CC;11/03/20;105
27775;7935;79882;CC;24/02/20;35
27776;7936;73392;CC;30/03/20;78
27777;7937;73069;CC;11/03/20;106
27778;7938;72767;CC;2/03/20;77
27779;7939;80829;CC;31/03/20;68
27780;7940;81480;CC;16/02/20;68
27781;7941;80840;CC;9/03/20;50
27782;7942;72268;CC;29/03/20;86
27783;7943;74793;CC;6/02/20;106
27784;7944;78678;CC;23/02/20;102
27785;7945;77443;CC;5/02/20;50
27786;7946;78066;CC;6/02/20;33
27787;7947;73721;CC;21/03/20;58
27788;7948;76483;CC;13/02/20;74
27789;7949;80951;CC;28/02/20;47
27790;7950;73666;CC;5/03/20;68
27791;7951;81173;CC;9/02/20;109
27792;7952;76159;CC;2/03/20;112
27793;7953;76730;CC;4/02/20;95
27794;7954;72764;CC;20/03/20;110
27795;7955;79585;CC;23/02/20;49
27796;7956;81657;CC;3/02/20;51
27797;7957;73493;CC;15/03/20;81
27798;7958;75225;CC;4/02/20;77
27799;7959;77519;CC;5/03/20;83
27800;7960;72306;CC;27/03/20;120
27801;7961;79129;CC;1/02/20;32
27802;7962;76721;CC;19/03/20;75
27803;7963;74723;CC;20/03/20;78
27804;7964;76553;CC;9/02/20;69
27805;7965;77822;CC;8/03/20;73
27806;7966;74020;CC;22/03/20;52
27807;7967;75050;CC;17/03/20;56
27808;7968;76870;CC;26/03/20;94
27809;7969;81446;CC;19/03/20;92
27810;7970;78322;TI;10/02/20;115
27811;7971;74229;CC;25/02/20;117
27812;7972;78063;CC;9/02/20;40
27813;7973;80361;CC;2/02/20;47
27814;7974;74501;CC;20/03/20;106
27815;7975;75955;CC;20/03/20;80
27816;7976;74769;CC;10/03/20;75
27817;7977;77024;CC;15/03/20;37
27818;7978;77995;CC;3/03/20;112
27819;7979;81093;CC;9/02/20;108
27820;7980;75964;CC;17/02/20;86
27821;7981;74926;CC;16/02/20;57
27822;7982;74110;CC;4/02/20;95
27823;7983;78676;CC;1/03/20;86
27824;7984;80428;CC;4/02/20;63
27825;7985;74352;CC;22/03/20;49
27826;7986;76146;CC;1/03/20;78
27827;7987;73084;CC;23/02/20;111
27828;7988;75583;CC;23/02/20;115
27829;7989;81910;CC;16/02/20;50
27830;7990;75520;CC;19/03/20;101
27831;7991;74267;CC;7/03/20;113
27832;7992;75207;CC;14/03/20;32
27833;7993;82090;CC;9/02/20;98
27834;7994;78812;CC;29/02/20;34
27835;7995;74696;CC;15/03/20;65
27836;7996;79295;CC;5/03/20;103
27837;7997;78496;CC;21/03/20;90
27838;7998;80710;CC;22/03/20;109
27839;7999;75922;CC;15/03/20;83
27840;8000;79756;CC;3/03/20;119
27841;8001;80161;CC;24/02/20;76
27842;8002;81592;CC;20/02/20;81
27843;8003;77852;CC;20/02/20;115
27844;8004;79860;CC;6/03/20;111
27845;8005;77107;CC;17/02/20;89
27846;8006;78515;CC;15/03/20;77
27847;8007;77445;CC;21/02/20;61
27848;8008;75123;CC;28/02/20;100
27849;8009;81884;CC;23/03/20;106
27850;8010;73089;CC;15/03/20;66
27851;8011;76569;CC;19/02/20;113
27852;8012;73649;CC;14/03/20;55
27853;8013;73199;CC;8/02/20;59
27854;8014;79607;CC;24/02/20;81
27855;8015;75696;TI;19/02/20;45
27856;8016;79378;CC;1/03/20;31
27857;8017;74235;CC;3/02/20;81
27858;8018;75376;CC;8/03/20;97
27859;8019;73216;TI;30/03/20;90
27860;8020;79596;CC;20/02/20;79
27861;8021;80581;CC;17/02/20;119
27862;8022;76895;CC;11/03/20;55
27863;8023;79595;CC;11/03/20;84
27864;8024;74572;CC;27/03/20;89
27865;8025;78755;TI;7/03/20;36
27866;8026;80244;CC;27/02/20;64
27867;8027;80937;CC;23/03/20;54
27868;8028;79100;CC;11/03/20;86
27869;8029;76272;CC;15/02/20;42
27870;8030;79559;CC;19/02/20;38
27871;8031;79896;CC;14/02/20;112
27872;8032;75936;CC;4/03/20;54
27873;8033;81275;CC;23/02/20;64
27874;8034;76892;CC;5/03/20;94
27875;8035;74018;CC;18/02/20;119
27876;8036;78636;CC;12/02/20;95
27877;8037;75557;CC;26/03/20;113
27878;8038;77094;CC;19/03/20;68
27879;8039;75341;CC;25/03/20;50
27880;8040;76913;CC;25/03/20;42
27881;8041;77806;CC;16/02/20;108
27882;8042;76616;CC;25/03/20;96
27883;8043;78020;CC;1/03/20;109
27884;8044;77969;CC;5/03/20;75
27885;8045;80964;CC;16/03/20;83
27886;8046;78490;CC;10/03/20;47
27887;8047;77967;CC;13/03/20;86
27888;8048;77428;CC;21/03/20;112
27889;8049;75433;CC;18/03/20;70
27890;8050;76784;CC;26/03/20;107
27891;8051;81819;CC;5/03/20;120
27892;8052;73698;CC;11/02/20;67
27893;8053;74086;CC;24/03/20;56
27894;8054;77457;CC;12/03/20;43
27895;8055;76054;CC;26/02/20;75
27896;8056;74964;CC;11/03/20;80
27897;8057;77654;CC;20/03/20;49
27898;8058;77061;CC;12/02/20;69
27899;8059;72692;CC;19/03/20;101
27900;8060;76678;CC;20/02/20;102
27901;8061;79895;CC;28/02/20;117
27902;8062;81346;CC;11/02/20;45
27903;8063;73164;CC;12/03/20;36
27904;8064;80199;CC;25/03/20;92
27905;8065;80630;CC;23/03/20;57
27906;8066;77415;CC;8/03/20;31
27907;8067;78305;CC;2/03/20;67
27908;8068;75503;CC;20/02/20;40
27909;8069;80497;TI;9/02/20;63
27910;8070;75408;CC;5/02/20;63
27911;8071;80525;CC;7/02/20;53
27912;8072;72933;CC;24/02/20;49
27913;8073;72280;CC;30/03/20;115
27914;8074;77808;CC;4/02/20;100
27915;8075;79575;CC;14/03/20;48
27916;8076;73747;CC;14/02/20;93
27917;8077;77882;CC;3/03/20;112
27918;8078;73932;CC;7/02/20;107
27919;8079;81838;CC;14/03/20;57
27920;8080;80086;CC;9/02/20;90
27921;8081;75388;CC;13/02/20;55
27922;8082;73440;CC;2/02/20;70
27923;8083;73613;CC;1/03/20;104
27924;8084;73645;CC;21/03/20;57
27925;8085;80962;CC;16/03/20;80
27926;8086;78711;CC;3/02/20;44
27927;8087;78108;CC;12/02/20;55
27928;8088;77451;CC;14/03/20;61
27929;8089;80176;CC;7/02/20;34
27930;8090;76926;CC;29/02/20;92
27931;8091;81729;CC;24/03/20;109
27932;8092;73262;CC;15/03/20;53
27933;8093;81434;CC;25/03/20;108
27934;8094;78717;CC;13/03/20;71
27935;8095;80714;CC;22/02/20;101
27936;8096;73560;CC;9/02/20;35
27937;8097;74806;CC;26/03/20;81
27938;8098;72341;CC;26/03/20;31
27939;8099;74687;CC;5/03/20;35
27940;8100;75971;CC;15/03/20;68
27941;8101;79164;CC;9/02/20;80
27942;8102;79213;CC;2/03/20;67
27943;8103;74430;CC;30/03/20;92
27944;8104;77500;CC;16/03/20;43
27945;8105;79698;CC;12/02/20;83
27946;8106;74846;CC;20/02/20;113
27947;8107;75858;CC;26/03/20;49
27948;8108;79358;CC;12/02/20;50
27949;8109;76965;CC;9/02/20;75
27950;8110;75129;CC;14/02/20;62
27951;8111;76520;CC;8/03/20;66
27952;8112;74384;CC;24/03/20;49
27953;8113;81487;CC;16/03/20;56
27954;8114;77648;CC;22/03/20;119
27955;8115;74720;CC;4/03/20;96
27956;8116;79709;CC;7/03/20;51
27957;8117;78114;CC;19/03/20;88
27958;8118;76366;CC;26/03/20;35
27959;8119;75248;CC;13/03/20;58
27960;8120;73417;CC;9/02/20;104
27961;8121;76529;CC;9/02/20;51
27962;8122;79855;CC;16/02/20;92
27963;8123;78937;CC;7/02/20;88
27964;8124;79335;CC;9/02/20;44
27965;8125;72618;CC;27/02/20;54
27966;8126;77609;CC;30/03/20;65
27967;8127;74724;CC;31/03/20;106
27968;8128;74490;CC;3/03/20;31
27969;8129;77582;CC;24/03/20;89
27970;8130;78381;CC;4/03/20;61
27971;8131;78855;CC;26/03/20;61
27972;8132;72582;CC;4/03/20;75
27973;8133;81009;CC;5/03/20;34
27974;8134;73996;CC;29/03/20;51
27975;8135;76967;CC;6/02/20;118
27976;8136;81119;CC;25/02/20;53
27977;8137;76462;CC;15/03/20;81
27978;8138;75145;CC;22/02/20;82
27979;8139;73187;CC;30/03/20;54
27980;8140;80849;CC;5/02/20;118
27981;8141;80639;CC;20/03/20;42
27982;8142;72899;CC;23/03/20;87
27983;8143;73051;CC;29/02/20;87
27984;8144;75897;CC;1/03/20;98
27985;8145;73620;CC;28/03/20;44
27986;8146;74517;CC;18/02/20;82
27987;8147;74573;CC;19/02/20;45
27988;8148;73529;CC;4/02/20;51
27989;8149;80162;CC;11/03/20;40
27990;8150;80179;CC;7/03/20;75
27991;8151;78078;CC;22/02/20;37
27992;8152;75781;CC;9/02/20;59
27993;8153;75424;CC;20/03/20;47
27994;8154;78985;CC;13/03/20;118
27995;8155;79708;CC;7/02/20;50
27996;8156;78480;CC;19/02/20;77
27997;8157;77661;CC;1/03/20;77
27998;8158;76501;CC;23/02/20;35
27999;8159;73722;CC;17/03/20;56
28000;8160;81239;CC;8/03/20;117
28001;8161;72815;CC;23/02/20;44
28002;8162;74425;CC;13/02/20;96
28003;8163;74837;CC;7/03/20;82
28004;8164;74656;CC;12/03/20;69
28005;8165;77175;CC;7/02/20;72
28006;8166;73609;CC;22/03/20;109
28007;8167;74816;CC;19/03/20;77
28008;8168;74905;CC;1/02/20;103
28009;8169;79540;CC;13/02/20;111
28010;8170;78373;CC;25/03/20;74
28011;8171;73597;CC;29/02/20;81
28012;8172;73088;CC;14/02/20;59
28013;8173;76410;CC;15/03/20;100
28014;8174;80004;CC;21/02/20;53
28015;8175;77532;CC;8/02/20;92
28016;8176;73078;CC;6/02/20;87
28017;8177;77211;CC;11/02/20;72
28018;8178;79119;CC;18/02/20;65
28019;8179;77668;CC;19/02/20;59
28020;8180;73835;CC;9/03/20;89
28021;8181;75445;CC;13/02/20;64
28022;8182;79283;CC;9/03/20;70
28023;8183;74459;CC;17/02/20;111
28024;8184;81146;CC;21/02/20;115
28025;8185;73543;CC;9/02/20;85
28026;8186;78911;CC;27/02/20;95
28027;8187;74759;CC;19/02/20;67
28028;8188;81931;CC;18/02/20;82
28029;8189;78042;CC;3/02/20;91
28030;8190;74906;CC;12/03/20;43
28031;8191;81296;CC;6/02/20;88
28032;8192;75854;CC;24/03/20;107
28033;8193;74678;CC;1/02/20;95
28034;8194;72135;CC;3/02/20;62
28035;8195;80307;CC;26/03/20;92
28036;8196;73432;CC;7/02/20;74
28037;8197;74553;CC;19/03/20;75
28038;8198;77974;CC;2/02/20;56
28039;8199;77574;CC;26/03/20;82
28040;8200;80853;CC;17/02/20;65
28041;8201;73849;CC;20/03/20;98
28042;8202;77431;CC;7/03/20;40
28043;8203;80411;CC;18/03/20;39
28044;8204;74058;CC;1/02/20;91
28045;8205;74780;CC;16/03/20;116
28046;8206;77588;CC;25/02/20;42
28047;8207;72603;CC;19/02/20;63
28048;8208;79985;CC;22/02/20;114
28049;8209;80249;CC;29/03/20;64
28050;8210;77295;CC;11/03/20;90
28051;8211;74049;CC;5/03/20;55
28052;8212;79620;CC;7/03/20;38
28053;8213;78488;CC;7/03/20;117
28054;8214;76633;CC;16/02/20;89
28055;8215;79270;CC;10/02/20;71
28056;8216;78526;CC;15/02/20;109
28057;8217;74033;CC;13/02/20;34
28058;8218;77663;CC;25/03/20;81
28059;8219;78529;CC;20/03/20;52
28060;8220;75515;CC;25/02/20;108
28061;8221;77456;CC;18/02/20;57
28062;8222;72634;CC;29/03/20;117
28063;8223;78122;CC;26/02/20;56
28064;8224;74658;CC;27/03/20;80
28065;8225;74408;CC;11/03/20;41
28066;8226;81060;CC;4/02/20;62
28067;8227;77547;CC;22/02/20;85
28068;8228;75622;CC;2/03/20;89
28069;8229;74640;CC;17/02/20;100
28070;8230;73044;CC;26/03/20;34
28071;8231;74508;CC;7/03/20;84
28072;8232;74317;CC;23/02/20;78
28073;8233;78007;CC;13/02/20;111
28074;8234;75843;CC;3/03/20;115
28075;8235;79013;CC;9/02/20;116
28076;8236;80283;CC;11/03/20;105
28077;8237;80446;CC;21/03/20;63
28078;8238;78907;CC;22/02/20;66
28079;8239;80564;CC;16/03/20;32
28080;8240;74380;CC;23/02/20;38
28081;8241;76683;CC;26/02/20;56
28082;8242;77157;CC;31/03/20;90
28083;8243;73598;CC;6/03/20;67
28084;8244;77469;CC;28/03/20;56
28085;8245;75051;CC;6/02/20;110
28086;8246;72140;CC;23/03/20;63
28087;8247;75479;CC;1/02/20;74
28088;8248;78402;CC;12/03/20;54
28089;8249;81006;CC;15/02/20;62
28090;8250;78379;CC;18/02/20;73
28091;8251;73192;CC;30/03/20;104
28092;8252;77242;CC;20/02/20;53
28093;8253;81881;CC;2/02/20;60
28094;8254;80111;CC;21/03/20;41
28095;8255;81253;CC;3/02/20;89
28096;8256;73453;CC;10/02/20;61
28097;8257;73156;CC;18/02/20;86
28098;8258;74722;CC;16/02/20;56
28099;8259;72166;CC;4/03/20;32
28100;8260;73234;CC;20/02/20;44
28101;8261;78503;CC;4/03/20;31
28102;8262;77296;CC;28/02/20;65
28103;8263;80926;CC;13/02/20;99
28104;8264;80883;CC;4/03/20;80
28105;8265;81274;CC;26/03/20;59
28106;8266;77376;CC;26/03/20;107
28107;8267;73140;CC;6/03/20;80
28108;8268;74418;CC;14/02/20;57
28109;8269;81695;CC;13/02/20;85
28110;8270;80076;CC;18/03/20;80
28111;8271;78369;TI;1/03/20;107
28112;8272;77539;CC;24/03/20;32
28113;8273;75346;CC;14/03/20;120
28114;8274;76714;CC;14/03/20;31
28115;8275;81716;TI;5/03/20;35
28116;8276;79542;CC;9/03/20;115
28117;8277;81887;CC;10/02/20;40
28118;8278;81902;CC;19/02/20;84
28119;8279;74581;CC;26/02/20;104
28120;8280;79364;CC;8/02/20;64
28121;8281;81559;CC;11/02/20;58
28122;8282;81203;CC;5/03/20;66
28123;8283;75399;CC;26/02/20;34
28124;8284;79707;CC;8/03/20;113
28125;8285;81362;CC;16/03/20;48
28126;8286;73545;CC;27/03/20;104
28127;8287;77395;CC;8/02/20;110
28128;8288;74725;CC;11/03/20;65
28129;8289;77483;CC;14/02/20;100
28130;8290;73497;CC;30/03/20;62
28131;8291;78472;CC;13/02/20;88
28132;8292;81148;CC;28/02/20;62
28133;8293;81731;CC;5/03/20;98
28134;8294;74316;CC;4/02/20;101
28135;8295;74512;CC;23/03/20;98
28136;8296;77417;CC;29/02/20;51
28137;8297;73322;CC;19/03/20;54
28138;8298;81340;CC;28/03/20;93
28139;8299;81646;CC;13/02/20;116
28140;8300;81614;CC;24/02/20;90
28141;8301;80496;CC;7/03/20;100
28142;8302;77782;CC;13/03/20;111
28143;8303;82036;CC;2/03/20;82
28144;8304;78156;CC;26/02/20;59
28145;8305;72898;CC;25/03/20;72
28146;8306;81084;CC;29/03/20;85
28147;8307;73640;CC;3/03/20;57
28148;8308;76929;CC;28/03/20;47
28149;8309;75563;CC;27/03/20;48
28150;8310;81623;TI;17/02/20;37
28151;8311;74473;CC;25/02/20;78
28152;8312;78522;CC;25/02/20;33
28153;8313;79182;CC;1/02/20;111
28154;8314;80131;CC;9/02/20;36
28155;8315;73691;CC;29/03/20;75
28156;8316;72865;CC;15/02/20;101
28157;8317;75589;CC;14/03/20;101
28158;8318;79883;CC;24/03/20;52
28159;8319;79551;CC;30/03/20;90
28160;8320;77803;CC;30/03/20;96
28161;8321;77814;CC;1/02/20;111
28162;8322;75904;CC;3/03/20;53
28163;8323;80477;CC;4/03/20;45
28164;8324;74533;CC;2/03/20;78
28165;8325;77439;CC;17/03/20;69
28166;8326;76474;CC;3/02/20;40
28167;8327;79806;CC;25/03/20;84
28168;8328;80221;CC;15/03/20;91
28169;8329;80952;CC;18/02/20;43
28170;8330;78200;CC;8/03/20;31
28171;8331;72827;CC;24/03/20;61
28172;8332;78271;CC;17/02/20;46
28173;8333;80688;CC;6/02/20;84
28174;8334;75147;CC;28/03/20;46
28175;8335;80645;CC;11/03/20;107
28176;8336;77019;CC;29/02/20;55
28177;8337;76723;CC;4/02/20;120
28178;8338;76887;CC;19/02/20;113
28179;8339;76373;CC;2/02/20;36
28180;8340;78269;CC;26/03/20;107
28181;8341;79201;CC;4/03/20;103
28182;8342;72975;CC;15/02/20;111
28183;8343;81638;CC;4/03/20;109
28184;8344;79431;CC;27/03/20;88
28185;8345;81860;CC;18/02/20;56
28186;8346;78006;CC;7/02/20;42
28187;8347;75896;CC;17/02/20;54
28188;8348;74584;CC;15/02/20;56
28189;8349;74186;CC;6/02/20;118
28190;8350;81399;CC;22/03/20;98
28191;8351;74287;CC;11/02/20;74
28192;8352;78913;CC;20/03/20;43
28193;8353;77651;CC;1/03/20;80
28194;8354;78809;CC;29/02/20;48
28195;8355;77703;CC;13/02/20;52
28196;8356;73106;CC;1/03/20;82
28197;8357;72388;CC;14/02/20;75
28198;8358;75914;CC;27/02/20;56
28199;8359;81368;CC;12/03/20;111
28200;8360;74367;CC;13/02/20;104
28201;8361;73730;CC;8/03/20;86
28202;8362;75884;CC;5/02/20;55
28203;8363;81847;CC;18/03/20;98
28204;8364;77215;CC;19/02/20;86
28205;8365;81511;CC;16/02/20;99
28206;8366;75357;CC;24/03/20;47
28207;8367;74691;CC;3/03/20;96
28208;8368;81655;CC;13/02/20;88
28209;8369;75792;CC;29/02/20;79
28210;8370;78684;CC;7/02/20;70
28211;8371;76939;CC;17/03/20;63
28212;8372;81186;CC;25/03/20;40
28213;8373;78071;CC;17/02/20;86
28214;8374;77579;CC;9/03/20;43
28215;8375;72602;CC;3/03/20;90
28216;8376;73253;CC;20/02/20;110
28217;8377;79214;CC;17/03/20;100
28218;8378;76460;CC;21/03/20;85
28219;8379;74504;CC;1/02/20;96
28220;8380;78776;CC;19/02/20;90
28221;8381;78102;CC;21/03/20;113
28222;8382;72665;CC;28/02/20;91
28223;8383;79872;CC;9/03/20;97
28224;8384;76205;CC;25/02/20;64
28225;8385;76983;CC;20/03/20;72
28226;8386;80773;CC;26/03/20;56
28227;8387;75508;CC;11/03/20;68
28228;8388;78621;CC;6/02/20;95
28229;8389;76293;CC;17/03/20;39
28230;8390;78448;CC;1/02/20;81
28231;8391;78525;CC;19/02/20;65
28232;8392;76584;CC;5/03/20;64
28233;8393;79875;CC;27/02/20;37
28234;8394;77991;CC;29/03/20;93
28235;8395;79356;CC;17/02/20;96
28236;8396;79138;CC;20/03/20;46
28237;8397;77505;CC;31/03/20;59
28238;8398;76133;TI;19/03/20;51
28239;8399;80711;CC;9/03/20;97
28240;8400;79796;CC;12/03/20;113
28241;8401;80950;CC;1/03/20;104
28242;8402;80277;CC;29/02/20;103
28243;8403;75269;CC;21/02/20;98
28244;8404;76624;CC;2/02/20;99
28245;8405;76853;CC;6/03/20;72
28246;8406;81169;CC;9/02/20;64
28247;8407;81831;CC;27/02/20;77
28248;8408;77253;CC;15/02/20;120
28249;8409;76112;CC;1/03/20;115
28250;8410;77265;CC;11/02/20;59
28251;8411;81170;CC;3/02/20;76
28252;8412;76363;CC;21/02/20;66
28253;8413;77410;TI;21/03/20;43
28254;8414;77341;CC;14/02/20;98
28255;8415;77121;CC;5/02/20;37
28256;8416;74829;CC;30/03/20;40
28257;8417;75115;CC;6/02/20;104
28258;8418;80235;CC;28/02/20;38
28259;8419;72924;CC;13/02/20;92
28260;8420;73880;CC;3/02/20;61
28261;8421;75591;CC;21/02/20;105
28262;8422;75490;CC;2/03/20;77
28263;8423;77082;CC;2/02/20;32
28264;8424;81294;CC;11/02/20;93
28265;8425;77325;CC;22/03/20;68
28266;8426;79534;CC;19/03/20;91
28267;8427;79479;CC;15/03/20;87
28268;8428;75848;TI;13/03/20;50
28269;8429;79150;CC;14/03/20;61
28270;8430;78064;CC;18/02/20;114
28271;8431;73709;CC;4/03/20;43
28272;8432;80002;CC;10/03/20;44
28273;8433;74147;CC;6/02/20;79
28274;8434;74800;CC;9/02/20;31
28275;8435;77057;CC;7/03/20;92
28276;8436;77789;CC;28/03/20;41
28277;8437;80502;CC;5/02/20;53
28278;8438;76427;CC;17/03/20;46
28279;8439;78069;CC;21/03/20;35
28280;8440;80854;CC;21/02/20;65
28281;8441;75905;CC;6/02/20;68
28282;8442;72929;CC;31/03/20;105
28283;8443;76447;CC;28/02/20;64
28284;8444;75558;CC;23/02/20;90
28285;8445;72365;CC;6/03/20;70
28286;8446;73943;CC;12/02/20;106
28287;8447;75439;CC;4/02/20;65
28288;8448;80473;CC;8/02/20;102
28289;8449;76180;CC;8/03/20;73
28290;8450;81224;CC;11/03/20;39
28291;8451;79210;CC;3/02/20;68
28292;8452;81400;CC;24/02/20;55
28293;8453;75342;CC;15/02/20;46
28294;8454;80559;CC;25/03/20;100
