ID;IDALOJAMIENTO;DESCRIPCION;NOMBRE;PRECIO;TOMASERVICIO
68617;10275;cuenta con sillas, sala y comedor;amoblado;0;Y
68618;10275;Se indica si tiene que pagar los servicios publicos;Servicios publicos;13000;N
68619;10275;Si cuenta con televisor;TV;0;N
68620;10275;Se indica si hay internet;internet;48860;Y
68621;10276;cuenta con sillas, sala y comedor;amoblado;0;Y
68622;10276;Se indica si tiene que pagar los servicios publicos;Servicios publicos;18671;Y
68623;10276;Si cuenta con televisor;TV;0;N
68624;10276;Se indica si hay internet;internet;32834;Y
68625;10277;cuenta con sillas, sala y comedor;amoblado;0;N
68626;10277;Se indica si tiene que pagar los servicios publicos;Servicios publicos;16690;Y
68627;10277;Si cuenta con televisor;TV;0;Y
68628;10277;Se indica si hay internet;internet;30884;N
68629;10278;cuenta con sillas, sala y comedor;amoblado;0;Y
68630;10278;Se indica si tiene que pagar los servicios publicos;Servicios publicos;14262;Y
68631;10278;Si cuenta con televisor;TV;0;Y
68632;10278;Se indica si hay internet;internet;40498;Y
68633;10279;cuenta con sillas, sala y comedor;amoblado;0;N
68634;10279;Se indica si tiene que pagar los servicios publicos;Servicios publicos;19702;N
68635;10279;Si cuenta con televisor;TV;0;N
68636;10279;Se indica si hay internet;internet;36718;Y
68637;10280;cuenta con sillas, sala y comedor;amoblado;0;Y
68638;10280;Se indica si tiene que pagar los servicios publicos;Servicios publicos;16618;N
68639;10280;Si cuenta con televisor;TV;0;N
68640;10280;Se indica si hay internet;internet;44644;N
68641;10281;cuenta con sillas, sala y comedor;amoblado;0;N
68642;10281;Se indica si tiene que pagar los servicios publicos;Servicios publicos;14615;N
68643;10281;Si cuenta con televisor;TV;0;N
68644;10281;Se indica si hay internet;internet;49470;Y
68645;10282;cuenta con sillas, sala y comedor;amoblado;0;N
68646;10282;Se indica si tiene que pagar los servicios publicos;Servicios publicos;10551;Y
68647;10282;Si cuenta con televisor;TV;0;N
68648;10282;Se indica si hay internet;internet;49916;Y
68649;10283;cuenta con sillas, sala y comedor;amoblado;0;N
68650;10283;Se indica si tiene que pagar los servicios publicos;Servicios publicos;19023;Y
68651;10283;Si cuenta con televisor;TV;0;N
68652;10283;Se indica si hay internet;internet;35510;Y
68653;10284;cuenta con sillas, sala y comedor;amoblado;0;N
68654;10284;Se indica si tiene que pagar los servicios publicos;Servicios publicos;13102;Y
68655;10284;Si cuenta con televisor;TV;0;N
68656;10284;Se indica si hay internet;internet;38644;Y
68657;10285;cuenta con sillas, sala y comedor;amoblado;0;Y
68658;10285;Se indica si tiene que pagar los servicios publicos;Servicios publicos;18994;N
68659;10285;Si cuenta con televisor;TV;0;Y
68660;10285;Se indica si hay internet;internet;33179;Y
68661;10286;cuenta con sillas, sala y comedor;amoblado;0;Y
68662;10286;Se indica si tiene que pagar los servicios publicos;Servicios publicos;17260;Y
68663;10286;Si cuenta con televisor;TV;0;N
68664;10286;Se indica si hay internet;internet;45573;Y
68665;10287;cuenta con sillas, sala y comedor;amoblado;0;Y
68666;10287;Se indica si tiene que pagar los servicios publicos;Servicios publicos;13709;Y
68667;10287;Si cuenta con televisor;TV;0;Y
68668;10287;Se indica si hay internet;internet;34091;Y
68669;10288;cuenta con sillas, sala y comedor;amoblado;0;Y
68670;10288;Se indica si tiene que pagar los servicios publicos;Servicios publicos;18311;N
68671;10288;Si cuenta con televisor;TV;0;Y
68672;10288;Se indica si hay internet;internet;42263;N
68673;10289;cuenta con sillas, sala y comedor;amoblado;0;Y
68674;10289;Se indica si tiene que pagar los servicios publicos;Servicios publicos;16528;N
68675;10289;Si cuenta con televisor;TV;0;N
68676;10289;Se indica si hay internet;internet;43075;Y
68677;10290;cuenta con sillas, sala y comedor;amoblado;0;N
68678;10290;Se indica si tiene que pagar los servicios publicos;Servicios publicos;15907;N
68679;10290;Si cuenta con televisor;TV;0;N
68680;10290;Se indica si hay internet;internet;43645;N
68681;10291;cuenta con sillas, sala y comedor;amoblado;0;N
68682;10291;Se indica si tiene que pagar los servicios publicos;Servicios publicos;10653;Y
68683;10291;Si cuenta con televisor;TV;0;N
68684;10291;Se indica si hay internet;internet;33321;Y
68685;10292;cuenta con sillas, sala y comedor;amoblado;0;N
68686;10292;Se indica si tiene que pagar los servicios publicos;Servicios publicos;16762;N
68687;10292;Si cuenta con televisor;TV;0;N
68688;10292;Se indica si hay internet;internet;31653;N
68689;10293;cuenta con sillas, sala y comedor;amoblado;0;Y
68690;10293;Se indica si tiene que pagar los servicios publicos;Servicios publicos;10449;N
68691;10293;Si cuenta con televisor;TV;0;Y
68692;10293;Se indica si hay internet;internet;33463;Y
68693;10294;cuenta con sillas, sala y comedor;amoblado;0;N
68694;10294;Se indica si tiene que pagar los servicios publicos;Servicios publicos;10865;Y
68695;10294;Si cuenta con televisor;TV;0;N
68696;10294;Se indica si hay internet;internet;34363;Y
68697;10295;cuenta con sillas, sala y comedor;amoblado;0;Y
68698;10295;Se indica si tiene que pagar los servicios publicos;Servicios publicos;12398;N
68699;10295;Si cuenta con televisor;TV;0;Y
68700;10295;Se indica si hay internet;internet;34901;N
68701;10296;cuenta con sillas, sala y comedor;amoblado;0;N
68702;10296;Se indica si tiene que pagar los servicios publicos;Servicios publicos;10348;Y
68703;10296;Si cuenta con televisor;TV;0;Y
68704;10296;Se indica si hay internet;internet;33577;N
68705;10297;cuenta con sillas, sala y comedor;amoblado;0;N
68706;10297;Se indica si tiene que pagar los servicios publicos;Servicios publicos;14769;Y
68707;10297;Si cuenta con televisor;TV;0;N
68708;10297;Se indica si hay internet;internet;43149;N
68709;10298;cuenta con sillas, sala y comedor;amoblado;0;Y
68710;10298;Se indica si tiene que pagar los servicios publicos;Servicios publicos;14231;N
68711;10298;Si cuenta con televisor;TV;0;Y
68712;10298;Se indica si hay internet;internet;32562;Y
68713;10299;cuenta con sillas, sala y comedor;amoblado;0;Y
68714;10299;Se indica si tiene que pagar los servicios publicos;Servicios publicos;12021;N
68715;10299;Si cuenta con televisor;TV;0;N
68716;10299;Se indica si hay internet;internet;37534;N
68717;10300;cuenta con sillas, sala y comedor;amoblado;0;N
68718;10300;Se indica si tiene que pagar los servicios publicos;Servicios publicos;19141;Y
68719;10300;Si cuenta con televisor;TV;0;Y
68720;10300;Se indica si hay internet;internet;44699;N
68721;10301;cuenta con sillas, sala y comedor;amoblado;0;N
68722;10301;Se indica si tiene que pagar los servicios publicos;Servicios publicos;14987;N
68723;10301;Si cuenta con televisor;TV;0;N
68724;10301;Se indica si hay internet;internet;34080;Y
68725;10302;cuenta con sillas, sala y comedor;amoblado;0;Y
68726;10302;Se indica si tiene que pagar los servicios publicos;Servicios publicos;13942;Y
68727;10302;Si cuenta con televisor;TV;0;Y
68728;10302;Se indica si hay internet;internet;33762;N
68729;10303;cuenta con sillas, sala y comedor;amoblado;0;Y
68730;10303;Se indica si tiene que pagar los servicios publicos;Servicios publicos;16952;N
68731;10303;Si cuenta con televisor;TV;0;N
68732;10303;Se indica si hay internet;internet;49891;Y
68733;10304;cuenta con sillas, sala y comedor;amoblado;0;Y
68734;10304;Se indica si tiene que pagar los servicios publicos;Servicios publicos;18506;N
68735;10304;Si cuenta con televisor;TV;0;Y
68736;10304;Se indica si hay internet;internet;39951;Y
68737;10305;cuenta con sillas, sala y comedor;amoblado;0;N
68738;10305;Se indica si tiene que pagar los servicios publicos;Servicios publicos;18788;Y
68739;10305;Si cuenta con televisor;TV;0;Y
68740;10305;Se indica si hay internet;internet;47872;N
68741;10306;cuenta con sillas, sala y comedor;amoblado;0;N
68742;10306;Se indica si tiene que pagar los servicios publicos;Servicios publicos;12802;N
68743;10306;Si cuenta con televisor;TV;0;N
68744;10306;Se indica si hay internet;internet;44521;Y
68745;10307;cuenta con sillas, sala y comedor;amoblado;0;Y
68746;10307;Se indica si tiene que pagar los servicios publicos;Servicios publicos;19001;Y
68747;10307;Si cuenta con televisor;TV;0;Y
68748;10307;Se indica si hay internet;internet;45885;N
68749;10308;cuenta con sillas, sala y comedor;amoblado;0;Y
68750;10308;Se indica si tiene que pagar los servicios publicos;Servicios publicos;17283;N
68751;10308;Si cuenta con televisor;TV;0;N
68752;10308;Se indica si hay internet;internet;36004;N
68753;10309;cuenta con sillas, sala y comedor;amoblado;0;N
68754;10309;Se indica si tiene que pagar los servicios publicos;Servicios publicos;13052;N
68755;10309;Si cuenta con televisor;TV;0;Y
68756;10309;Se indica si hay internet;internet;46879;Y
68757;10310;cuenta con sillas, sala y comedor;amoblado;0;Y
68758;10310;Se indica si tiene que pagar los servicios publicos;Servicios publicos;10472;N
68759;10310;Si cuenta con televisor;TV;0;Y
68760;10310;Se indica si hay internet;internet;32910;N
68761;10311;cuenta con sillas, sala y comedor;amoblado;0;N
68762;10311;Se indica si tiene que pagar los servicios publicos;Servicios publicos;12646;Y
68763;10311;Si cuenta con televisor;TV;0;Y
68764;10311;Se indica si hay internet;internet;40586;N
68765;10312;cuenta con sillas, sala y comedor;amoblado;0;Y
68766;10312;Se indica si tiene que pagar los servicios publicos;Servicios publicos;10816;N
68767;10312;Si cuenta con televisor;TV;0;N
68768;10312;Se indica si hay internet;internet;37319;N
68769;10313;cuenta con sillas, sala y comedor;amoblado;0;Y
68770;10313;Se indica si tiene que pagar los servicios publicos;Servicios publicos;19999;Y
68771;10313;Si cuenta con televisor;TV;0;Y
68772;10313;Se indica si hay internet;internet;44747;Y
68773;10314;cuenta con sillas, sala y comedor;amoblado;0;Y
68774;10314;Se indica si tiene que pagar los servicios publicos;Servicios publicos;14002;N
68775;10314;Si cuenta con televisor;TV;0;Y
68776;10314;Se indica si hay internet;internet;41497;Y
68777;10315;cuenta con sillas, sala y comedor;amoblado;0;N
68778;10315;Se indica si tiene que pagar los servicios publicos;Servicios publicos;17562;Y
68779;10315;Si cuenta con televisor;TV;0;Y
68780;10315;Se indica si hay internet;internet;49363;Y
68781;10316;cuenta con sillas, sala y comedor;amoblado;0;N
68782;10316;Se indica si tiene que pagar los servicios publicos;Servicios publicos;16606;Y
68783;10316;Si cuenta con televisor;TV;0;Y
68784;10316;Se indica si hay internet;internet;39097;N
68785;10317;cuenta con sillas, sala y comedor;amoblado;0;N
68786;10317;Se indica si tiene que pagar los servicios publicos;Servicios publicos;17842;N
68787;10317;Si cuenta con televisor;TV;0;N
68788;10317;Se indica si hay internet;internet;38214;N
68789;10318;cuenta con sillas, sala y comedor;amoblado;0;N
68790;10318;Se indica si tiene que pagar los servicios publicos;Servicios publicos;11044;N
68791;10318;Si cuenta con televisor;TV;0;N
68792;10318;Se indica si hay internet;internet;30178;N
68793;10319;cuenta con sillas, sala y comedor;amoblado;0;Y
68794;10319;Se indica si tiene que pagar los servicios publicos;Servicios publicos;16837;N
68795;10319;Si cuenta con televisor;TV;0;Y
68796;10319;Se indica si hay internet;internet;43246;Y
68797;10320;cuenta con sillas, sala y comedor;amoblado;0;N
68798;10320;Se indica si tiene que pagar los servicios publicos;Servicios publicos;14115;Y
68799;10320;Si cuenta con televisor;TV;0;Y
68800;10320;Se indica si hay internet;internet;33373;Y
68801;10321;cuenta con sillas, sala y comedor;amoblado;0;N
68802;10321;Se indica si tiene que pagar los servicios publicos;Servicios publicos;15433;Y
68803;10321;Si cuenta con televisor;TV;0;N
68804;10321;Se indica si hay internet;internet;33094;N
68805;10322;cuenta con sillas, sala y comedor;amoblado;0;N
68806;10322;Se indica si tiene que pagar los servicios publicos;Servicios publicos;11139;N
68807;10322;Si cuenta con televisor;TV;0;Y
68808;10322;Se indica si hay internet;internet;47051;Y
68809;10323;cuenta con sillas, sala y comedor;amoblado;0;Y
68810;10323;Se indica si tiene que pagar los servicios publicos;Servicios publicos;10060;N
68811;10323;Si cuenta con televisor;TV;0;Y
68812;10323;Se indica si hay internet;internet;38242;N
68813;10324;cuenta con sillas, sala y comedor;amoblado;0;Y
68814;10324;Se indica si tiene que pagar los servicios publicos;Servicios publicos;18934;N
68815;10324;Si cuenta con televisor;TV;0;Y
68816;10324;Se indica si hay internet;internet;31633;Y
68817;10325;cuenta con sillas, sala y comedor;amoblado;0;Y
68818;10325;Se indica si tiene que pagar los servicios publicos;Servicios publicos;19935;N
68819;10325;Si cuenta con televisor;TV;0;Y
68820;10325;Se indica si hay internet;internet;46105;N
68821;10326;cuenta con sillas, sala y comedor;amoblado;0;N
68822;10326;Se indica si tiene que pagar los servicios publicos;Servicios publicos;12855;Y
68823;10326;Si cuenta con televisor;TV;0;N
68824;10326;Se indica si hay internet;internet;44919;Y
68825;10327;cuenta con sillas, sala y comedor;amoblado;0;N
68826;10327;Se indica si tiene que pagar los servicios publicos;Servicios publicos;19063;N
68827;10327;Si cuenta con televisor;TV;0;Y
68828;10327;Se indica si hay internet;internet;39867;Y
68829;10328;cuenta con sillas, sala y comedor;amoblado;0;N
68830;10328;Se indica si tiene que pagar los servicios publicos;Servicios publicos;10324;N
68831;10328;Si cuenta con televisor;TV;0;Y
68832;10328;Se indica si hay internet;internet;38312;Y
68833;10329;cuenta con sillas, sala y comedor;amoblado;0;N
68834;10329;Se indica si tiene que pagar los servicios publicos;Servicios publicos;15721;N
68835;10329;Si cuenta con televisor;TV;0;N
68836;10329;Se indica si hay internet;internet;34329;N
68837;10330;cuenta con sillas, sala y comedor;amoblado;0;N
68838;10330;Se indica si tiene que pagar los servicios publicos;Servicios publicos;15062;Y
68839;10330;Si cuenta con televisor;TV;0;N
68840;10330;Se indica si hay internet;internet;32924;Y
68841;10331;cuenta con sillas, sala y comedor;amoblado;0;N
68842;10331;Se indica si tiene que pagar los servicios publicos;Servicios publicos;12039;N
68843;10331;Si cuenta con televisor;TV;0;N
68844;10331;Se indica si hay internet;internet;39852;N
68845;10332;cuenta con sillas, sala y comedor;amoblado;0;N
68846;10332;Se indica si tiene que pagar los servicios publicos;Servicios publicos;18034;N
68847;10332;Si cuenta con televisor;TV;0;N
68848;10332;Se indica si hay internet;internet;38807;Y
68849;10333;cuenta con sillas, sala y comedor;amoblado;0;Y
68850;10333;Se indica si tiene que pagar los servicios publicos;Servicios publicos;17639;Y
68851;10333;Si cuenta con televisor;TV;0;N
68852;10333;Se indica si hay internet;internet;47319;N
68853;10334;cuenta con sillas, sala y comedor;amoblado;0;N
68854;10334;Se indica si tiene que pagar los servicios publicos;Servicios publicos;18176;Y
68855;10334;Si cuenta con televisor;TV;0;Y
68856;10334;Se indica si hay internet;internet;30146;N
68857;10335;cuenta con sillas, sala y comedor;amoblado;0;Y
68858;10335;Se indica si tiene que pagar los servicios publicos;Servicios publicos;11683;N
68859;10335;Si cuenta con televisor;TV;0;N
68860;10335;Se indica si hay internet;internet;43687;N
68861;10336;cuenta con sillas, sala y comedor;amoblado;0;N
68862;10336;Se indica si tiene que pagar los servicios publicos;Servicios publicos;19763;N
68863;10336;Si cuenta con televisor;TV;0;N
68864;10336;Se indica si hay internet;internet;46707;N
68865;10337;cuenta con sillas, sala y comedor;amoblado;0;Y
68866;10337;Se indica si tiene que pagar los servicios publicos;Servicios publicos;17759;N
68867;10337;Si cuenta con televisor;TV;0;Y
68868;10337;Se indica si hay internet;internet;44774;Y
68869;10338;cuenta con sillas, sala y comedor;amoblado;0;N
68870;10338;Se indica si tiene que pagar los servicios publicos;Servicios publicos;18131;Y
68871;10338;Si cuenta con televisor;TV;0;Y
68872;10338;Se indica si hay internet;internet;31985;Y
68873;10339;cuenta con sillas, sala y comedor;amoblado;0;N
68874;10339;Se indica si tiene que pagar los servicios publicos;Servicios publicos;15392;N
68875;10339;Si cuenta con televisor;TV;0;N
68876;10339;Se indica si hay internet;internet;35166;N
68877;10340;cuenta con sillas, sala y comedor;amoblado;0;Y
68878;10340;Se indica si tiene que pagar los servicios publicos;Servicios publicos;15876;N
68879;10340;Si cuenta con televisor;TV;0;N
68880;10340;Se indica si hay internet;internet;34413;N
68881;10341;cuenta con sillas, sala y comedor;amoblado;0;N
68882;10341;Se indica si tiene que pagar los servicios publicos;Servicios publicos;19964;Y
68883;10341;Si cuenta con televisor;TV;0;N
68884;10341;Se indica si hay internet;internet;40095;N
68885;10342;cuenta con sillas, sala y comedor;amoblado;0;Y
68886;10342;Se indica si tiene que pagar los servicios publicos;Servicios publicos;14572;Y
68887;10342;Si cuenta con televisor;TV;0;Y
68888;10342;Se indica si hay internet;internet;44987;Y
68889;10343;cuenta con sillas, sala y comedor;amoblado;0;N
68890;10343;Se indica si tiene que pagar los servicios publicos;Servicios publicos;10343;Y
68891;10343;Si cuenta con televisor;TV;0;Y
68892;10343;Se indica si hay internet;internet;38383;N
68893;10344;cuenta con sillas, sala y comedor;amoblado;0;Y
68894;10344;Se indica si tiene que pagar los servicios publicos;Servicios publicos;13390;N
68895;10344;Si cuenta con televisor;TV;0;N
68896;10344;Se indica si hay internet;internet;38883;Y
68897;10345;cuenta con sillas, sala y comedor;amoblado;0;Y
68898;10345;Se indica si tiene que pagar los servicios publicos;Servicios publicos;16090;Y
68899;10345;Si cuenta con televisor;TV;0;N
68900;10345;Se indica si hay internet;internet;31175;Y
68901;10346;cuenta con sillas, sala y comedor;amoblado;0;Y
68902;10346;Se indica si tiene que pagar los servicios publicos;Servicios publicos;11015;Y
68903;10346;Si cuenta con televisor;TV;0;Y
68904;10346;Se indica si hay internet;internet;39109;Y
68905;10347;cuenta con sillas, sala y comedor;amoblado;0;N
68906;10347;Se indica si tiene que pagar los servicios publicos;Servicios publicos;10403;Y
68907;10347;Si cuenta con televisor;TV;0;N
68908;10347;Se indica si hay internet;internet;40320;Y
68909;10348;cuenta con sillas, sala y comedor;amoblado;0;Y
68910;10348;Se indica si tiene que pagar los servicios publicos;Servicios publicos;18988;N
68911;10348;Si cuenta con televisor;TV;0;N
68912;10348;Se indica si hay internet;internet;36919;N
68913;10349;cuenta con sillas, sala y comedor;amoblado;0;Y
68914;10349;Se indica si tiene que pagar los servicios publicos;Servicios publicos;18371;Y
68915;10349;Si cuenta con televisor;TV;0;N
68916;10349;Se indica si hay internet;internet;40226;Y
68917;10350;cuenta con sillas, sala y comedor;amoblado;0;N
68918;10350;Se indica si tiene que pagar los servicios publicos;Servicios publicos;19356;Y
68919;10350;Si cuenta con televisor;TV;0;Y
68920;10350;Se indica si hay internet;internet;49534;N
68921;10351;cuenta con sillas, sala y comedor;amoblado;0;Y
68922;10351;Se indica si tiene que pagar los servicios publicos;Servicios publicos;18663;Y
68923;10351;Si cuenta con televisor;TV;0;N
68924;10351;Se indica si hay internet;internet;31675;N
68925;10352;cuenta con sillas, sala y comedor;amoblado;0;N
68926;10352;Se indica si tiene que pagar los servicios publicos;Servicios publicos;17674;N
68927;10352;Si cuenta con televisor;TV;0;Y
68928;10352;Se indica si hay internet;internet;46032;N
68929;10353;cuenta con sillas, sala y comedor;amoblado;0;Y
68930;10353;Se indica si tiene que pagar los servicios publicos;Servicios publicos;15239;N
68931;10353;Si cuenta con televisor;TV;0;N
68932;10353;Se indica si hay internet;internet;48606;Y
68933;10354;cuenta con sillas, sala y comedor;amoblado;0;Y
68934;10354;Se indica si tiene que pagar los servicios publicos;Servicios publicos;14363;N
68935;10354;Si cuenta con televisor;TV;0;N
68936;10354;Se indica si hay internet;internet;38854;N
68937;10355;cuenta con sillas, sala y comedor;amoblado;0;Y
68938;10355;Se indica si tiene que pagar los servicios publicos;Servicios publicos;14208;N
68939;10355;Si cuenta con televisor;TV;0;Y
68940;10355;Se indica si hay internet;internet;38254;Y
68941;10356;cuenta con sillas, sala y comedor;amoblado;0;N
68942;10356;Se indica si tiene que pagar los servicios publicos;Servicios publicos;15386;Y
68943;10356;Si cuenta con televisor;TV;0;N
68944;10356;Se indica si hay internet;internet;34057;Y
68945;10357;cuenta con sillas, sala y comedor;amoblado;0;N
68946;10357;Se indica si tiene que pagar los servicios publicos;Servicios publicos;12513;Y
68947;10357;Si cuenta con televisor;TV;0;N
68948;10357;Se indica si hay internet;internet;47521;N
68949;10358;cuenta con sillas, sala y comedor;amoblado;0;Y
68950;10358;Se indica si tiene que pagar los servicios publicos;Servicios publicos;12007;Y
68951;10358;Si cuenta con televisor;TV;0;Y
68952;10358;Se indica si hay internet;internet;38284;Y
68953;10359;cuenta con sillas, sala y comedor;amoblado;0;N
68954;10359;Se indica si tiene que pagar los servicios publicos;Servicios publicos;12378;N
68955;10359;Si cuenta con televisor;TV;0;N
68956;10359;Se indica si hay internet;internet;47825;Y
68957;10360;cuenta con sillas, sala y comedor;amoblado;0;Y
68958;10360;Se indica si tiene que pagar los servicios publicos;Servicios publicos;16247;N
68959;10360;Si cuenta con televisor;TV;0;Y
68960;10360;Se indica si hay internet;internet;41989;Y
68961;10361;cuenta con sillas, sala y comedor;amoblado;0;N
68962;10361;Se indica si tiene que pagar los servicios publicos;Servicios publicos;14021;Y
68963;10361;Si cuenta con televisor;TV;0;Y
68964;10361;Se indica si hay internet;internet;35786;N
68965;10362;cuenta con sillas, sala y comedor;amoblado;0;N
68966;10362;Se indica si tiene que pagar los servicios publicos;Servicios publicos;11303;Y
68967;10362;Si cuenta con televisor;TV;0;Y
68968;10362;Se indica si hay internet;internet;43669;Y
68969;10363;cuenta con sillas, sala y comedor;amoblado;0;Y
68970;10363;Se indica si tiene que pagar los servicios publicos;Servicios publicos;18702;N
68971;10363;Si cuenta con televisor;TV;0;Y
68972;10363;Se indica si hay internet;internet;48595;Y
68973;10364;cuenta con sillas, sala y comedor;amoblado;0;Y
68974;10364;Se indica si tiene que pagar los servicios publicos;Servicios publicos;15358;N
68975;10364;Si cuenta con televisor;TV;0;Y
68976;10364;Se indica si hay internet;internet;37528;N
68977;10365;cuenta con sillas, sala y comedor;amoblado;0;N
68978;10365;Se indica si tiene que pagar los servicios publicos;Servicios publicos;16796;N
68979;10365;Si cuenta con televisor;TV;0;Y
68980;10365;Se indica si hay internet;internet;38551;N
68981;10366;cuenta con sillas, sala y comedor;amoblado;0;Y
68982;10366;Se indica si tiene que pagar los servicios publicos;Servicios publicos;13690;Y
68983;10366;Si cuenta con televisor;TV;0;N
68984;10366;Se indica si hay internet;internet;47333;Y
68985;10367;cuenta con sillas, sala y comedor;amoblado;0;N
68986;10367;Se indica si tiene que pagar los servicios publicos;Servicios publicos;13297;Y
68987;10367;Si cuenta con televisor;TV;0;N
68988;10367;Se indica si hay internet;internet;34017;N
68989;10368;cuenta con sillas, sala y comedor;amoblado;0;N
68990;10368;Se indica si tiene que pagar los servicios publicos;Servicios publicos;12305;N
68991;10368;Si cuenta con televisor;TV;0;Y
68992;10368;Se indica si hay internet;internet;38170;N
68993;10369;cuenta con sillas, sala y comedor;amoblado;0;N
68994;10369;Se indica si tiene que pagar los servicios publicos;Servicios publicos;18002;Y
68995;10369;Si cuenta con televisor;TV;0;Y
68996;10369;Se indica si hay internet;internet;42128;N
68997;10370;cuenta con sillas, sala y comedor;amoblado;0;Y
68998;10370;Se indica si tiene que pagar los servicios publicos;Servicios publicos;10261;Y
68999;10370;Si cuenta con televisor;TV;0;Y
69000;10370;Se indica si hay internet;internet;45603;N
69001;10371;cuenta con sillas, sala y comedor;amoblado;0;Y
69002;10371;Se indica si tiene que pagar los servicios publicos;Servicios publicos;12671;Y
69003;10371;Si cuenta con televisor;TV;0;N
69004;10371;Se indica si hay internet;internet;34693;N
69005;10372;cuenta con sillas, sala y comedor;amoblado;0;N
69006;10372;Se indica si tiene que pagar los servicios publicos;Servicios publicos;15939;N
69007;10372;Si cuenta con televisor;TV;0;N
69008;10372;Se indica si hay internet;internet;42024;Y
69009;10373;cuenta con sillas, sala y comedor;amoblado;0;Y
69010;10373;Se indica si tiene que pagar los servicios publicos;Servicios publicos;15653;Y
69011;10373;Si cuenta con televisor;TV;0;N
69012;10373;Se indica si hay internet;internet;37591;Y
69013;10374;cuenta con sillas, sala y comedor;amoblado;0;N
69014;10374;Se indica si tiene que pagar los servicios publicos;Servicios publicos;19888;N
69015;10374;Si cuenta con televisor;TV;0;Y
69016;10374;Se indica si hay internet;internet;36619;N
69017;10375;cuenta con sillas, sala y comedor;amoblado;0;Y
69018;10375;Se indica si tiene que pagar los servicios publicos;Servicios publicos;17542;Y
69019;10375;Si cuenta con televisor;TV;0;Y
69020;10375;Se indica si hay internet;internet;35260;Y
69021;10376;cuenta con sillas, sala y comedor;amoblado;0;Y
69022;10376;Se indica si tiene que pagar los servicios publicos;Servicios publicos;10559;Y
69023;10376;Si cuenta con televisor;TV;0;N
