ID,IDOPERADOR,PRECIO,FECHAINICIODES,FECHAFNDES
8104,6175,113351,03/05/2020,20/06/2020
8105,6343,46710,,
8106,7370,167361,24/04/2020,14/05/2020
8107,5428,147074,,
8108,5497,100755,,
8109,6829,152276,,
8110,5436,102442,,
8111,7323,71796,,
8112,5476,153765,,
8113,6533,91969,,
8114,7284,181516,,
8115,6625,140238,08/04/2020,21/05/2020
8116,5142,70306,,
8117,5114,26232,,
8118,6598,118854,,
8119,7372,145630,,
8120,6032,148659,,
8121,6537,144085,,
8122,7195,135670,,
8123,5558,163756,,
8124,6616,170061,,
8125,6409,73370,21/04/2020,08/05/2020
8126,6110,60472,,
8127,6567,143298,,
8128,5995,136623,,
8129,6687,151456,,
8130,5492,106242,,
8131,6272,79307,,
8132,6346,194952,,
8133,5403,169100,,
8134,5734,162613,,
8135,6617,54928,,
8136,6095,26978,,
8137,7139,197195,,
8138,7038,145897,,
8139,7065,43581,,
8140,5082,24797,,
8141,7296,122794,,
8142,7343,22314,,
8143,6870,159746,,
8144,5736,199316,,
8145,7175,145021,,
8146,6007,61997,,
8147,5687,51993,,
8148,6266,162904,,
8149,7364,51147,,
8150,6960,80054,,
8151,6819,162545,,
8152,7292,35489,23/04/2020,29/06/2020
8153,7419,117417,,
8154,7469,127845,,
8155,6377,136970,29/04/2020,24/05/2020
8156,6879,128253,,
8157,5592,185630,,
8158,5354,46217,,
8159,5939,115324,,
8160,6541,128929,,
8161,5331,83641,,
8162,7159,64605,,
8163,5637,149843,,
8164,6142,93005,,
8165,5675,130253,,
8166,6632,78341,,
8167,5593,154331,,
8168,5506,41924,,
8169,6615,176662,,
8170,6007,149155,,
8171,5128,151704,,
8172,7347,47454,,
8173,5319,194354,,
8174,6695,182846,,
8175,7462,42230,,
8176,7238,89159,,
8177,5050,127689,08/04/2020,22/06/2020
8178,5363,51819,16/04/2020,27/06/2020
8179,5850,72136,,
8180,5877,189464,,
8181,6986,122853,,
8182,6204,129973,,
8183,7086,41959,24/04/2020,07/05/2020
8184,6777,174870,,
8185,7017,27337,,
8186,5322,53057,,
8187,6943,78930,,
8188,5119,113523,,
8189,6877,91971,,
8190,5517,38926,,
8191,6104,111672,,
8192,7203,182122,,
8193,5976,191010,,
8194,5880,116663,,
8195,5698,35565,,
8196,6375,182868,,
8197,5934,179474,,
8198,5137,195416,,
8199,5752,47263,,
8200,5998,46697,,
8201,5584,151225,,
8202,7181,25933,,
8203,6613,63733,,
8204,6804,129838,,
8205,6012,179505,,
8206,6119,149773,,
8207,7139,168135,,
8208,7109,121319,,
8209,6883,159783,,
8210,7191,117858,,
8211,5744,192755,,
8212,5891,67112,,
8213,5757,195389,,
8214,5155,140485,,
8215,5385,132435,26/04/2020,16/05/2020
8216,7324,46202,,
8217,6511,65384,,
8218,7185,155341,,
8219,7301,30259,,
8220,7282,164142,,
8221,5888,179807,,
8222,6664,123575,,
8223,5387,157446,,
8224,5865,120504,,
8225,5064,194295,,
8226,5790,37694,,
8227,7087,60995,,
8228,5406,24512,,
8229,6004,156849,,
8230,6002,174754,,
8231,7429,44463,,
8232,6879,54531,,
8233,7373,23615,,
8234,7421,71790,,
8235,6363,90774,22/04/2020,30/06/2020
8236,5125,183248,,
8237,6302,168451,,
8238,5311,20583,,
8239,5257,145478,24/04/2020,30/06/2020
8240,7059,119699,,
8241,6022,48364,,
8242,5964,189737,,
8243,6180,62091,,
8244,7030,106855,,
8245,6290,119806,,
8246,5453,28366,,
8247,7207,115122,,
8248,6226,54620,,
8249,6944,151365,,
8250,6248,177757,,
8251,6393,176035,,
8252,5533,188288,,
8253,6880,118406,,
8254,5451,69982,,
8255,7206,81090,,
8256,5990,94406,,
8257,6913,190244,,
8258,6106,148562,,
8259,5793,137642,,
8260,7373,92461,,
8261,5597,160891,,
8262,7145,195076,,
8263,6246,60555,,
8264,6646,83509,,
8265,6237,143382,,
8266,6184,172649,,
8267,6738,106599,,
8268,6315,78663,,
8269,7101,125002,,
8270,5329,188684,,
8271,6976,27785,,
8272,6139,83453,,
8273,5832,117699,,
8274,5287,133866,,
8275,5501,120369,,
8276,6159,106751,,
8277,5414,154134,,
8278,6365,102951,,
8279,5457,175885,,
8280,7041,112248,,
8281,5545,79990,,
8282,6709,156396,,
8283,5994,120026,,
8284,6499,134349,,
8285,6783,182247,,
8286,5614,79368,,
8287,5268,119668,,
8288,5257,178363,,
8289,7394,28078,,
8290,6854,31263,,
8291,7186,174738,,
8292,5913,22147,,
8293,5311,54700,,
8294,5377,121089,,
8295,5560,121603,,
8296,6038,25513,,
8297,6515,100898,16/04/2020,31/05/2020
8298,6559,120744,,
8299,5384,103080,23/04/2020,02/06/2020
8300,6276,138592,,
8301,6902,30310,,
8302,6095,122473,,
8303,5341,54746,,
8304,5186,116320,,
8305,6152,118427,,
8306,5475,21859,,
8307,7215,165541,19/04/2020,12/05/2020
8308,6125,37798,,
8309,6930,50946,04/05/2020,28/06/2020
8310,7148,23597,,
8311,6125,81022,,
8312,7005,86196,,
8313,7201,112233,,
8314,6483,150492,,
8315,6977,139752,,
8316,6794,105428,,
8317,5420,142364,,
8318,6343,140655,,
8319,6713,91998,,
8320,6509,153907,,
8321,6027,125362,,
8322,6799,162164,,
8323,6581,114440,,
8324,6229,180691,,
8325,6431,55931,,
8326,5795,41623,,
8327,5060,98201,,
8328,6354,52316,,
8329,6128,88802,,
8330,6488,64599,,
8331,6408,24725,,
8332,5938,118789,,
8333,7090,66850,,
8334,7178,124852,,
8335,7277,105064,,
8336,7041,188873,,
8337,5320,115662,,
8338,5643,131506,,
8339,5913,182601,,
8340,5830,179454,,
8341,5196,49250,,
8342,5995,89383,,
8343,7344,168190,,
8344,5497,86022,,
8345,6905,88820,,
8346,6187,66159,,
8347,6964,118201,,
8348,6363,163356,,
8349,5494,53695,,
8350,6814,176830,,
8351,6598,151164,,
8352,6650,50893,,
8353,5690,99098,,
8354,7395,172179,,
8355,6584,40450,,
8356,5558,78465,,
8357,6294,29692,,
8358,6574,113585,,
8359,5834,167807,,
8360,6093,51058,,
8361,6122,82056,,
8362,6154,187433,,
8363,6658,83040,,
8364,5374,175716,,
8365,6766,152580,,
8366,6871,38282,,
8367,6063,95937,,
8368,7136,45494,,
8369,5861,154560,,
8370,6970,166988,,
8371,5489,154218,,
8372,6835,135499,,
8373,6653,132165,,
8374,5909,162100,,
8375,6258,123259,,
8376,6908,166157,,
8377,7474,166884,17/04/2020,28/05/2020
8378,5345,125574,,
8379,5800,141790,,
8380,5225,34717,,
8381,5926,105271,,
8382,5333,160414,28/04/2020,18/06/2020
8383,7421,82630,,
8384,5906,55266,,
8385,7235,137011,,
8386,6854,121000,,
8387,6631,114976,,
8388,5677,43606,,
8389,7128,78368,,
8390,5692,174667,,
8391,6684,196137,,
8392,6509,112110,,
8393,6211,135687,,
8394,6123,100156,,
8395,6887,186279,,
8396,6397,85682,23/04/2020,12/06/2020
8397,6161,162224,,
8398,6414,117402,,
8399,6548,164388,17/04/2020,11/06/2020
8400,6571,106995,,
8401,6326,94247,21/04/2020,16/05/2020
8402,6398,150561,,
8403,5382,108958,,
8404,6122,174247,,
8405,6312,133667,,
8406,6320,117726,,
8407,7112,79323,,
8408,5677,96669,,
8409,7371,118909,,
8410,6186,106597,,
8411,5359,31922,,
8412,5322,113918,,
8413,5502,128605,26/04/2020,07/06/2020
8414,6992,186422,,
8415,7024,56046,,
8416,6126,179719,,
8417,5040,27364,17/04/2020,13/06/2020
8418,5741,48223,23/04/2020,12/05/2020
8419,5451,171110,,
8420,6284,70772,,
8421,5109,76304,,
8422,6900,112434,,
8423,5713,182873,,
8424,6613,153424,,
8425,7045,95886,,
8426,6168,188396,,
8427,6965,158466,,
8428,6268,129155,,
8429,6287,60913,,
8430,5510,48508,,
8431,5516,39918,,
8432,6637,170820,,
8433,6121,30836,,
8434,6211,26675,,
8435,7105,90085,,
8436,6675,57166,,
8437,6845,79119,,
8438,6615,106139,,
8439,7360,32169,,
8440,6804,169250,,
8441,5480,173617,,
8442,5057,95474,,
8443,6693,25107,,
8444,5175,45153,,
8445,5573,129291,,
8446,6461,158130,,
8447,6110,129423,,
8448,5879,39777,,
8449,6582,67597,,
8450,5937,83703,,
8451,7332,46346,,
8452,7403,164524,,
8453,5695,128952,,
8454,6350,96186,,
8455,5546,118489,,
8456,7382,45370,,
8457,7016,56700,,
8458,6764,35030,,
8459,5738,110458,,
8460,5158,31442,,
8461,7129,143825,,
8462,6619,176118,,
8463,5346,191961,,
8464,5992,139215,,
8465,5983,62835,,
8466,6654,72077,,
8467,6260,188132,,
8468,5813,186872,,
8469,5946,109129,,
8470,6160,65626,,
8471,6272,159252,,
8472,5285,32412,,
8473,7312,110470,,
8474,5368,194723,,
8475,7082,168406,,
8476,7003,147149,,
8477,6296,38626,,
8478,5759,32041,,
8479,5792,62724,,
8480,6313,61935,01/05/2020,05/05/2020
8481,6279,142442,,
8482,6186,50835,,
8483,6332,161192,14/04/2020,17/05/2020
8484,7356,185031,,
8485,5470,182316,,
8486,7323,109543,,
8487,7438,21881,,
8488,6202,157662,,
8489,7071,79088,,
8490,6621,78990,,
8491,7097,69227,,
8492,5392,66061,,
8493,6530,94310,,
8494,5655,184498,,
8495,5057,158973,,
8496,5070,21992,,
8497,5394,79864,,
8498,6685,21558,,
8499,6319,178566,,
8500,5593,136756,,
8501,6587,191538,,
8502,6023,147962,,
8503,5496,131315,,
8504,7375,143895,,
8505,7394,149892,,
8506,6095,162611,,
8507,6067,60881,,
8508,7443,27690,,
8509,6654,196274,,
8510,5383,112819,,
8511,6056,72724,,
8512,7200,93341,,
8513,7434,125545,,
8514,5409,171709,,
8515,5514,70280,,
8516,6306,135114,,
8517,5491,138511,,
8518,7315,183962,,
8519,6808,55585,,
8520,5826,103143,,
8521,5447,23603,,
8522,5806,69198,,
8523,6170,25314,,
8524,5059,28081,,
8525,5778,152398,,
8526,5949,52042,,
8527,7403,106217,,
8528,7141,46227,,
8529,5750,154809,,
8530,6317,52186,,
8531,6580,81034,,
8532,5127,188662,,
8533,6910,82738,,
8534,5930,93419,,
8535,5896,181191,,
8536,6928,167751,,
8537,5855,128351,,
8538,7181,83355,,
8539,5844,77185,,
8540,5822,61124,,
8541,5940,142716,,
8542,6966,153115,,
8543,6824,76342,,
8544,5340,102211,,
8545,5322,22154,,
8546,6710,155431,,
8547,6340,103193,,
8548,5363,54404,,
8549,6434,65404,,
8550,7218,90707,,
8551,7282,176806,,
8552,5755,183969,18/04/2020,24/05/2020
8553,5429,65905,,
8554,5870,80227,,
8555,7310,192212,,
8556,6711,181655,,
8557,6723,191816,,
8558,6484,118394,,
8559,5949,25240,,
8560,7044,60911,,
8561,5105,158794,24/04/2020,25/06/2020
8562,6519,57438,,
8563,7291,80028,,
8564,5107,144730,,
8565,6814,127717,,
8566,6806,125879,,
8567,7410,83590,,
8568,7288,42779,,
8569,6973,165747,,
8570,6933,146509,,
8571,6990,152897,,
8572,6508,68851,,
8573,5517,133647,,
8574,7232,145112,,
8575,6533,159555,,
8576,5577,92744,,
8577,5632,91231,,
8578,7015,183589,,
8579,6866,136436,,
8580,7375,118044,,
8581,5923,27731,02/05/2020,16/05/2020
8582,7243,188470,,
8583,5640,80276,,
8584,5066,56474,,
8585,6215,141979,,
8586,7084,129464,,
8587,6639,139635,,
8588,6476,139887,,
8589,5082,44734,,
8590,5977,178586,,
8591,6204,40490,,
8592,6185,55989,,
8593,5698,161922,,
8594,6733,102056,,
8595,5740,158976,,
8596,6968,36469,,
8597,7481,163337,,
8598,5391,27011,,
8599,6682,95053,,
8600,5998,173154,04/05/2020,19/05/2020
8601,7442,163405,,
8602,6470,93890,,
8603,5794,66622,,
8604,5723,116746,,
8605,5674,81963,08/04/2020,20/06/2020
8606,7105,167261,,
8607,6395,124192,,
8608,6236,163971,,
8609,5821,85693,,
8610,7306,132925,,
8611,5133,20022,,
8612,6144,119963,,
8613,5645,86619,,
8614,5447,24398,,
8615,5623,190087,,
8616,6617,111522,,
8617,5750,50562,,
8618,5617,110856,,
8619,5390,121819,,
8620,5600,102664,,
8621,7065,132431,,
8622,6279,148586,,
8623,6477,161735,,
8624,7427,78740,,
8625,7210,32089,,
8626,6640,58384,,
8627,5664,30598,,
8628,7086,196613,,
8629,6166,109772,,
8630,7337,77541,07/04/2020,27/06/2020
8631,6236,180403,,
8632,7139,68675,,
8633,6080,198312,,
8634,7371,91631,25/04/2020,20/05/2020
8635,6869,154136,,
8636,7179,110025,,
8637,6793,145382,,
8638,7379,152335,,
8639,5099,118822,,
8640,6852,52843,,
8641,6235,188021,,
8642,6586,61432,,
8643,5723,39026,,
8644,6301,157158,,
8645,5355,115005,,
8646,5298,37738,,
8647,6703,88570,,
8648,5984,183009,05/04/2020,17/06/2020
8649,5731,135508,19/04/2020,21/06/2020
8650,6762,26631,,
8651,5922,124431,,
8652,7251,66999,,
8653,7014,22660,,
8654,6551,171422,,
8655,5864,178136,,
8656,5636,171330,,
8657,7480,164741,,
8658,6248,48380,,
8659,5706,48617,,
8660,7397,107469,,
8661,6693,21840,,
8662,7239,193375,,
8663,5418,37525,,
8664,5509,146487,,
8665,6513,78939,,
8666,6293,104083,,
8667,7180,114223,,
8668,5446,24760,,
8669,6146,175282,10/04/2020,25/05/2020
8670,5234,39402,,
8671,5790,75413,,
8672,7451,32550,,
8673,6109,136859,,
8674,5148,114732,,
8675,5473,84026,,
8676,7284,155817,,
8677,6748,55204,,
8678,6529,132311,,
8679,6914,47915,,
8680,5315,127682,,
8681,5210,182061,,
8682,5645,148471,,
8683,5419,114608,,
8684,5495,88659,,
8685,5342,145045,,
8686,7046,119109,,
8687,5290,163014,,
8688,5330,110106,,
8689,6117,116146,,
8690,5506,163555,,
8691,5228,189124,,
8692,5198,105714,,
8693,5992,31486,,
8694,7461,177340,,
8695,5088,116790,,
8696,6600,171610,,
8697,7046,149188,,
8698,5777,139303,,
8699,5098,32450,,
8700,5162,20667,,
8701,5279,89701,,
8702,5235,175529,,
8703,6714,157207,,
8704,6872,178125,,
8705,5779,57137,,
8706,6108,153537,,
8707,6812,178973,,
8708,5568,43484,,
8709,5998,73845,,
8710,6187,106054,,
8711,7428,171767,,
8712,5655,65302,,
8713,6340,21508,,
8714,7005,55107,,
8715,6598,148311,,
8716,6088,68393,,
8717,5549,138928,,
8718,7103,172787,,
8719,5562,175701,,
8720,6687,43923,,
8721,5398,68339,,
8722,7441,161731,,
8723,5945,96064,,
8724,5889,147528,,
8725,7459,88425,,
8726,6565,64752,,
8727,5309,156963,,
8728,7087,132457,,
8729,7144,46444,,
8730,5597,41674,,
8731,6314,113074,,
8732,5203,132503,,
8733,7089,127071,,
8734,7372,163780,,
8735,7469,165910,,
8736,7206,39466,,
8737,6850,109293,,
8738,7031,173508,,
8739,5875,79977,,
8740,6890,108586,,
8741,6501,135154,,
8742,6886,90063,,
8743,6886,85087,,
8744,6670,28848,,
8745,5288,74342,,
8746,5717,26679,,
8747,6675,81347,,
8748,6125,52743,,
8749,5508,74096,,
8750,6657,111639,,
8751,5378,111263,,
8752,5259,112101,,
8753,7008,50897,,
8754,7069,27914,,
8755,5100,169474,,
8756,5499,105468,,
8757,5266,46726,28/04/2020,18/06/2020
8758,7155,20589,,
8759,5089,149509,,
8760,6533,187034,,
8761,6450,149860,,
8762,6087,21797,,
8763,5892,70438,,
8764,6332,23412,,
8765,6791,180390,,
8766,6444,147920,,
8767,7446,178430,,
8768,5772,41793,,
8769,5800,138176,,
8770,5490,129879,,
8771,5906,73927,,
8772,6254,21688,,
8773,6091,142651,,
8774,5536,65844,,
8775,6568,26384,21/04/2020,25/06/2020
8776,6419,197736,,
8777,6689,28139,,
8778,6957,89067,,
8779,7080,98149,,
8780,5968,30944,,
8781,5082,50400,,
8782,6080,143408,,
8783,6644,22525,,
8784,7155,57626,,
8785,5866,159297,,
8786,5445,65861,,
8787,7167,178596,,
8788,5998,191814,,
8789,6625,141908,,
8790,6938,151957,,
8791,5831,114273,,
8792,5512,34804,,
8793,6854,159907,,
8794,5602,113442,,
8795,5434,93972,,
8796,7365,100052,,
8797,6755,40264,,
8798,5943,21197,10/04/2020,17/05/2020
8799,6808,101228,,
8800,6123,136596,,
8801,6823,88941,,
8802,5352,149178,,
8803,5326,55311,,
8804,6679,84880,,
8805,7361,32850,,
8806,5189,138957,,
8807,5529,198693,,
8808,5913,153259,,
8809,6316,60014,,
8810,5206,194604,,
8811,5604,193883,,
8812,6884,111210,,
8813,6647,77645,,
8814,6921,28499,,
8815,5587,102807,,
8816,6509,72258,,
8817,5139,39732,,
8818,6318,137454,,
8819,6181,66890,,
8820,6709,82124,,
8821,6097,34356,,
8822,6882,70771,,
8823,6421,133291,,
8824,6075,158523,,
8825,5775,29067,,
8826,6140,195130,,
8827,7361,150327,,
8828,6938,61966,,
8829,6043,133795,,
8830,7204,195147,,
8831,5797,21468,,
8832,6281,103228,,
8833,6032,80776,,
8834,5475,109387,,
8835,7149,33541,,
8836,5188,126972,,
8837,6301,192798,,
8838,5112,124750,,
8839,7179,142711,,
8840,5546,90908,,
8841,6780,88310,,
8842,6653,73739,,
8843,5870,136017,,
8844,5368,124980,,
8845,5645,158792,,
8846,5187,185372,,
8847,6463,186429,05/04/2020,09/06/2020
8848,7056,121462,,
8849,6906,133737,,
8850,7028,192266,,
8851,7125,49428,,
8852,6095,157731,,
8853,5193,125012,,
8854,5919,62791,,
8855,5443,166804,,
8856,6578,117741,27/04/2020,12/06/2020
8857,7337,179949,,
8858,6296,111880,,
8859,5810,100649,,
8860,6268,22036,,
8861,7170,87423,24/04/2020,19/05/2020
8862,5751,161860,,
8863,5250,119613,04/05/2020,01/07/2020
8864,5599,148272,,
8865,5354,111161,,
8866,7449,71766,,
8867,5152,58036,,
8868,7309,195972,,
8869,7192,30550,,
8870,6535,105194,,
8871,5397,119182,,
8872,7210,177440,,
8873,5477,70297,,
8874,6562,167720,,
8875,6839,39823,,
8876,6012,122652,,
8877,6852,70672,,
8878,6390,121334,,
8879,6924,49624,,
8880,5190,83746,,
8881,5043,51970,,
8882,5861,122719,,
8883,6775,196065,,
8884,5410,87414,,
8885,5762,152175,,
8886,7097,164335,,
8887,6913,189560,,
8888,5361,55968,,
8889,5735,135313,30/04/2020,09/05/2020
8890,5434,115587,,
8891,5399,190710,,
8892,7116,62439,,
8893,5711,125912,,
8894,6198,53696,,
8895,5308,96661,,
8896,7474,32717,,
8897,6352,126864,,
8898,6019,192834,,
8899,5364,74545,,
8900,5265,167865,,
8901,5948,145783,,
8902,5804,80653,,
8903,5954,60097,,
8904,6088,114674,,
8905,5099,66200,,
8906,7357,105729,,
8907,6305,111267,,
8908,6874,48250,,
8909,5884,65355,,
8910,6610,38490,,
8911,6740,28047,16/04/2020,25/05/2020
8912,7204,169947,,
8913,5157,191587,,
8914,5227,119428,,
8915,5784,52248,,
8916,6996,171243,,
8917,6195,195030,,
8918,5749,180421,,
8919,7015,34070,,
8920,6464,81551,,
8921,6969,74010,,
8922,6680,178880,,
8923,5957,21390,,
8924,5482,68376,,
8925,5837,145019,,
8926,6429,112954,,
8927,6271,21678,,
8928,6761,158547,,
8929,6742,183953,,
8930,6178,62997,,
8931,5594,35784,,
8932,6399,20220,,
8933,5143,129598,,
8934,5330,164962,,
8935,6213,101913,,
8936,5094,176049,,
8937,6866,157650,,
8938,6730,150540,,
8939,5220,182612,,
8940,6052,89743,,
8941,6335,27659,,
8942,7282,116733,,
8943,5201,70970,,
8944,6655,102353,,
8945,5889,53344,26/04/2020,09/06/2020
8946,6651,153037,,
8947,5931,139480,,
8948,6895,79641,,
8949,5039,22784,,
8950,7359,35793,,
8951,6973,78989,,
8952,5577,87166,,
8953,5367,43853,,
8954,5555,143638,,
8955,6538,76830,,
8956,6291,134730,,
8957,5742,134827,,
8958,6884,27456,,
8959,6728,47553,,
8960,6770,198309,,
