NUMRESERVA;IDALOJAMIENTO;IDMIEMBRO;TIPOID;DIARESERVA;TIEMPODIAS
20553;4913;100617;CE;5/03/18;4
20554;4914;94190;CC;6/02/18;9
20555;4915;99279;CC;3/03/18;3
20556;4916;96928;CE;10/02/18;2
20557;4917;100362;CE;6/03/18;1
20558;4918;101182;CE;5/03/18;4
20559;4919;98907;CC;6/02/18;1
20560;4920;94557;CC;4/03/18;6
20561;4921;99142;CC;19/02/18;6
20562;4922;96981;CC;27/03/18;1
20563;4923;101859;CC;5/03/18;6
20564;4924;102453;CC;4/02/18;1
20565;4925;99715;CE;4/03/18;4
20566;4926;96075;CE;5/03/18;7
20567;4927;94517;CC;28/03/18;6
20568;4928;102472;CC;20/03/18;5
20569;4929;99890;CC;31/03/18;6
20570;4930;97488;CC;7/03/18;5
20571;4931;102596;CC;5/03/18;2
20572;4932;102916;CE;6/02/18;5
20573;4933;99806;CE;26/03/18;7
20574;4934;98294;CE;26/02/18;8
20575;4935;102246;CC;28/03/18;1
20576;4936;96165;CC;12/02/18;10
20577;4937;94997;TI;25/03/18;2
20578;4938;102947;CE;4/02/18;4
20579;4939;94397;CC;17/02/18;3
20580;4940;98791;CC;11/03/18;1
20581;4941;98244;CC;18/03/18;10
20582;4942;96273;CE;10/03/18;6
20583;4943;103297;CE;27/03/18;1
20584;4944;98042;CC;10/02/18;7
20585;4945;94116;CC;6/02/18;4
20586;4946;103418;CC;10/02/18;8
20587;4947;96671;CE;6/02/18;6
20588;4948;96501;CE;29/03/18;7
20589;4949;98489;CE;6/03/18;6
20590;4950;102180;CC;17/03/18;7
20591;4951;99525;CE;22/03/18;5
20592;4952;101564;CE;6/03/18;9
20593;4953;99434;CE;22/02/18;1
20594;4954;94783;CC;10/03/18;6
20595;4955;94838;CC;4/03/18;10
20596;4956;98972;CE;19/02/18;8
20597;4957;94247;CC;14/03/18;10
20598;4958;102678;CE;21/02/18;2
20599;4959;99933;CC;14/02/18;4
20600;4960;94580;CE;28/02/18;4
20601;4961;94248;CE;14/02/18;8
20602;4962;93845;CE;5/02/18;2
20603;4963;94093;CE;24/03/18;3
20604;4964;100299;CC;11/02/18;5
20605;4965;97717;CE;10/03/18;8
20606;4966;102049;CC;26/02/18;7
20607;4967;101101;CE;8/03/18;5
20608;4968;93534;CE;24/02/18;10
20609;4969;94696;CE;20/03/18;5
20610;4970;96048;CC;10/03/18;2
20611;4971;94439;CE;7/02/18;6
20612;4972;101660;CE;16/02/18;5
20613;4973;101307;CE;2/02/18;8
20614;4974;98829;CE;27/03/18;1
20615;4975;103275;CE;25/03/18;3
20616;4976;102780;CC;19/03/18;8
20617;4977;100943;CE;16/03/18;3
20618;4978;96589;CC;25/03/18;1
20619;4979;94724;CC;6/02/18;4
20620;4980;95204;CE;3/03/18;3
20621;4981;93812;CC;1/02/18;9
20622;4982;96017;CE;18/03/18;8
20623;4983;101015;CE;22/02/18;3
20624;4984;97064;CC;9/03/18;9
20625;4985;102461;CC;3/02/18;10
20626;4986;94577;CC;10/02/18;10
20627;4987;97505;CE;4/03/18;10
20628;4988;99375;CC;31/03/18;5
20629;4989;96743;CC;18/02/18;1
20630;4990;98626;CC;13/03/18;1
20631;4991;100171;TI;22/02/18;4
20632;4992;99201;CE;12/02/18;4
20633;4993;99127;CC;8/02/18;1
20634;4994;97193;CE;22/02/18;2
20635;4995;101554;CC;27/02/18;2
20636;4996;94052;CC;26/03/18;9
20637;4997;96803;CE;1/03/18;2
20638;4998;99650;CE;19/03/18;9
20639;4999;96408;CC;21/03/18;9
20640;5000;101390;CE;16/03/18;6
20641;5001;96044;CE;10/02/18;8
20642;5002;97334;CE;24/03/18;1
20643;5003;99832;CC;24/02/18;7
20644;5004;101944;CE;13/02/18;10
20645;5005;101332;CC;5/03/18;6
20646;5006;96140;CC;27/02/18;1
20647;5007;95019;CC;14/02/18;9
20648;5008;93574;CC;6/03/18;3
20649;5009;102345;CC;20/02/18;6
20650;5010;97308;CE;16/03/18;8
20651;5011;95347;CE;10/02/18;10
20652;5012;94224;CE;27/02/18;2
20653;5013;98582;CE;17/02/18;1
20654;5014;97420;CE;6/02/18;8
20655;5015;94530;CC;14/03/18;2
20656;5016;99479;CE;16/02/18;5
20657;5017;95090;CE;13/03/18;9
20658;5018;102870;CC;2/03/18;9
20659;5019;97450;CC;6/02/18;9
20660;5020;101315;CC;10/03/18;6
20661;5021;97780;CC;6/02/18;6
20662;5022;93882;CC;21/03/18;7
20663;5023;95326;CE;9/02/18;8
20664;5024;102473;CC;5/03/18;2
20665;5025;96137;CC;16/02/18;8
20666;5026;97408;CC;12/03/18;9
20667;5027;102440;CE;10/02/18;8
20668;5028;99106;CE;2/03/18;6
20669;5029;101943;CE;1/02/18;8
20670;5030;97647;CC;29/03/18;3
20671;5031;97943;CC;18/02/18;1
20672;5032;100719;CE;24/02/18;5
20673;5033;97689;CE;28/03/18;6
20674;5034;98547;CE;10/03/18;2
20675;5035;95199;CC;6/03/18;10
20676;5036;103183;CE;12/03/18;2
20677;5037;96789;CE;8/03/18;3
20678;5038;98584;CE;16/03/18;4
20679;5039;99646;CC;23/02/18;1
20680;5040;95156;CC;28/02/18;1
20681;5041;94520;CE;1/02/18;4
20682;5042;97989;CE;17/03/18;10
20683;5043;97359;CE;2/03/18;3
20684;5044;99857;CE;25/02/18;10
20685;5045;103035;CE;12/03/18;5
20686;5046;95022;CC;25/03/18;10
20687;5047;99021;CE;15/03/18;7
20688;5048;98000;CE;2/02/18;5
20689;5049;101256;CE;18/02/18;9
20690;5050;103416;CC;28/02/18;9
20691;5051;102731;CE;3/02/18;10
20692;5052;99056;CE;25/03/18;3
20693;5053;99108;CE;13/02/18;9
20694;5054;98211;CC;8/03/18;5
20695;5055;93929;CE;15/02/18;4
20696;5056;102753;CC;3/03/18;10
20697;5057;95013;CE;10/02/18;4
20698;5058;103175;CE;12/02/18;1
20699;5059;100155;CE;1/02/18;2
20700;5060;101547;CC;23/02/18;1
20701;5061;98329;CE;23/03/18;3
20702;5062;93661;CC;21/03/18;2
20703;5063;100245;CE;23/02/18;3
20704;5064;100397;CC;1/03/18;5
20705;5065;98447;CC;5/02/18;1
20706;5066;95564;CC;14/02/18;2
20707;5067;93569;CE;28/02/18;10
20708;5068;94626;CE;23/02/18;9
20709;5069;98400;CC;6/02/18;5
20710;5070;98916;CC;11/02/18;4
20711;5071;101082;CE;12/03/18;4
20712;5072;96909;CE;11/02/18;4
20713;5073;93815;CC;30/03/18;6
20714;5074;98595;CC;3/03/18;3
20715;5075;102858;CE;13/02/18;6
20716;5076;102594;CE;12/03/18;7
20717;5077;101216;CE;13/03/18;8
20718;5078;95823;CE;10/03/18;10
20719;5079;95193;CE;5/03/18;8
20720;5080;98630;CE;2/02/18;2
20721;5081;97287;CC;1/02/18;10
20722;5082;99468;CC;27/03/18;9
20723;5083;101861;CE;10/02/18;4
20724;5084;94054;CC;6/02/18;8
20725;5085;100706;CE;4/03/18;5
20726;5086;94380;CE;3/03/18;2
20727;5087;100580;CE;2/03/18;10
20728;5088;97237;CE;23/03/18;10
20729;5089;97659;CE;29/03/18;2
20730;5090;99241;CE;6/02/18;5
20731;5091;102698;CE;3/03/18;2
20732;5092;102253;CE;31/03/18;5
20733;5093;94636;CC;6/02/18;10
20734;5094;102315;CE;26/02/18;5
20735;5095;93982;CC;2/02/18;6
20736;5096;94677;CE;11/02/18;10
20737;5097;102318;CE;18/03/18;3
20738;5098;102274;CE;23/02/18;2
20739;5099;99043;CE;22/03/18;6
20740;5100;96367;CE;13/02/18;9
20741;5101;97299;CE;7/02/18;6
20742;5102;100481;CE;27/03/18;9
20743;5103;102451;CC;10/03/18;1
20744;5104;103346;CE;1/03/18;4
20745;5105;103217;CE;9/02/18;10
20746;5106;97081;CC;22/03/18;8
20747;5107;102542;CC;19/02/18;4
20748;5108;101334;TI;12/03/18;5
20749;5109;99151;CE;29/03/18;5
20750;5110;96124;CE;7/03/18;6
20751;5111;98191;CC;13/03/18;4
20752;5112;99125;CE;23/02/18;3
20753;5113;96442;CE;23/03/18;9
20754;5114;95475;CC;23/03/18;6
20755;5115;97952;CC;1/03/18;3
20756;5116;94298;CC;21/03/18;3
20757;5117;96385;CC;8/03/18;2
20758;5118;101540;CC;10/03/18;3
20759;5119;95595;CE;26/03/18;3
20760;5120;93591;CC;10/02/18;4
20761;5121;94407;CE;21/02/18;6
20762;5122;101982;CC;2/03/18;6
20763;5123;93758;CC;18/03/18;5
20764;5124;101153;CE;9/02/18;2
20765;5125;94373;CE;17/02/18;4
20766;5126;95448;CC;24/02/18;4
20767;5127;99319;CC;28/03/18;4
20768;5128;93919;CC;7/02/18;1
20769;5129;103314;CC;16/03/18;2
20770;5130;98396;CC;2/02/18;2
20771;5131;96921;CE;24/03/18;9
20772;5132;99721;CE;3/02/18;9
20773;5133;101068;CC;17/02/18;1
20774;5134;103073;CC;11/03/18;2
20775;5135;99334;CC;21/03/18;10
20776;5136;93458;CE;28/02/18;9
20777;5137;100795;CE;20/03/18;2
20778;5138;98320;CC;27/02/18;2
20779;5139;100674;CC;27/02/18;1
20780;5140;96092;CC;29/03/18;8
20781;5141;100207;CC;6/02/18;10
20782;5142;97810;CC;7/02/18;8
20783;5143;94885;CC;7/02/18;2
20784;5144;93780;CC;1/03/18;5
20785;5145;101423;CC;11/03/18;10
20786;5146;97471;CE;25/02/18;3
20787;5147;101486;CC;24/02/18;2
20788;5148;96689;TI;18/03/18;6
20789;5149;95080;CE;6/03/18;6
20790;5150;96943;CC;21/02/18;4
20791;5151;94117;CE;9/03/18;3
20792;5152;101586;CC;29/03/18;10
20793;5153;96563;CE;12/03/18;1
20794;5154;102851;CC;22/03/18;9
20795;5155;102597;CC;19/03/18;9
20796;5156;97595;CC;10/02/18;8
20797;5157;93517;CC;23/02/18;9
20798;5158;101760;CE;15/02/18;4
20799;5159;99967;CE;16/03/18;3
20800;5160;96051;CC;19/02/18;9
20801;5161;93625;CE;8/02/18;5
20802;5162;98741;CE;30/03/18;6
20803;5163;101300;CC;5/03/18;7
20804;5164;95058;CC;22/03/18;9
20805;5165;99204;CC;4/02/18;5
20806;5166;100582;CE;18/02/18;1
20807;5167;99944;CE;14/03/18;8
20808;5168;97076;TI;16/03/18;9
20809;5169;93595;CC;16/02/18;6
20810;5170;94760;CC;19/02/18;5
20811;5171;94481;CE;15/03/18;4
20812;5172;94650;CE;19/03/18;7
20813;5173;95323;CE;5/03/18;5
20814;5174;96824;CE;2/03/18;5
20815;5175;100957;CE;3/03/18;3
20816;5176;95573;CE;29/03/18;7
20817;5177;96028;CC;5/03/18;6
20818;5178;94729;CC;21/02/18;1
20819;5179;102337;CE;25/02/18;5
20820;5180;103431;CC;16/03/18;1
20821;5181;94242;CC;3/03/18;1
20822;5182;100970;CC;2/03/18;2
20823;5183;94775;CE;3/02/18;5
20824;5184;96186;TI;17/02/18;4
20825;5185;95046;CE;1/03/18;7
20826;5186;95881;CE;21/03/18;8
20827;5187;95435;CE;22/02/18;4
20828;5188;99411;CE;13/02/18;2
20829;5189;102172;CE;23/03/18;4
20830;5190;96542;CC;9/03/18;2
20831;5191;98560;CE;19/03/18;1
20832;5192;100438;CC;1/02/18;8
20833;5193;102723;CE;29/03/18;3
20834;5194;97395;CC;1/03/18;5
20835;5195;102692;CE;7/02/18;1
20836;5196;96899;CC;1/03/18;5
20837;5197;95249;CC;7/03/18;4
20838;5198;97341;CC;1/02/18;4
20839;5199;100469;CC;7/02/18;5
20840;5200;93753;CE;23/02/18;2
20841;5201;101032;CC;15/02/18;5
20842;5202;101520;CC;15/02/18;10
20843;5203;102418;CE;11/03/18;2
20844;5204;102278;CE;10/02/18;9
20845;5205;96648;CE;23/02/18;2
20846;5206;93777;CC;4/03/18;1
20847;5207;100749;CC;28/02/18;7
20848;5208;102181;CC;28/02/18;10
20849;5209;96725;CC;28/02/18;1
20850;5210;101849;CE;10/02/18;7
20851;5211;102951;CC;7/03/18;3
20852;5212;103246;CC;8/03/18;5
20853;5213;95851;CE;3/02/18;8
20854;5214;101867;CC;16/03/18;2
20855;5215;94013;CE;13/02/18;3
20856;5216;97432;CE;21/03/18;9
20857;5217;94319;CE;31/03/18;5
20858;5218;98228;CE;6/03/18;4
20859;5219;101488;CE;5/02/18;6
20860;5220;98797;CE;27/03/18;1
20861;5221;94049;CC;26/03/18;7
20862;5222;97146;CE;24/02/18;7
20863;5223;96557;CE;11/02/18;3
20864;5224;102600;CC;11/02/18;9
20865;5225;99499;CC;3/02/18;5
20866;5226;94144;CC;22/03/18;4
20867;5227;98112;CC;24/02/18;7
20868;5228;102631;CC;18/02/18;5
20869;5229;99870;CE;7/02/18;8
20870;5230;96246;TI;13/03/18;8
20871;5231;97508;CC;26/02/18;9
20872;5232;96294;CE;18/03/18;2
20873;5233;94256;CC;28/02/18;3
20874;5234;101747;CC;21/02/18;5
20875;5235;103233;CE;6/03/18;1
20876;5236;99700;CC;17/03/18;5
20877;5237;94690;CC;20/03/18;3
20878;5238;95255;CC;2/02/18;4
20879;5239;97304;CC;7/02/18;6
20880;5240;97307;CE;26/03/18;5
20881;5241;98938;CC;11/02/18;7
20882;5242;96107;CE;15/02/18;7
20883;5243;94056;CC;12/02/18;5
20884;5244;95133;CE;23/02/18;3
20885;5245;103071;CE;9/03/18;5
20886;5246;96606;CC;3/03/18;9
20887;5247;101755;CE;18/03/18;4
20888;5248;97603;CC;7/02/18;9
20889;5249;101220;CE;2/03/18;5
20890;5250;99649;CE;14/03/18;9
20891;5251;103113;CE;2/03/18;1
20892;5252;96020;CC;12/03/18;8
20893;5253;102156;CC;9/03/18;8
20894;5254;93492;CC;8/03/18;1
20895;5255;98671;CC;2/03/18;6
20896;5256;100909;CE;6/03/18;8
20897;5257;96738;CC;6/02/18;9
20898;5258;94519;CE;6/03/18;10
20899;5259;94712;CC;18/03/18;7
20900;5260;100148;CC;6/02/18;9
20901;4761;95175;CE;6/03/19;3
20902;4762;102392;CE;18/03/19;7
20903;4763;99826;CC;3/03/19;7
20904;4764;101035;CC;19/02/19;7
20905;4765;98900;CE;14/02/19;2
20906;4766;96236;CC;8/03/19;2
20907;4767;103047;CE;25/02/19;10
20908;4768;96482;CE;6/02/19;2
20909;4769;102630;CE;25/03/19;3
20910;4770;96313;CE;28/02/19;1
20911;4771;96047;CC;31/03/19;9
20912;4772;99054;CE;7/03/19;2
20913;4773;99819;CC;19/02/19;9
20914;4774;99168;CE;31/03/19;3
20915;4775;102721;CC;8/02/19;8
20916;4776;101413;CC;11/02/19;9
20917;4777;102037;CE;30/03/19;1
20918;4778;99046;CC;4/02/19;10
20919;4779;98530;CE;25/03/19;7
20920;4780;96693;CE;14/02/19;8
20921;4781;95923;CE;13/02/19;6
20922;4782;102030;CE;8/02/19;8
20923;4783;95256;CC;4/03/19;4
20924;4784;94344;CC;12/02/19;5
20925;4785;96219;CE;12/02/19;7
20926;4786;94275;TI;10/03/19;10
20927;4787;100584;CE;27/03/19;4
20928;4788;95274;CC;1/03/19;6
20929;4789;93991;CE;7/03/19;8
20930;4790;103224;CC;19/03/19;10
20931;4791;99324;CC;27/02/19;3
20932;4792;103243;CE;15/02/19;2
20933;4793;95185;CE;6/03/19;9
20934;4794;94126;CE;10/02/19;9
20935;4795;97751;CC;26/03/19;6
20936;4796;94776;CE;14/02/19;4
20937;4797;94970;CE;30/03/19;9
20938;4798;102658;CE;15/02/19;6
20939;4799;96700;CE;10/03/19;9
20940;4800;97817;CC;13/02/19;6
20941;4801;99382;CE;17/03/19;4
20942;4802;99170;CC;29/03/19;3
20943;4803;94998;CE;23/02/19;8
20944;4804;102885;CC;18/03/19;4
20945;4805;95672;CC;9/02/19;7
20946;4806;103094;CE;24/03/19;6
20947;4807;100136;TI;12/02/19;9
20948;4808;94055;CE;17/03/19;7
20949;4809;96683;CC;22/03/19;9
20950;4810;98405;CC;15/02/19;6
20951;4811;95371;CE;13/02/19;7
20952;4812;98482;CC;16/02/19;9
20953;4813;96227;CC;17/03/19;2
20954;4814;99602;CE;10/03/19;5
20955;4815;102366;CE;6/02/19;4
20956;4816;93830;CC;9/03/19;2
20957;4817;99895;CC;31/03/19;2
20958;4818;102483;CE;10/02/19;1
20959;4819;102938;CE;2/02/19;9
20960;4820;100436;CE;10/02/19;10
20961;4821;99820;CC;16/02/19;4
20962;4822;97951;CC;17/02/19;6
20963;4823;99389;CE;16/03/19;1
20964;4824;93725;CC;16/03/19;2
20965;4825;99795;CE;25/03/19;5
20966;4826;102394;CE;27/02/19;8
20967;4827;94410;CE;17/03/19;4
20968;4828;95984;CE;14/03/19;10
20969;4829;96917;CC;5/03/19;5
20970;4830;98779;CC;13/03/19;10
20971;4831;97701;CC;13/02/19;3
20972;4832;101532;CE;8/03/19;4
20973;4833;93756;CC;8/02/19;4
20974;4834;102983;CE;6/03/19;4
20975;4835;100831;CC;19/03/19;9
20976;4836;101013;CC;24/03/19;10
20977;4837;97333;CC;2/02/19;6
20978;4838;94348;CC;2/02/19;8
20979;4839;94026;CC;17/03/19;3
20980;4840;96555;CE;28/03/19;6
20981;4841;103017;CC;27/03/19;6
20982;4842;97974;CE;18/03/19;6
20983;4843;100775;CE;28/02/19;3
20984;4844;97170;CE;3/03/19;10
20985;4845;99171;CE;15/02/19;2
20986;4846;94208;CC;18/03/19;4
20987;4847;94699;CC;23/03/19;6
20988;4848;94366;CC;4/02/19;4
20989;4849;101581;CE;3/03/19;4
20990;4850;102043;CC;2/02/19;8
20991;4851;96430;TI;2/02/19;6
20992;4852;102013;CE;14/02/19;10
20993;4853;102945;CC;20/02/19;10
20994;4854;101359;CE;23/03/19;1
20995;4855;99776;CE;8/02/19;2
20996;4856;101100;CE;14/03/19;9
20997;4857;94203;CE;12/02/19;4
20998;4858;94687;CC;21/03/19;6
20999;4859;98443;CE;28/02/19;3
21000;4860;95413;CC;31/03/19;10
21001;4861;101947;CE;15/03/19;6
21002;4862;99891;CE;18/03/19;4
21003;4863;98566;CC;26/02/19;8
21004;4864;101526;CC;23/03/19;2
21005;4865;101791;CE;1/02/19;9
21006;4866;100212;CE;19/03/19;2
21007;4867;94148;CE;1/03/19;2
21008;4868;98249;CC;24/02/19;7
21009;4869;100717;CE;22/03/19;9
21010;4870;102633;CE;12/02/19;7
21011;4871;94737;CE;12/03/19;3
21012;4872;96202;CE;6/03/19;6
21013;4873;101084;CC;20/02/19;6
21014;4874;94091;CC;9/03/19;4
21015;4875;98692;CC;5/02/19;10
21016;4876;98106;CC;9/03/19;7
21017;4877;94341;CE;22/03/19;1
21018;4878;100896;CE;22/03/19;7
21019;4879;100086;CE;5/03/19;7
21020;4880;100502;CC;6/03/19;4
21021;4881;96983;CC;19/03/19;8
21022;4882;94254;CE;16/03/19;10
21023;4883;101624;CE;6/03/19;3
21024;4884;96547;CE;15/03/19;6
21025;4885;93894;CE;19/03/19;8
21026;4886;103182;CE;15/02/19;2
21027;4887;100836;CC;23/02/19;8
21028;4888;94575;CE;11/02/19;1
21029;4889;103430;CC;6/02/19;1
21030;4890;98064;CE;19/02/19;7
21031;4891;94789;CC;3/02/19;10
21032;4892;102119;CC;4/02/19;8
21033;4893;93765;CE;10/02/19;4
21034;4894;101967;CC;21/03/19;3
21035;4895;100907;CE;30/03/19;5
21036;4896;95584;CC;22/03/19;9
21037;4897;103311;CC;25/03/19;2
21038;4898;93818;CC;16/02/19;5
21039;4899;97437;CE;22/03/19;4
21040;4900;99376;TI;11/03/19;8
21041;4901;95376;CC;27/03/19;3
21042;4902;101119;CE;11/02/19;10
21043;4903;96007;CC;26/03/19;8
21044;4904;96750;CC;12/03/19;7
21045;4905;102182;CE;19/03/19;8
21046;4906;98143;CC;11/03/19;1
21047;4907;97858;CE;13/02/19;7
21048;4908;95294;CC;19/02/19;9
21049;4909;96373;CE;19/02/19;10
21050;4910;95707;CE;24/02/19;8
21051;4911;102397;CE;17/02/19;1
21052;4912;96285;CC;8/03/19;4
21053;4913;100617;CE;2/02/19;2
21054;4914;94190;CC;21/02/19;3
21055;4915;99279;CC;17/03/19;7
21056;4916;96928;CE;7/02/19;6
21057;4917;100362;CE;19/03/19;4
21058;4918;101182;CE;18/03/19;3
21059;4919;98907;CC;8/03/19;2
21060;4920;94557;CC;26/03/19;6
21061;4921;99142;CC;11/03/19;7
21062;4922;96981;CC;12/02/19;4
21063;4923;101859;CC;4/03/19;3
21064;4924;102453;CC;27/02/19;7
21065;4925;99715;CE;23/02/19;3
21066;4926;96075;CE;4/03/19;3
21067;4927;94517;CC;9/02/19;6
21068;4928;102472;CC;7/02/19;1
21069;4929;99890;CC;13/03/19;1
21070;4930;97488;CC;15/03/19;6
21071;4931;102596;CC;3/02/19;10
21072;4932;102916;CE;19/03/19;10
21073;4933;99806;CE;21/03/19;3
21074;4934;98294;CE;6/03/19;2
21075;4935;102246;CC;23/02/19;6
21076;4936;96165;CC;29/03/19;7
21077;4937;94997;TI;19/03/19;7
21078;4938;102947;CE;11/02/19;3
21079;4939;94397;CC;6/03/19;10
21080;4940;98791;CC;7/03/19;6
21081;4941;98244;CC;7/02/19;9
21082;4942;96273;CE;8/02/19;2
21083;4943;103297;CE;26/02/19;10
21084;4944;98042;CC;21/02/19;5
21085;4945;94116;CC;31/03/19;3
21086;4946;103418;CC;13/03/19;6
21087;4947;96671;CE;11/03/19;9
21088;4948;96501;CE;1/02/19;1
21089;4949;98489;CE;9/03/19;7
21090;4950;102180;CC;25/03/19;7
21091;4951;99525;CE;5/03/19;1
21092;4952;101564;CE;13/02/19;9
21093;4953;99434;CE;23/02/19;1
21094;4954;94783;CC;26/03/19;4
