ID,IDOPERADOR,PRECIO,FECHAINICIODES,FECHAFNDES
10384,828,152732,,
10385,1457,149395,,
10386,1873,26080,,
10387,241,173647,21/04/2020,26/06/2020
10388,1543,146666,,
10389,1034,158530,,
10390,815,43826,,
10391,1499,46120,,
10392,538,66566,01/05/2020,23/05/2020
10393,1448,40124,,
10394,1187,28739,,
10395,90,41263,,
10396,60,78628,,
10397,232,151319,,
10398,1152,130932,,
10399,53,106868,,
10400,229,84682,12/04/2020,12/06/2020
10401,770,105991,,
10402,1403,95296,,
10403,656,23114,,
10404,647,114334,,
10405,1274,123208,,
10406,532,176267,,
10407,679,46030,,
10408,1226,111732,,
10409,1999,57236,,
10410,1213,166845,,
10411,1388,163419,,
10412,661,90562,,
10413,396,101907,,
10414,1708,126059,,
10415,500,101727,,
10416,883,76891,,
10417,1491,188155,,
10418,1560,79212,,
10419,575,27060,,
10420,597,39218,,
10421,1739,93939,,
10422,624,116507,20/04/2020,17/05/2020
10423,189,83817,,
10424,525,39958,,
10425,309,191846,,
10426,1542,101738,,
10427,1021,156049,,
10428,1755,97725,,
10429,597,124447,,
10430,1800,120056,,
10431,1920,40200,,
10432,1765,32879,,
10433,1080,95166,08/04/2020,17/05/2020
10434,852,70459,,
10435,372,130981,,
10436,1217,161603,,
10437,248,184413,,
10438,474,121728,,
10439,2019,130562,,
10440,994,160864,,
10441,1814,170472,,
10442,69,64766,,
10443,1912,145892,,
10444,1453,42611,,
10445,1441,120067,18/04/2020,09/05/2020
10446,266,150152,,
10447,922,77026,,
10448,1684,194951,,
10449,1490,45389,,
10450,1632,173588,,
10451,857,59506,,
10452,470,57556,,
10453,175,111652,,
10454,723,178060,,
10455,1637,102385,,
10456,818,188192,17/04/2020,19/05/2020
10457,977,196782,,
10458,1186,127345,,
10459,514,67072,,
10460,1494,187823,,
10461,877,176306,,
10462,819,57298,,
10463,1861,58048,29/04/2020,18/06/2020
10464,970,94628,,
10465,872,185579,,
10466,1220,131782,,
10467,1013,48142,,
10468,451,172651,,
10469,1241,69841,,
10470,1908,197221,,
10471,2010,53985,,
10472,1768,176742,,
10473,551,197736,,
10474,383,184763,22/04/2020,07/05/2020
10475,1382,101470,,
10476,1082,53629,,
10477,446,26556,,
10478,359,99652,,
10479,788,179311,,
10480,699,20624,,
10481,935,183101,,
10482,1347,101529,,
10483,483,123655,03/05/2020,28/06/2020
10484,276,41412,,
10485,1929,45418,,
10486,145,82824,,
10487,518,69522,18/04/2020,02/06/2020
10488,984,183728,,
10489,1958,170823,,
10490,1857,21192,,
10491,1416,31347,,
10492,1065,60111,,
10493,298,151427,,
10494,1467,115367,,
10495,389,103876,,
10496,1664,127454,,
10497,467,20491,,
10498,928,140603,,
10499,492,82975,,
10500,1233,83125,,
10501,1514,146579,,
10502,866,132023,,
10503,1029,142844,,
10504,1215,36390,,
10505,146,124596,,
10506,1724,152599,,
10507,1366,117393,,
10508,330,183529,,
10509,2029,106953,,
10510,644,106481,,
10511,708,43049,,
10512,1674,120252,01/05/2020,01/06/2020
10513,751,118835,,
10514,668,93251,,
10515,1364,94643,,
10516,795,114959,,
10517,165,29180,,
10518,1876,50358,,
10519,1023,146273,,
10520,1092,134295,,
10521,269,85731,,
10522,261,180138,,
10523,921,176120,,
10524,1248,132297,,
10525,718,28024,,
10526,1390,160967,,
10527,1183,145042,,
10528,531,93174,,
10529,601,165897,,
10530,1010,32091,,
10531,490,37785,,
10532,1550,89947,,
10533,664,155337,,
10534,238,154199,,
10535,437,194237,,
10536,1069,145207,,
10537,724,112596,,
10538,626,112911,,
10539,408,75260,,
10540,2026,85529,,
10541,1854,138136,,
10542,1543,108550,,
10543,1703,118537,,
10544,1551,47693,,
10545,850,60626,,
10546,376,199507,,
10547,285,187068,,
10548,1447,70520,,
10549,987,68401,,
10550,184,174800,,
10551,1343,83829,,
10552,1104,75208,,
10553,1661,124226,,
10554,533,142294,,
10555,309,104027,,
10556,496,68405,,
10557,98,179502,,
10558,563,68873,,
10559,664,143773,,
10560,1760,78630,,
10561,1664,136797,,
10562,342,161414,,
10563,169,115464,,
10564,2022,56161,,
10565,1067,28810,,
10566,96,151682,,
10567,1398,26044,03/05/2020,18/06/2020
10568,608,198564,,
10569,755,124400,,
10570,480,41597,,
10571,1116,151972,,
10572,681,24275,,
10573,1750,168146,,
10574,335,163377,,
10575,886,131331,,
10576,282,190172,,
10577,1161,20027,,
10578,1322,61518,,
10579,152,109322,,
10580,1789,104610,,
10581,727,151122,,
10582,132,130616,,
10583,533,54541,,
10584,1031,184269,,
10585,1787,151251,,
10586,819,135889,,
10587,1749,40319,,
10588,1674,163837,,
10589,447,42775,,
10590,1619,125946,,
10591,365,160886,,
10592,803,92220,,
10593,1092,134352,,
10594,1005,41741,,
10595,1729,52967,,
10596,1886,114901,,
10597,796,100448,,
10598,1544,147539,,
10599,190,50961,,
10600,945,41537,,
10601,37,48352,,
10602,306,48663,,
10603,2036,156498,,
10604,179,108303,,
10605,545,34052,,
10606,1287,34881,,
10607,1528,92212,,
10608,356,120923,,
10609,743,39740,,
10610,418,183267,,
10611,277,41144,,
10612,847,198722,,
10613,1255,32345,,
10614,1836,29452,,
10615,449,151100,,
10616,119,188380,,
10617,819,173079,,
10618,1907,64635,,
10619,203,29696,,
10620,453,62494,,
10621,1669,84845,,
10622,1602,40609,,
10623,292,108584,,
10624,1319,56781,,
10625,1580,192842,,
10626,233,107432,,
10627,163,72361,,
10628,567,23366,,
10629,1507,37834,,
10630,752,77946,,
10631,1879,45147,,
10632,1841,97238,,
10633,730,132768,,
10634,686,30535,,
10635,1443,68530,,
10636,1903,116152,,
10637,1005,168803,,
10638,1906,134106,,
10639,1660,142106,,
10640,818,115633,,
10641,1789,105733,,
10642,1163,74869,,
10643,1673,135295,,
10644,272,68124,,
10645,629,87558,,
10646,1359,113996,,
10647,1674,179093,,
10648,1661,126313,,
10649,217,59901,,
10650,90,89989,,
10651,1254,194653,,
10652,106,188943,,
10653,528,135997,,
10654,589,108882,,
10655,829,126335,,
10656,743,121461,,
10657,1979,155134,,
10658,203,181196,,
10659,1641,199005,,
10660,455,173483,,
10661,164,45058,,
10662,1607,22154,,
10663,1158,130521,,
10664,246,110514,,
10665,531,35259,,
10666,1157,162071,,
10667,728,20855,,
10668,222,72845,05/04/2020,12/05/2020
10669,1041,142631,,
10670,1114,176694,,
10671,1266,190046,,
10672,460,197932,,
10673,277,46788,,
10674,1008,46133,,
10675,949,183225,,
10676,1622,44005,,
10677,1502,179273,,
10678,1453,133043,,
10679,433,70412,,
10680,926,22458,,
10681,614,131129,,
10682,182,135929,,
10683,247,176211,,
10684,741,23066,,
10685,2023,136129,,
10686,907,90865,,
10687,1845,146315,,
10688,772,92175,,
10689,1843,52371,,
10690,1764,164723,,
10691,1877,31189,,
10692,1845,90938,,
10693,1467,94515,,
10694,1493,22477,,
10695,1630,52723,,
10696,1564,183027,,
10697,1081,135631,,
10698,1525,55703,,
10699,1661,88093,,
10700,1574,31499,,
10701,1458,186645,,
10702,1036,77993,,
10703,1355,73593,20/04/2020,02/07/2020
10704,1734,140076,,
10705,1584,139946,01/05/2020,30/06/2020
10706,512,183509,,
10707,738,163482,20/04/2020,28/05/2020
10708,693,176429,,
10709,1939,100732,,
10710,114,38066,,
10711,1890,54632,,
10712,1601,26688,,
10713,989,120138,,
10714,1919,57480,,
10715,1263,106550,,
10716,1899,144586,,
10717,883,115060,17/04/2020,14/05/2020
10718,546,154844,,
10719,1937,125735,,
10720,214,132765,,
10721,526,64926,,
10722,1553,199753,,
10723,138,149438,,
10724,1265,119579,,
10725,619,23411,22/04/2020,03/07/2020
10726,1114,43526,,
10727,1300,126784,,
10728,1831,121046,,
10729,1598,45211,19/04/2020,29/06/2020
10730,971,162443,,
10731,661,156793,,
10732,656,158319,,
10733,596,143033,,
10734,204,124027,,
10735,560,198714,,
10736,1480,114608,,
10737,815,144058,,
10738,503,139273,,
10739,1392,85763,,
10740,1318,63317,,
10741,1763,135496,,
10742,1874,138862,,
10743,1813,145570,,
10744,816,23460,,
10745,1771,106923,,
10746,1986,67706,,
10747,1711,125377,,
10748,1268,120955,,
10749,1472,45450,,
10750,1205,124049,28/04/2020,18/06/2020
10751,600,185664,,
10752,114,38107,,
10753,1767,60292,,
10754,1387,104826,,
10755,1944,168889,,
10756,1651,164365,,
10757,1371,93143,,
10758,1897,176623,,
10759,1657,117728,,
10760,1693,67007,,
10761,555,161793,,
10762,1111,42797,,
10763,438,55131,12/04/2020,08/05/2020
10764,1925,182312,,
10765,1492,20960,,
10766,414,60221,,
10767,1817,123870,,
10768,1394,62546,,
10769,1469,22665,,
10770,524,105979,,
10771,164,191434,,
10772,231,111916,,
10773,1272,199838,,
10774,1380,52070,,
10775,745,105558,,
10776,241,59386,,
10777,1719,56083,,
10778,743,148638,,
10779,1141,36038,,
10780,1990,143235,,
10781,310,38517,,
10782,1981,28905,,
10783,1025,71473,,
10784,1363,80671,,
10785,1145,64910,,
10786,1140,169407,,
10787,1288,62088,25/04/2020,11/06/2020
10788,893,20952,,
10789,1625,181261,,
10790,436,94176,,
10791,1420,180829,,
10792,1385,151827,,
10793,1386,178324,,
10794,236,199470,,
10795,1644,167272,,
10796,1507,32746,,
10797,1980,156311,,
10798,651,171901,,
10799,433,51603,,
10800,269,155776,,
10801,2020,64617,,
10802,1657,103562,,
10803,341,93766,26/04/2020,18/06/2020
10804,1817,97765,,
10805,736,186145,29/04/2020,18/06/2020
10806,421,74349,,
10807,1810,197407,,
10808,894,138340,,
10809,163,87262,,
10810,1759,152541,,
10811,1184,62916,,
10812,567,168790,,
10813,719,25225,,
10814,1771,118584,,
10815,1749,27291,,
10816,1828,112169,,
10817,605,61362,,
10818,1578,168562,,
10819,852,39175,,
10820,947,158906,,
10821,1236,114436,,
10822,1789,115351,,
10823,570,79706,,
10824,1831,99164,,
10825,480,76140,,
10826,1626,185891,,
10827,978,139988,,
10828,709,25579,,
10829,848,160690,,
10830,1991,32620,,
10831,181,140536,,
10832,1059,101292,,
10833,730,115768,,
10834,578,141407,,
10835,1155,60738,,
10836,1500,149814,,
10837,1144,56692,,
10838,1993,34166,,
10839,805,110388,,
10840,308,172837,,
10841,1008,153673,,
10842,1427,70209,30/04/2020,22/05/2020
10843,984,174567,,
10844,913,73921,,
10845,1282,141917,,
10846,162,187600,,
10847,1142,173080,,
10848,1228,40854,,
10849,485,169158,,
10850,230,168975,,
10851,1084,99309,,
10852,1080,161261,,
10853,907,45160,,
10854,742,46238,,
10855,317,191792,,
10856,1626,145688,,
10857,1391,146324,,
10858,1617,199121,,
10859,1730,64219,,
10860,1488,100481,,
10861,161,149882,,
10862,1527,101947,,
10863,1991,31777,,
10864,1810,186489,,
10865,1836,86344,,
10866,2000,107694,,
10867,126,131224,,
10868,1098,162683,,
10869,82,173268,,
10870,1896,120767,,
10871,442,146917,,
10872,1147,138670,,
10873,345,45963,,
10874,293,170968,,
10875,1064,108299,,
10876,1700,20389,,
10877,1701,44744,,
10878,1441,35327,,
10879,1310,128455,,
10880,507,102696,,
10881,1057,163539,,
10882,1145,58727,,
10883,1400,156376,,
10884,1353,128872,09/04/2020,06/06/2020
10885,1291,136341,,
10886,1576,166669,,
10887,1711,183140,,
10888,1716,121277,,
10889,929,162063,,
10890,790,170265,,
10891,1919,111573,,
10892,819,114363,,
10893,135,121737,,
10894,1199,58832,,
10895,1210,22939,,
10896,742,121283,,
10897,208,84724,,
10898,1899,31119,,
10899,1673,20008,28/04/2020,12/06/2020
10900,1416,130214,,
10901,1151,189615,,
10902,1923,176427,,
10903,280,108199,,
10904,776,48213,23/04/2020,19/05/2020
10905,989,109178,,
10906,1452,176597,,
10907,1138,177300,,
10908,788,20841,,
10909,1402,161299,,
10910,1242,65970,,
10911,1798,180967,,
10912,167,97006,,
10913,1863,122338,,
10914,1213,63626,,
10915,1822,125038,,
10916,822,158192,,
10917,531,176089,,
10918,416,32017,,
10919,1268,172976,,
10920,925,133164,,
10921,102,85529,,
10922,1680,66549,,
10923,1230,134678,,
10924,1307,140026,,
10925,750,145500,,
10926,1146,124607,,
10927,1410,116963,,
10928,1784,93005,,
10929,1065,70822,,
10930,155,51214,16/04/2020,12/05/2020
10931,1205,171698,,
10932,1550,20760,,
10933,1181,136568,,
10934,2020,49946,,
10935,348,166913,,
10936,308,190009,,
10937,496,103411,,
10938,937,158506,,
10939,1056,198439,,
10940,1750,164167,,
10941,1268,191457,,
10942,1284,186047,,
10943,2022,144164,,
10944,1633,125960,,
10945,1915,63987,,
10946,1520,179152,,
10947,1398,92303,,
10948,1247,145614,,
10949,1025,49772,,
10950,71,59307,,
10951,763,199353,,
10952,1344,118465,,
10953,1475,164342,,
10954,635,102206,03/05/2020,08/06/2020
10955,1840,132173,,
10956,851,83150,,
10957,940,130538,,
10958,1586,88546,,
10959,48,102307,,
10960,1815,44868,,
10961,121,125795,,
10962,837,83733,,
10963,589,161891,,
10964,755,179659,,
10965,1626,99288,,
10966,1885,71077,,
10967,840,150267,,
10968,1965,130536,,
10969,448,114318,,
10970,1585,190853,,
10971,442,160056,,
10972,1235,31101,,
10973,1533,111351,,
10974,796,152122,,
10975,625,117749,,
10976,611,85003,,
10977,1123,85053,,
10978,654,51867,,
10979,328,185954,,
10980,1231,70894,,
10981,696,156834,,
10982,1361,195171,,
10983,1366,87435,,
10984,1540,183922,,
10985,1595,192255,,
10986,1173,53222,,
10987,717,107143,,
10988,652,194792,,
10989,1751,182759,,
10990,183,81193,,
10991,1605,32808,,
10992,539,120632,,
10993,1316,103501,,
10994,936,60379,,
10995,869,73179,,
10996,365,132644,,
10997,253,161836,09/04/2020,29/06/2020
10998,267,141675,,
10999,1895,144552,,
11000,146,158014,,
11001,1724,103557,,
11002,1530,187107,,
11003,1423,177258,,
11004,1033,163880,,
11005,759,29025,,
11006,1771,95154,,
11007,857,90435,,
11008,819,159632,,
11009,1523,185194,,
11010,534,91514,,
11011,286,76876,,
11012,899,79224,,
11013,1753,143982,,
11014,1881,112605,,
11015,1844,96569,,
11016,927,86107,,
11017,1145,93231,,
11018,205,189513,,
11019,179,175323,,
11020,1130,171951,,
11021,1525,177296,,
11022,1034,150748,,
11023,746,56533,,
11024,1688,133646,,
11025,1127,93843,,
11026,51,139442,,
11027,1575,118898,,
11028,931,159670,,
11029,1775,77002,,
11030,1393,180916,,
11031,75,154102,,
11032,1354,26426,,
11033,165,194946,,
11034,1058,94828,,
11035,1618,130751,,
11036,664,109434,,
11037,1590,42773,,
11038,1243,117938,,
11039,1196,149091,,
11040,1354,71060,03/05/2020,25/06/2020
11041,1731,95579,,
11042,625,186599,,
11043,2024,114164,,
11044,2021,62302,,
11045,1690,105468,,
11046,66,66011,,
11047,1951,35373,,
11048,943,156859,,
11049,1948,129467,,
11050,412,57090,,
11051,875,131212,,
11052,101,134740,,
11053,1334,58449,,
11054,1183,60793,,
11055,1095,193609,,
11056,391,42309,,
11057,433,103341,,
11058,873,107223,,
11059,959,37928,,
11060,1993,170874,,
11061,317,157008,,
11062,1840,36589,,
11063,568,169576,,
11064,1816,72933,,
11065,963,123955,,
11066,1730,114965,,
11067,1019,99629,,
11068,889,26999,,
11069,2019,96981,,
11070,802,111271,,
11071,1601,58654,,
11072,453,171112,,
11073,622,22442,,
11074,1078,110555,,
11075,233,100508,,
11076,349,27657,,
11077,490,136293,,
11078,182,108349,,
11079,60,177339,,
11080,1727,77159,,
11081,245,178234,,
11082,1503,86476,,
11083,987,102273,,
11084,494,165926,,
11085,683,25888,,
11086,821,51743,,
11087,1443,57260,,
11088,140,159603,,
11089,466,77504,,
11090,1876,29156,,
11091,1849,142066,,
11092,796,147582,,
11093,1517,30480,,
11094,856,150008,,
11095,694,137859,,
11096,820,118657,,
11097,1261,160932,,
11098,856,28559,,
11099,174,184005,,
11100,426,49345,,
11101,1089,30097,,
11102,1788,113185,,
11103,541,77247,,
11104,1931,189752,,
11105,484,172006,,
11106,1136,167385,,
11107,487,117745,,
11108,752,182970,,
11109,1812,65948,24/04/2020,18/06/2020
11110,1658,93148,,
11111,1403,67476,,
11112,53,195604,,
11113,307,21654,,
11114,246,87023,,
11115,743,111980,,
11116,1900,60033,,
11117,575,157452,,
11118,357,120810,,
11119,1371,163962,,
11120,744,73636,,
11121,1386,153220,,
11122,1576,61061,,
11123,762,175536,,
11124,251,144465,,
11125,113,152853,,
11126,513,147229,,
11127,1206,54518,,
11128,1438,115405,,
11129,1742,131446,,
11130,1839,140849,,
11131,1545,76833,,
11132,1078,69712,,
11133,791,87662,,
11134,414,28523,,
11135,85,173538,09/04/2020,16/06/2020
11136,68,112608,,
11137,216,91745,,
11138,792,32205,,
11139,421,183379,,
11140,1812,63585,,
11141,1173,53827,,
11142,1331,130615,,
11143,1051,199812,,
11144,1649,41231,,
11145,959,159586,,
11146,1010,193900,,
11147,1122,52659,,
11148,260,160161,,
11149,61,182124,,
11150,1130,90071,,
11151,1670,94925,,
11152,1978,145775,,
11153,465,156402,,
11154,1970,146323,,
11155,1033,50989,,
11156,347,46904,,
11157,1625,64853,,
11158,402,154960,07/04/2020,23/06/2020
11159,661,62561,,
11160,1342,166793,,
11161,1620,29510,,
11162,785,184035,,
11163,196,115354,,
11164,1180,68387,,
11165,173,147418,,
11166,1091,37135,,
11167,360,112054,,
11168,346,189500,,
11169,232,187836,,
11170,64,120247,,
11171,1281,137710,,
11172,228,98081,,
11173,775,161509,,
11174,239,73349,,
11175,146,181428,,
11176,1864,196003,,
11177,1928,34894,,
11178,869,105166,,
11179,1944,183261,,
11180,1672,148810,,
11181,1463,20972,,
11182,1633,27176,,
11183,419,108125,,
11184,517,104628,,
11185,1622,127380,,
11186,132,92672,,
11187,1059,167679,,
11188,224,116003,,
11189,987,46718,,
11190,901,156492,,
11191,121,82696,,
11192,983,53918,,
11193,1933,137984,,
11194,177,79568,,
11195,2035,45183,,
11196,1155,82924,,
11197,794,166420,,
11198,618,26370,,
11199,1884,132165,,
11200,128,169973,,
11201,190,157858,,
11202,2028,25663,09/04/2020,10/05/2020
11203,1956,176660,,
11204,590,116859,08/04/2020,04/06/2020
11205,1189,151265,,
11206,1058,132101,,
11207,920,193609,,
11208,845,73876,,
11209,392,69888,,
11210,1833,194398,,
11211,1139,75404,,
11212,1869,59997,03/05/2020,23/06/2020
11213,1922,154805,,
11214,2003,42082,,
11215,1988,39096,,
11216,875,110190,,
11217,1724,195177,,
11218,1031,108286,,
11219,1084,175689,,
11220,872,132521,,
11221,169,92529,,
11222,37,126338,,
11223,264,57124,,
11224,1413,99600,,
11225,1202,26040,,
11226,1660,58935,,
11227,1254,146384,,
11228,857,190527,,
11229,1779,106638,,
11230,812,60267,,
11231,389,77802,,
11232,337,109882,,
11233,897,191833,,
11234,839,85508,,
11235,1432,51713,,
11236,683,196058,,
11237,1449,61732,,
11238,1935,171457,,
11239,849,107716,,
11240,1453,68252,,
11241,1776,194669,,
11242,671,93473,,
11243,1064,167161,,
11244,1640,122419,,
11245,210,151608,,
11246,1630,93749,,
11247,1390,183091,,
11248,2018,44028,,
11249,79,126534,,
11250,113,113068,,
11251,975,84816,,
11252,914,53020,,
11253,1078,36698,,
11254,535,87906,,
11255,1611,158302,,
11256,1194,90107,02/05/2020,16/05/2020
11257,571,174551,,
11258,2029,142927,,
11259,1185,34529,,
11260,456,101640,,
11261,1784,105217,,
11262,1251,183642,,
11263,1453,85057,,
11264,1851,158034,,
11265,850,29338,,
11266,853,23065,,
11267,733,166005,,
11268,570,140394,12/04/2020,22/05/2020
11269,1349,43969,,
11270,699,93646,,
11271,1077,25356,,
11272,274,49641,,
11273,1596,197519,,
11274,1722,191786,,
11275,137,146169,,
11276,1939,199886,,
11277,1640,149801,,
11278,1227,129454,,
11279,101,137637,,
11280,1301,167284,,
11281,1864,68804,,
11282,1152,46708,,
11283,935,117487,,
11284,1109,145599,,
11285,647,140274,,
11286,1354,187233,,
11287,1336,132128,,
11288,392,199372,,
11289,1716,112929,,
11290,516,182769,,
11291,1131,137840,,
11292,1954,106582,,
11293,1766,74329,,
11294,1359,144054,,
11295,675,56849,17/04/2020,03/07/2020
11296,1109,127542,,
11297,1487,44485,,
11298,336,195240,,
11299,1408,51538,,
11300,739,52465,,
11301,1519,32202,,
11302,1064,156037,,
11303,582,92284,,
11304,762,124870,,
11305,470,175851,,
11306,478,176984,,
11307,1718,167797,,
11308,1279,170792,,
11309,730,81045,,
11310,850,183139,,
11311,1994,41198,,
11312,1215,195868,,
11313,1918,151356,,
11314,478,144457,,
11315,694,74564,,
11316,633,161453,,
11317,1091,36042,,
11318,849,179695,,
11319,271,103656,,
11320,627,188559,,
11321,709,151891,,
11322,1065,114610,,
11323,1802,145204,,
11324,630,172028,,
11325,305,158040,,
11326,1293,167798,04/05/2020,20/06/2020
11327,310,51577,,
11328,1837,27822,,
11329,44,139381,,
11330,1381,197794,,
11331,400,112402,,
11332,1828,99497,,
11333,1375,191430,,
11334,58,114584,,
11335,556,106474,,
11336,758,173922,,
11337,1591,144752,,
11338,868,41034,,
11339,1657,184320,,
11340,1906,114496,,
11341,321,79122,,
11342,890,194896,,
11343,481,185089,,
11344,1835,103494,,
11345,805,67759,,
11346,93,185076,,
11347,1700,53186,,
11348,2023,46344,,
11349,1786,87110,,
11350,985,50678,,
11351,1683,85438,,
11352,1771,181571,,
11353,822,180327,,
11354,1162,83537,,
11355,224,104191,,
11356,1164,178827,,
11357,1826,57144,,
11358,1890,88120,,
11359,218,188012,,
11360,352,199184,,
11361,619,82769,,
11362,803,131482,,
11363,1654,166027,,
11364,1080,178112,,
11365,1869,80691,,
11366,1749,29432,,
11367,402,125186,,
11368,250,169243,,
11369,340,78294,,
11370,1119,46532,,
11371,1054,97637,,
11372,1597,110690,,
11373,359,20255,,
11374,1882,44162,,
11375,241,23145,,
11376,1348,80071,,
11377,467,66277,,
11378,718,195911,,
11379,638,143812,,
11380,1408,116363,,
11381,341,109597,,
11382,1432,22352,,
11383,951,170496,,
11384,1342,168860,,
11385,2011,128639,,
11386,1158,193915,,
11387,478,78238,,
11388,1149,49253,,
11389,2018,92827,,
11390,1840,104610,,
11391,929,139622,,
11392,1932,142382,,
11393,1566,157233,,
11394,523,168727,,
11395,316,128939,,
11396,880,49524,04/05/2020,05/06/2020
11397,742,163283,,
11398,1148,118442,,
11399,115,183422,,
11400,395,20855,,
11401,1818,43997,23/04/2020,15/06/2020
11402,916,190958,,
11403,783,193821,,
11404,892,183767,,
11405,352,43554,,
11406,214,111014,,
11407,1141,20652,,
11408,375,189879,,
11409,1645,169652,28/04/2020,28/06/2020
11410,1312,50857,,
11411,1851,39684,,
11412,493,130923,,
11413,686,118561,,
11414,1970,85657,,
11415,424,161213,,
11416,130,80119,,
11417,1060,181465,,
11418,1275,153619,,
11419,472,171229,,
11420,406,76554,,
11421,357,177350,,
11422,605,132938,,
11423,1134,74672,,
11424,819,189837,,
11425,1664,56807,,
11426,914,137850,,
11427,1705,164441,,
11428,1497,161210,,
11429,76,144612,,
11430,1518,125109,,
11431,1998,99298,,
11432,1888,121598,,
11433,933,172372,,
11434,1920,48402,,
11435,940,129129,,
11436,744,175771,,
11437,1028,86408,,
11438,892,100361,05/04/2020,05/05/2020
11439,1681,82220,,
11440,857,160023,,
11441,335,149433,,
11442,77,145544,,
11443,1208,25900,,
11444,1903,171208,,
11445,631,134968,,
11446,1899,127397,,
11447,1618,110876,,
11448,582,80702,,
11449,1739,33889,,
11450,249,166258,,
11451,1521,184430,,
11452,221,162950,,
11453,1723,32626,,
11454,769,95642,,
11455,1404,162770,09/04/2020,08/05/2020
11456,1993,47023,,
11457,1650,122665,,
11458,2005,178751,,
11459,767,121109,,
11460,629,35096,,
11461,1237,180726,,
11462,1401,195280,,
11463,1280,23599,,
11464,697,103968,,
11465,1991,175245,,
11466,1470,138524,,
11467,1312,186167,,
11468,38,128708,,
11469,359,54889,,
11470,1403,67422,,
11471,1879,134940,,
11472,1505,193438,,
11473,940,136791,,
11474,1668,119310,,
11475,1102,104488,,
11476,294,120162,,
11477,1899,162482,,
11478,1275,164499,,
11479,1653,64166,,
11480,1790,134440,,
11481,585,191508,,
11482,1658,139451,,
11483,527,41217,,
11484,411,194347,,
11485,1302,148006,,
11486,114,26689,,
11487,1341,72279,,
11488,1340,34404,,
11489,1483,110464,,
11490,632,40942,,
11491,1179,130363,,
11492,476,171569,,
11493,1094,126349,,
11494,1477,93801,,
11495,310,190317,,
11496,1214,59873,,
11497,762,66359,,
11498,1272,162307,,
11499,1043,92768,,
11500,546,181324,,
11501,1740,111757,,
11502,322,178305,,
11503,1010,121277,,
11504,200,46623,,
11505,476,50750,,
11506,1772,22790,,
11507,732,118795,,
11508,1235,20285,,
11509,839,110953,,
11510,827,156449,,
11511,256,85197,,
11512,1468,152554,,
11513,122,98251,15/04/2020,12/05/2020
11514,1447,121547,,
11515,205,113050,,
11516,1807,58525,,
