ID,IDOPERADOR,PRECIO,FECHAINICIODES,FECHAFNDES
616,9,62822,,
617,3,41471,,
618,7,175821,,
619,7,41493,,
620,7,190375,,
621,7,36096,,
622,9,44626,06/04/2020,25/06/2020
623,4,140990,,
624,9,178017,,
625,4,43286,,
626,4,79715,,
627,8,22145,,
628,8,174289,,
629,4,32728,,
630,1,35593,,
631,4,120507,,
632,9,159418,,
633,10,48460,,
634,8,25465,,
635,6,146050,,
636,9,113913,,
637,6,140702,,
638,1,140135,,
639,5,124206,,
640,3,128083,,
641,5,197266,,
642,3,139641,,
643,4,110375,,
644,2,87521,,
645,8,173034,,
646,7,80940,,
647,6,86025,,
648,5,72198,,
649,1,116219,,
650,6,142560,,
651,1,160075,,
652,9,106327,,
653,6,62554,02/05/2020,23/05/2020
654,8,191180,,
655,3,195263,,
656,10,109232,,
657,2,106456,,
658,2,52222,,
659,9,140841,,
660,2,88034,,
661,4,175102,,
662,3,139679,,
663,7,61914,,
664,6,47442,,
665,5,44702,,
666,8,69134,30/04/2020,04/07/2020
667,8,94618,,
668,6,79201,,
669,9,187367,,
670,9,27520,,
671,8,20373,,
672,2,139545,,
673,2,149196,,
674,8,144094,,
675,5,59515,,
676,2,87565,,
677,1,96925,,
678,10,116740,,
679,2,39777,,
680,7,67984,,
681,4,198016,,
682,4,42137,,
683,8,138639,,
684,9,97684,,
685,8,135178,,
686,8,147169,,
687,2,195872,,
688,8,64837,,
689,8,34660,,
690,1,96688,,
691,7,50005,,
692,9,31392,,
693,7,115183,,
694,9,34124,,
695,8,133097,,
696,10,41429,,
697,4,176783,,
698,6,66551,,
699,1,146540,09/04/2020,07/06/2020
700,9,118084,,
701,7,136463,,
702,7,89747,,
703,8,118427,,
704,9,88184,,
705,8,91184,,
706,6,117184,,
707,3,189805,,
708,1,134156,,
709,4,137898,,
710,2,119767,,
711,10,36244,,
712,8,134496,,
713,3,187408,,
714,2,143253,,
715,6,23573,,
716,3,154404,,
717,1,29015,,
718,10,110776,,
719,4,193609,,
720,7,169722,,
721,9,132066,,
722,3,94182,,
723,1,121101,,
724,7,167538,,
725,10,174291,,
726,2,150268,,
727,3,172419,17/04/2020,05/05/2020
728,6,159505,,
729,4,102485,,
730,6,65679,,
731,1,36673,,
732,6,21043,,
733,6,113821,,
734,2,115580,,
735,9,150210,10/04/2020,01/07/2020
736,4,77156,,
737,7,126216,,
738,4,45329,,
739,8,46744,,
740,8,47265,,
741,2,21779,,
742,1,54364,,
743,10,130409,,
744,6,41344,,
745,9,94877,,
746,9,76188,,
747,7,132213,,
748,7,139525,,
749,9,63681,,
750,10,103900,,
751,10,112550,,
752,7,194866,,
753,5,158325,,
754,1,98889,,
755,6,104063,,
756,8,149736,,
757,6,152263,,
758,5,69775,,
759,8,21669,,
760,1,179112,,
761,9,59227,,
762,6,71507,,
763,2,147649,,
764,5,195196,,
765,10,184432,,
766,3,113390,,
767,5,76514,,
768,5,176387,,
769,8,38608,,
770,6,43651,,
771,9,174165,,
772,1,102951,,
773,5,166195,,
774,9,126303,,
775,1,143786,,
776,4,127301,,
777,9,64964,22/04/2020,07/05/2020
778,8,74945,,
779,7,50665,,
780,2,130500,,
781,7,84083,,
782,10,26704,,
783,8,146892,,
784,7,85096,,
785,4,160749,,
786,6,64978,,
787,1,111422,,
788,7,115270,,
789,4,108021,,
790,10,65661,,
791,7,113674,,
792,4,140921,,
793,6,139422,,
794,8,176516,,
795,1,96629,,
796,8,48121,07/04/2020,22/05/2020
797,4,145940,,
798,3,93095,,
799,9,161467,,
800,10,116727,,
