ID;IDALOJAMIENTO;DESCRIPCION;NOMBRE;PRECIO;TOMASERVICIO
8900;817;para un carro por habitación;Parqueadero;0;Y
8901;817;Acceso a wifi;Wifi;0;Y
8902;817;acceso a television direct TV;TVcable;0;N
8903;818;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
8904;818;Se debe usar gorro;Piscina;0;Y
8905;818;platos a la crata Y menu;restaurante;0;Y
8906;818;para un carro por habitación;Parqueadero;0;Y
8907;818;Acceso a wifi;Wifi;0;Y
8908;818;acceso a television direct TV;TVcable;0;N
8909;819;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
8910;819;Se debe usar gorro;Piscina;0;Y
8911;819;platos a la crata Y menu;restaurante;0;Y
8912;819;para un carro por habitación;Parqueadero;0;Y
8913;819;Acceso a wifi;Wifi;0;Y
8914;819;acceso a television direct TV;TVcable;0;N
8915;820;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
8916;820;Se debe usar gorro;Piscina;0;Y
8917;820;platos a la crata Y menu;restaurante;0;Y
8918;820;para un carro por habitación;Parqueadero;0;Y
8919;820;Acceso a wifi;Wifi;0;Y
8920;820;acceso a television direct TV;TVcable;0;N
8921;821;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
8922;821;Se debe usar gorro;Piscina;0;Y
8923;821;platos a la crata Y menu;restaurante;0;Y
8924;821;para un carro por habitación;Parqueadero;0;Y
8925;821;Acceso a wifi;Wifi;0;Y
8926;821;acceso a television direct TV;TVcable;0;N
8927;822;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
8928;822;Se debe usar gorro;Piscina;0;Y
8929;822;platos a la crata Y menu;restaurante;0;Y
8930;822;para un carro por habitación;Parqueadero;0;Y
8931;822;Acceso a wifi;Wifi;0;Y
8932;822;acceso a television direct TV;TVcable;0;N
8933;823;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
8934;823;Se debe usar gorro;Piscina;0;Y
8935;823;platos a la crata Y menu;restaurante;0;Y
8936;823;para un carro por habitación;Parqueadero;0;Y
8937;823;Acceso a wifi;Wifi;0;Y
8938;823;acceso a television direct TV;TVcable;0;N
8939;824;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
8940;824;Se debe usar gorro;Piscina;0;Y
8941;824;platos a la crata Y menu;restaurante;0;Y
8942;824;para un carro por habitación;Parqueadero;0;Y
8943;824;Acceso a wifi;Wifi;0;Y
8944;824;acceso a television direct TV;TVcable;0;N
8945;825;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
8946;825;Se debe usar gorro;Piscina;0;Y
8947;825;platos a la crata Y menu;restaurante;0;Y
8948;825;para un carro por habitación;Parqueadero;0;Y
8949;825;Acceso a wifi;Wifi;0;Y
8950;825;acceso a television direct TV;TVcable;0;N
8951;826;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
8952;826;Se debe usar gorro;Piscina;0;Y
8953;826;platos a la crata Y menu;restaurante;0;Y
8954;826;para un carro por habitación;Parqueadero;0;Y
8955;826;Acceso a wifi;Wifi;0;Y
8956;826;acceso a television direct TV;TVcable;0;N
8957;827;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
8958;827;Se debe usar gorro;Piscina;0;Y
8959;827;platos a la crata Y menu;restaurante;0;Y
8960;827;para un carro por habitación;Parqueadero;0;Y
8961;827;Acceso a wifi;Wifi;0;Y
8962;827;acceso a television direct TV;TVcable;0;N
8963;828;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
8964;828;Se debe usar gorro;Piscina;0;Y
8965;828;platos a la crata Y menu;restaurante;0;Y
8966;828;para un carro por habitación;Parqueadero;0;Y
8967;828;Acceso a wifi;Wifi;0;Y
8968;828;acceso a television direct TV;TVcable;0;N
8969;829;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
8970;829;Se debe usar gorro;Piscina;0;Y
8971;829;platos a la crata Y menu;restaurante;0;Y
8972;829;para un carro por habitación;Parqueadero;0;Y
8973;829;Acceso a wifi;Wifi;0;Y
8974;829;acceso a television direct TV;TVcable;0;N
8975;830;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
8976;830;Se debe usar gorro;Piscina;0;Y
8977;830;platos a la crata Y menu;restaurante;0;Y
8978;830;para un carro por habitación;Parqueadero;0;Y
8979;830;Acceso a wifi;Wifi;0;Y
8980;830;acceso a television direct TV;TVcable;0;N
8981;831;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
8982;831;Se debe usar gorro;Piscina;0;Y
8983;831;platos a la crata Y menu;restaurante;0;Y
8984;831;para un carro por habitación;Parqueadero;0;Y
8985;831;Acceso a wifi;Wifi;0;Y
8986;831;acceso a television direct TV;TVcable;0;N
8987;832;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
8988;832;Se debe usar gorro;Piscina;0;Y
8989;832;platos a la crata Y menu;restaurante;0;Y
8990;832;para un carro por habitación;Parqueadero;0;Y
8991;832;Acceso a wifi;Wifi;0;Y
8992;832;acceso a television direct TV;TVcable;0;N
8993;833;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
8994;833;Se debe usar gorro;Piscina;0;Y
8995;833;platos a la crata Y menu;restaurante;0;Y
8996;833;para un carro por habitación;Parqueadero;0;Y
8997;833;Acceso a wifi;Wifi;0;Y
8998;833;acceso a television direct TV;TVcable;0;N
8999;834;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9000;834;Se debe usar gorro;Piscina;0;Y
9001;834;platos a la crata Y menu;restaurante;0;Y
9002;834;para un carro por habitación;Parqueadero;0;Y
9003;834;Acceso a wifi;Wifi;0;Y
9004;834;acceso a television direct TV;TVcable;0;N
9005;835;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9006;835;Se debe usar gorro;Piscina;0;Y
9007;835;platos a la crata Y menu;restaurante;0;Y
9008;835;para un carro por habitación;Parqueadero;0;Y
9009;835;Acceso a wifi;Wifi;0;Y
9010;835;acceso a television direct TV;TVcable;0;N
9011;836;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9012;836;Se debe usar gorro;Piscina;0;Y
9013;836;platos a la crata Y menu;restaurante;0;Y
9014;836;para un carro por habitación;Parqueadero;0;Y
9015;836;Acceso a wifi;Wifi;0;Y
9016;836;acceso a television direct TV;TVcable;0;N
9017;837;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9018;837;Se debe usar gorro;Piscina;0;Y
9019;837;platos a la crata Y menu;restaurante;0;Y
9020;837;para un carro por habitación;Parqueadero;0;Y
9021;837;Acceso a wifi;Wifi;0;Y
9022;837;acceso a television direct TV;TVcable;0;N
9023;838;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9024;838;Se debe usar gorro;Piscina;0;Y
9025;838;platos a la crata Y menu;restaurante;0;Y
9026;838;para un carro por habitación;Parqueadero;0;Y
9027;838;Acceso a wifi;Wifi;0;Y
9028;838;acceso a television direct TV;TVcable;0;N
9029;839;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9030;839;Se debe usar gorro;Piscina;0;Y
9031;839;platos a la crata Y menu;restaurante;0;Y
9032;839;para un carro por habitación;Parqueadero;0;Y
9033;839;Acceso a wifi;Wifi;0;Y
9034;839;acceso a television direct TV;TVcable;0;N
9035;840;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9036;840;Se debe usar gorro;Piscina;0;Y
9037;840;platos a la crata Y menu;restaurante;0;Y
9038;840;para un carro por habitación;Parqueadero;0;Y
9039;840;Acceso a wifi;Wifi;0;Y
9040;840;acceso a television direct TV;TVcable;0;N
9041;841;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9042;841;Se debe usar gorro;Piscina;0;Y
9043;841;platos a la crata Y menu;restaurante;0;Y
9044;841;para un carro por habitación;Parqueadero;0;Y
9045;841;Acceso a wifi;Wifi;0;Y
9046;841;acceso a television direct TV;TVcable;0;N
9047;842;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9048;842;Se debe usar gorro;Piscina;0;Y
9049;842;platos a la crata Y menu;restaurante;0;Y
9050;842;para un carro por habitación;Parqueadero;0;Y
9051;842;Acceso a wifi;Wifi;0;Y
9052;842;acceso a television direct TV;TVcable;0;N
9053;843;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9054;843;Se debe usar gorro;Piscina;0;Y
9055;843;platos a la crata Y menu;restaurante;0;Y
9056;843;para un carro por habitación;Parqueadero;0;Y
9057;843;Acceso a wifi;Wifi;0;Y
9058;843;acceso a television direct TV;TVcable;0;N
9059;844;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9060;844;Se debe usar gorro;Piscina;0;Y
9061;844;platos a la crata Y menu;restaurante;0;Y
9062;844;para un carro por habitación;Parqueadero;0;Y
9063;844;Acceso a wifi;Wifi;0;Y
9064;844;acceso a television direct TV;TVcable;0;N
9065;845;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9066;845;Se debe usar gorro;Piscina;0;Y
9067;845;platos a la crata Y menu;restaurante;0;Y
9068;845;para un carro por habitación;Parqueadero;0;Y
9069;845;Acceso a wifi;Wifi;0;Y
9070;845;acceso a television direct TV;TVcable;0;N
9071;846;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9072;846;Se debe usar gorro;Piscina;0;Y
9073;846;platos a la crata Y menu;restaurante;0;Y
9074;846;para un carro por habitación;Parqueadero;0;Y
9075;846;Acceso a wifi;Wifi;0;Y
9076;846;acceso a television direct TV;TVcable;0;N
9077;847;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9078;847;Se debe usar gorro;Piscina;0;Y
9079;847;platos a la crata Y menu;restaurante;0;Y
9080;847;para un carro por habitación;Parqueadero;0;Y
9081;847;Acceso a wifi;Wifi;0;Y
9082;847;acceso a television direct TV;TVcable;0;N
9083;848;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9084;848;Se debe usar gorro;Piscina;0;Y
9085;848;platos a la crata Y menu;restaurante;0;Y
9086;848;para un carro por habitación;Parqueadero;0;Y
9087;848;Acceso a wifi;Wifi;0;Y
9088;848;acceso a television direct TV;TVcable;0;N
9089;849;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9090;849;Se debe usar gorro;Piscina;0;Y
9091;849;platos a la crata Y menu;restaurante;0;Y
9092;849;para un carro por habitación;Parqueadero;0;Y
9093;849;Acceso a wifi;Wifi;0;Y
9094;849;acceso a television direct TV;TVcable;0;N
9095;850;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9096;850;Se debe usar gorro;Piscina;0;Y
9097;850;platos a la crata Y menu;restaurante;0;Y
9098;850;para un carro por habitación;Parqueadero;0;Y
9099;850;Acceso a wifi;Wifi;0;Y
9100;850;acceso a television direct TV;TVcable;0;N
9101;851;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9102;851;Se debe usar gorro;Piscina;0;Y
9103;851;platos a la crata Y menu;restaurante;0;Y
9104;851;para un carro por habitación;Parqueadero;0;Y
9105;851;Acceso a wifi;Wifi;0;Y
9106;851;acceso a television direct TV;TVcable;0;N
9107;852;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9108;852;Se debe usar gorro;Piscina;0;Y
9109;852;platos a la crata Y menu;restaurante;0;Y
9110;852;para un carro por habitación;Parqueadero;0;Y
9111;852;Acceso a wifi;Wifi;0;Y
9112;852;acceso a television direct TV;TVcable;0;N
9113;853;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9114;853;Se debe usar gorro;Piscina;0;Y
9115;853;platos a la crata Y menu;restaurante;0;Y
9116;853;para un carro por habitación;Parqueadero;0;Y
9117;853;Acceso a wifi;Wifi;0;Y
9118;853;acceso a television direct TV;TVcable;0;N
9119;854;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9120;854;Se debe usar gorro;Piscina;0;Y
9121;854;platos a la crata Y menu;restaurante;0;Y
9122;854;para un carro por habitación;Parqueadero;0;Y
9123;854;Acceso a wifi;Wifi;0;Y
9124;854;acceso a television direct TV;TVcable;0;N
9125;855;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9126;855;Se debe usar gorro;Piscina;0;Y
9127;855;platos a la crata Y menu;restaurante;0;Y
9128;855;para un carro por habitación;Parqueadero;0;Y
9129;855;Acceso a wifi;Wifi;0;Y
9130;855;acceso a television direct TV;TVcable;0;N
9131;856;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9132;856;Se debe usar gorro;Piscina;0;Y
9133;856;platos a la crata Y menu;restaurante;0;Y
9134;856;para un carro por habitación;Parqueadero;0;Y
9135;856;Acceso a wifi;Wifi;0;Y
9136;856;acceso a television direct TV;TVcable;0;N
9137;857;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9138;857;Se debe usar gorro;Piscina;0;Y
9139;857;platos a la crata Y menu;restaurante;0;Y
9140;857;para un carro por habitación;Parqueadero;0;Y
9141;857;Acceso a wifi;Wifi;0;Y
9142;857;acceso a television direct TV;TVcable;0;N
9143;858;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9144;858;Se debe usar gorro;Piscina;0;Y
9145;858;platos a la crata Y menu;restaurante;0;Y
9146;858;para un carro por habitación;Parqueadero;0;Y
9147;858;Acceso a wifi;Wifi;0;Y
9148;858;acceso a television direct TV;TVcable;0;N
9149;859;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9150;859;Se debe usar gorro;Piscina;0;Y
9151;859;platos a la crata Y menu;restaurante;0;Y
9152;859;para un carro por habitación;Parqueadero;0;Y
9153;859;Acceso a wifi;Wifi;0;Y
9154;859;acceso a television direct TV;TVcable;0;N
9155;860;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9156;860;Se debe usar gorro;Piscina;0;Y
9157;860;platos a la crata Y menu;restaurante;0;Y
9158;860;para un carro por habitación;Parqueadero;0;Y
9159;860;Acceso a wifi;Wifi;0;Y
9160;860;acceso a television direct TV;TVcable;0;N
9161;861;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9162;861;Se debe usar gorro;Piscina;0;Y
9163;861;platos a la crata Y menu;restaurante;0;Y
9164;861;para un carro por habitación;Parqueadero;0;Y
9165;861;Acceso a wifi;Wifi;0;Y
9166;861;acceso a television direct TV;TVcable;0;N
9167;862;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9168;862;Se debe usar gorro;Piscina;0;Y
9169;862;platos a la crata Y menu;restaurante;0;Y
9170;862;para un carro por habitación;Parqueadero;0;Y
9171;862;Acceso a wifi;Wifi;0;Y
9172;862;acceso a television direct TV;TVcable;0;N
9173;863;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9174;863;Se debe usar gorro;Piscina;0;Y
9175;863;platos a la crata Y menu;restaurante;0;Y
9176;863;para un carro por habitación;Parqueadero;0;Y
9177;863;Acceso a wifi;Wifi;0;Y
9178;863;acceso a television direct TV;TVcable;0;N
9179;864;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9180;864;Se debe usar gorro;Piscina;0;Y
9181;864;platos a la crata Y menu;restaurante;0;Y
9182;864;para un carro por habitación;Parqueadero;0;Y
9183;864;Acceso a wifi;Wifi;0;Y
9184;864;acceso a television direct TV;TVcable;0;N
9185;865;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9186;865;Se debe usar gorro;Piscina;0;Y
9187;865;platos a la crata Y menu;restaurante;0;Y
9188;865;para un carro por habitación;Parqueadero;0;Y
9189;865;Acceso a wifi;Wifi;0;Y
9190;865;acceso a television direct TV;TVcable;0;N
9191;866;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9192;866;Se debe usar gorro;Piscina;0;Y
9193;866;platos a la crata Y menu;restaurante;0;Y
9194;866;para un carro por habitación;Parqueadero;0;Y
9195;866;Acceso a wifi;Wifi;0;Y
9196;866;acceso a television direct TV;TVcable;0;N
9197;867;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9198;867;Se debe usar gorro;Piscina;0;Y
9199;867;platos a la crata Y menu;restaurante;0;Y
9200;867;para un carro por habitación;Parqueadero;0;Y
9201;867;Acceso a wifi;Wifi;0;Y
9202;867;acceso a television direct TV;TVcable;0;N
9203;868;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9204;868;Se debe usar gorro;Piscina;0;Y
9205;868;platos a la crata Y menu;restaurante;0;Y
9206;868;para un carro por habitación;Parqueadero;0;Y
9207;868;Acceso a wifi;Wifi;0;Y
9208;868;acceso a television direct TV;TVcable;0;N
9209;869;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9210;869;Se debe usar gorro;Piscina;0;Y
9211;869;platos a la crata Y menu;restaurante;0;Y
9212;869;para un carro por habitación;Parqueadero;0;Y
9213;869;Acceso a wifi;Wifi;0;Y
9214;869;acceso a television direct TV;TVcable;0;N
9215;870;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9216;870;Se debe usar gorro;Piscina;0;Y
9217;870;platos a la crata Y menu;restaurante;0;Y
9218;870;para un carro por habitación;Parqueadero;0;Y
9219;870;Acceso a wifi;Wifi;0;Y
9220;870;acceso a television direct TV;TVcable;0;N
9221;871;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9222;871;Se debe usar gorro;Piscina;0;Y
9223;871;platos a la crata Y menu;restaurante;0;Y
9224;871;para un carro por habitación;Parqueadero;0;Y
9225;871;Acceso a wifi;Wifi;0;Y
9226;871;acceso a television direct TV;TVcable;0;N
9227;872;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9228;872;Se debe usar gorro;Piscina;0;Y
9229;872;platos a la crata Y menu;restaurante;0;Y
9230;872;para un carro por habitación;Parqueadero;0;Y
9231;872;Acceso a wifi;Wifi;0;Y
9232;872;acceso a television direct TV;TVcable;0;N
9233;873;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9234;873;Se debe usar gorro;Piscina;0;Y
9235;873;platos a la crata Y menu;restaurante;0;Y
9236;873;para un carro por habitación;Parqueadero;0;Y
9237;873;Acceso a wifi;Wifi;0;Y
9238;873;acceso a television direct TV;TVcable;0;N
9239;874;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9240;874;Se debe usar gorro;Piscina;0;Y
9241;874;platos a la crata Y menu;restaurante;0;Y
9242;874;para un carro por habitación;Parqueadero;0;Y
9243;874;Acceso a wifi;Wifi;0;Y
9244;874;acceso a television direct TV;TVcable;0;N
9245;875;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9246;875;Se debe usar gorro;Piscina;0;Y
9247;875;platos a la crata Y menu;restaurante;0;Y
9248;875;para un carro por habitación;Parqueadero;0;Y
9249;875;Acceso a wifi;Wifi;0;Y
9250;875;acceso a television direct TV;TVcable;0;N
9251;876;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9252;876;Se debe usar gorro;Piscina;0;Y
9253;876;platos a la crata Y menu;restaurante;0;Y
9254;876;para un carro por habitación;Parqueadero;0;Y
9255;876;Acceso a wifi;Wifi;0;Y
9256;876;acceso a television direct TV;TVcable;0;N
9257;877;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9258;877;Se debe usar gorro;Piscina;0;Y
9259;877;platos a la crata Y menu;restaurante;0;Y
9260;877;para un carro por habitación;Parqueadero;0;Y
9261;877;Acceso a wifi;Wifi;0;Y
9262;877;acceso a television direct TV;TVcable;0;N
9263;878;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9264;878;Se debe usar gorro;Piscina;0;Y
9265;878;platos a la crata Y menu;restaurante;0;Y
9266;878;para un carro por habitación;Parqueadero;0;Y
9267;878;Acceso a wifi;Wifi;0;Y
9268;878;acceso a television direct TV;TVcable;0;N
9269;879;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9270;879;Se debe usar gorro;Piscina;0;Y
9271;879;platos a la crata Y menu;restaurante;0;Y
9272;879;para un carro por habitación;Parqueadero;0;Y
9273;879;Acceso a wifi;Wifi;0;Y
9274;879;acceso a television direct TV;TVcable;0;N
9275;880;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9276;880;Se debe usar gorro;Piscina;0;Y
9277;880;platos a la crata Y menu;restaurante;0;Y
9278;880;para un carro por habitación;Parqueadero;0;Y
9279;880;Acceso a wifi;Wifi;0;Y
9280;880;acceso a television direct TV;TVcable;0;N
9281;881;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9282;881;Se debe usar gorro;Piscina;0;Y
9283;881;platos a la crata Y menu;restaurante;0;Y
9284;881;para un carro por habitación;Parqueadero;0;Y
9285;881;Acceso a wifi;Wifi;0;Y
9286;881;acceso a television direct TV;TVcable;0;N
9287;882;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9288;882;Se debe usar gorro;Piscina;0;Y
9289;882;platos a la crata Y menu;restaurante;0;Y
9290;882;para un carro por habitación;Parqueadero;0;Y
9291;882;Acceso a wifi;Wifi;0;Y
9292;882;acceso a television direct TV;TVcable;0;N
9293;883;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9294;883;Se debe usar gorro;Piscina;0;Y
9295;883;platos a la crata Y menu;restaurante;0;Y
9296;883;para un carro por habitación;Parqueadero;0;Y
9297;883;Acceso a wifi;Wifi;0;Y
9298;883;acceso a television direct TV;TVcable;0;N
9299;884;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9300;884;Se debe usar gorro;Piscina;0;Y
9301;884;platos a la crata Y menu;restaurante;0;Y
9302;884;para un carro por habitación;Parqueadero;0;Y
9303;884;Acceso a wifi;Wifi;0;Y
9304;884;acceso a television direct TV;TVcable;0;N
9305;885;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9306;885;Se debe usar gorro;Piscina;0;Y
9307;885;platos a la crata Y menu;restaurante;0;Y
9308;885;para un carro por habitación;Parqueadero;0;Y
9309;885;Acceso a wifi;Wifi;0;Y
9310;885;acceso a television direct TV;TVcable;0;N
9311;886;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9312;886;Se debe usar gorro;Piscina;0;Y
9313;886;platos a la crata Y menu;restaurante;0;Y
9314;886;para un carro por habitación;Parqueadero;0;Y
9315;886;Acceso a wifi;Wifi;0;Y
9316;886;acceso a television direct TV;TVcable;0;N
9317;887;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9318;887;Se debe usar gorro;Piscina;0;Y
9319;887;platos a la crata Y menu;restaurante;0;Y
9320;887;para un carro por habitación;Parqueadero;0;Y
9321;887;Acceso a wifi;Wifi;0;Y
9322;887;acceso a television direct TV;TVcable;0;N
9323;888;Se ofrece una recepcion de 24 horas;Recepcion;0;Y
9324;888;Se debe usar gorro;Piscina;0;Y
