NUMRESERVA;IDALOJAMIENTO;IDMIEMBRO;TIPOID;DIARESERVA;TIEMPODIAS
23218;7878;79057;CC;23/02/20;95
23219;7879;80441;CC;15/02/20;47
23220;7880;79394;CC;23/03/20;88
23221;7881;75137;CC;6/03/20;44
23222;7882;75575;CC;23/02/20;76
23223;7883;73335;CC;21/03/20;66
23224;7884;80047;CC;15/02/20;49
23225;7885;73697;CC;26/03/20;84
23226;7886;81334;TI;19/02/20;92
23227;7887;74783;CC;15/03/20;102
23228;7888;74056;CC;10/03/20;49
23229;7889;74158;CC;12/02/20;90
23230;7890;77742;CC;14/03/20;47
23231;7891;72214;CC;10/02/20;114
23232;7892;76806;CC;13/03/20;32
23233;7893;82007;CC;22/03/20;113
23234;7894;76813;CC;12/03/20;53
23235;7895;74120;CC;25/03/20;61
23236;7896;76546;CC;1/03/20;114
23237;7897;77976;TI;25/02/20;33
23238;7898;76918;CC;25/02/20;100
23239;7899;72246;TI;27/03/20;46
23240;7900;77034;CC;19/03/20;41
23241;7901;79653;CC;13/02/20;108
23242;7902;78162;CC;20/02/20;102
23243;7903;78901;CC;1/03/20;101
23244;7904;77796;CC;9/03/20;100
23245;7905;75004;CC;13/02/20;74
23246;7906;78964;CC;15/03/20;36
23247;7907;78659;CC;31/03/20;89
23248;7908;80000;CC;17/02/20;93
23249;7909;78596;CC;13/02/20;120
23250;7910;82027;CC;8/02/20;58
23251;7911;80377;CC;16/02/20;37
23252;7912;79009;CC;4/03/20;102
23253;7913;75501;CC;6/02/20;62
23254;7914;81560;CC;4/02/20;103
23255;7915;76282;CC;7/03/20;65
23256;7916;80771;CC;26/02/20;105
23257;7917;75372;CC;18/03/20;36
23258;7918;75511;CC;10/03/20;99
23259;7919;73014;CC;29/03/20;56
23260;7920;81075;CC;24/02/20;56
23261;7921;81950;CC;28/03/20;99
23262;7922;75748;CC;24/02/20;106
23263;7923;75972;CC;26/02/20;110
23264;7924;80882;CC;8/03/20;99
23265;7925;72205;CC;9/03/20;43
23266;7926;80155;CC;3/02/20;46
23267;7927;81580;CC;2/03/20;62
23268;7928;78647;CC;11/02/20;79
23269;7929;80410;CC;13/02/20;45
23270;7930;74883;CC;8/02/20;77
23271;7931;79022;CC;14/02/20;93
23272;7932;76957;CC;3/03/20;71
23273;7933;74917;CC;17/03/20;87
23274;7934;79942;CC;11/03/20;105
23275;7935;79882;CC;24/02/20;35
23276;7936;73392;CC;30/03/20;78
23277;7937;73069;CC;11/03/20;106
23278;7938;72767;CC;2/03/20;77
23279;7939;80829;CC;31/03/20;68
23280;7940;81480;CC;16/02/20;68
23281;7941;80840;CC;9/03/20;50
23282;7942;72268;CC;29/03/20;86
23283;7943;74793;CC;6/02/20;106
23284;7944;78678;CC;23/02/20;102
23285;7945;77443;CC;5/02/20;50
23286;7946;78066;CC;6/02/20;33
23287;7947;73721;CC;21/03/20;58
23288;7948;76483;CC;13/02/20;74
23289;7949;80951;CC;28/02/20;47
23290;7950;73666;CC;5/03/20;68
23291;7951;81173;CC;9/02/20;109
23292;7952;76159;CC;2/03/20;112
23293;7953;76730;CC;4/02/20;95
23294;7954;72764;CC;20/03/20;110
23295;7955;79585;CC;23/02/20;49
23296;7956;81657;CC;3/02/20;51
23297;7957;73493;CC;15/03/20;81
23298;7958;75225;CC;4/02/20;77
23299;7959;77519;CC;5/03/20;83
23300;7960;72306;CC;27/03/20;120
23301;7961;79129;CC;1/02/20;32
23302;7962;76721;CC;19/03/20;75
23303;7963;74723;CC;20/03/20;78
23304;7964;76553;CC;9/02/20;69
23305;7965;77822;CC;8/03/20;73
23306;7966;74020;CC;22/03/20;52
23307;7967;75050;CC;17/03/20;56
23308;7968;76870;CC;26/03/20;94
23309;7969;81446;CC;19/03/20;92
23310;7970;78322;TI;10/02/20;115
23311;7971;74229;CC;25/02/20;117
23312;7972;78063;CC;9/02/20;40
23313;7973;80361;CC;2/02/20;47
23314;7974;74501;CC;20/03/20;106
23315;7975;75955;CC;20/03/20;80
23316;7976;74769;CC;10/03/20;75
23317;7977;77024;CC;15/03/20;37
23318;7978;77995;CC;3/03/20;112
23319;7979;81093;CC;9/02/20;108
23320;7980;75964;CC;17/02/20;86
23321;7981;74926;CC;16/02/20;57
23322;7982;74110;CC;4/02/20;95
23323;7983;78676;CC;1/03/20;86
23324;7984;80428;CC;4/02/20;63
23325;7985;74352;CC;22/03/20;49
23326;7986;76146;CC;1/03/20;78
23327;7987;73084;CC;23/02/20;111
23328;7988;75583;CC;23/02/20;115
23329;7989;81910;CC;16/02/20;50
23330;7990;75520;CC;19/03/20;101
23331;7991;74267;CC;7/03/20;113
23332;7992;75207;CC;14/03/20;32
23333;7993;82090;CC;9/02/20;98
23334;7994;78812;CC;29/02/20;34
23335;7995;74696;CC;15/03/20;65
23336;7996;79295;CC;5/03/20;103
23337;7997;78496;CC;21/03/20;90
23338;7998;80710;CC;22/03/20;109
23339;7999;75922;CC;15/03/20;83
23340;8000;79756;CC;3/03/20;119
23341;8001;80161;CC;24/02/20;76
23342;8002;81592;CC;20/02/20;81
23343;8003;77852;CC;20/02/20;115
23344;8004;79860;CC;6/03/20;111
23345;8005;77107;CC;17/02/20;89
23346;8006;78515;CC;15/03/20;77
23347;8007;77445;CC;21/02/20;61
23348;8008;75123;CC;28/02/20;100
23349;8009;81884;CC;23/03/20;106
23350;8010;73089;CC;15/03/20;66
23351;8011;76569;CC;19/02/20;113
23352;8012;73649;CC;14/03/20;55
23353;8013;73199;CC;8/02/20;59
23354;8014;79607;CC;24/02/20;81
23355;8015;75696;TI;19/02/20;45
23356;8016;79378;CC;1/03/20;31
23357;8017;74235;CC;3/02/20;81
23358;8018;75376;CC;8/03/20;97
23359;8019;73216;TI;30/03/20;90
23360;8020;79596;CC;20/02/20;79
23361;8021;80581;CC;17/02/20;119
23362;8022;76895;CC;11/03/20;55
23363;8023;79595;CC;11/03/20;84
23364;8024;74572;CC;27/03/20;89
23365;8025;78755;TI;7/03/20;36
23366;8026;80244;CC;27/02/20;64
23367;8027;80937;CC;23/03/20;54
23368;8028;79100;CC;11/03/20;86
23369;8029;76272;CC;15/02/20;42
23370;8030;79559;CC;19/02/20;38
23371;8031;79896;CC;14/02/20;112
23372;8032;75936;CC;4/03/20;54
23373;8033;81275;CC;23/02/20;64
23374;8034;76892;CC;5/03/20;94
23375;8035;74018;CC;18/02/20;119
23376;8036;78636;CC;12/02/20;95
23377;8037;75557;CC;26/03/20;113
23378;8038;77094;CC;19/03/20;68
23379;8039;75341;CC;25/03/20;50
23380;8040;76913;CC;25/03/20;42
23381;8041;77806;CC;16/02/20;108
23382;8042;76616;CC;25/03/20;96
23383;8043;78020;CC;1/03/20;109
23384;8044;77969;CC;5/03/20;75
23385;8045;80964;CC;16/03/20;83
23386;8046;78490;CC;10/03/20;47
23387;8047;77967;CC;13/03/20;86
23388;8048;77428;CC;21/03/20;112
23389;8049;75433;CC;18/03/20;70
23390;8050;76784;CC;26/03/20;107
23391;8051;81819;CC;5/03/20;120
23392;8052;73698;CC;11/02/20;67
23393;8053;74086;CC;24/03/20;56
23394;8054;77457;CC;12/03/20;43
23395;8055;76054;CC;26/02/20;75
23396;8056;74964;CC;11/03/20;80
23397;8057;77654;CC;20/03/20;49
23398;8058;77061;CC;12/02/20;69
23399;8059;72692;CC;19/03/20;101
23400;8060;76678;CC;20/02/20;102
23401;8061;79895;CC;28/02/20;117
23402;8062;81346;CC;11/02/20;45
23403;8063;73164;CC;12/03/20;36
23404;8064;80199;CC;25/03/20;92
23405;8065;80630;CC;23/03/20;57
23406;8066;77415;CC;8/03/20;31
23407;8067;78305;CC;2/03/20;67
23408;8068;75503;CC;20/02/20;40
23409;8069;80497;TI;9/02/20;63
23410;8070;75408;CC;5/02/20;63
23411;8071;80525;CC;7/02/20;53
23412;8072;72933;CC;24/02/20;49
23413;8073;72280;CC;30/03/20;115
23414;8074;77808;CC;4/02/20;100
23415;8075;79575;CC;14/03/20;48
23416;8076;73747;CC;14/02/20;93
23417;8077;77882;CC;3/03/20;112
23418;8078;73932;CC;7/02/20;107
23419;8079;81838;CC;14/03/20;57
23420;8080;80086;CC;9/02/20;90
23421;8081;75388;CC;13/02/20;55
23422;8082;73440;CC;2/02/20;70
23423;8083;73613;CC;1/03/20;104
23424;8084;73645;CC;21/03/20;57
23425;8085;80962;CC;16/03/20;80
23426;8086;78711;CC;3/02/20;44
23427;8087;78108;CC;12/02/20;55
23428;8088;77451;CC;14/03/20;61
23429;8089;80176;CC;7/02/20;34
23430;8090;76926;CC;29/02/20;92
23431;8091;81729;CC;24/03/20;109
23432;8092;73262;CC;15/03/20;53
23433;8093;81434;CC;25/03/20;108
23434;8094;78717;CC;13/03/20;71
23435;8095;80714;CC;22/02/20;101
23436;8096;73560;CC;9/02/20;35
23437;8097;74806;CC;26/03/20;81
23438;8098;72341;CC;26/03/20;31
23439;8099;74687;CC;5/03/20;35
23440;8100;75971;CC;15/03/20;68
23441;8101;79164;CC;9/02/20;80
23442;8102;79213;CC;2/03/20;67
23443;8103;74430;CC;30/03/20;92
23444;8104;77500;CC;16/03/20;43
23445;8105;79698;CC;12/02/20;83
23446;8106;74846;CC;20/02/20;113
23447;8107;75858;CC;26/03/20;49
23448;8108;79358;CC;12/02/20;50
23449;8109;76965;CC;9/02/20;75
23450;8110;75129;CC;14/02/20;62
23451;8111;76520;CC;8/03/20;66
23452;8112;74384;CC;24/03/20;49
23453;8113;81487;CC;16/03/20;56
23454;8114;77648;CC;22/03/20;119
23455;8115;74720;CC;4/03/20;96
23456;8116;79709;CC;7/03/20;51
23457;8117;78114;CC;19/03/20;88
23458;8118;76366;CC;26/03/20;35
23459;8119;75248;CC;13/03/20;58
23460;8120;73417;CC;9/02/20;104
23461;8121;76529;CC;9/02/20;51
23462;8122;79855;CC;16/02/20;92
23463;8123;78937;CC;7/02/20;88
23464;8124;79335;CC;9/02/20;44
23465;8125;72618;CC;27/02/20;54
23466;8126;77609;CC;30/03/20;65
23467;8127;74724;CC;31/03/20;106
23468;8128;74490;CC;3/03/20;31
23469;8129;77582;CC;24/03/20;89
23470;8130;78381;CC;4/03/20;61
23471;8131;78855;CC;26/03/20;61
23472;8132;72582;CC;4/03/20;75
23473;8133;81009;CC;5/03/20;34
23474;8134;73996;CC;29/03/20;51
23475;8135;76967;CC;6/02/20;118
23476;8136;81119;CC;25/02/20;53
23477;8137;76462;CC;15/03/20;81
23478;8138;75145;CC;22/02/20;82
23479;8139;73187;CC;30/03/20;54
23480;8140;80849;CC;5/02/20;118
23481;8141;80639;CC;20/03/20;42
23482;8142;72899;CC;23/03/20;87
23483;8143;73051;CC;29/02/20;87
23484;8144;75897;CC;1/03/20;98
23485;8145;73620;CC;28/03/20;44
23486;8146;74517;CC;18/02/20;82
23487;8147;74573;CC;19/02/20;45
23488;8148;73529;CC;4/02/20;51
23489;8149;80162;CC;11/03/20;40
23490;8150;80179;CC;7/03/20;75
23491;8151;78078;CC;22/02/20;37
23492;8152;75781;CC;9/02/20;59
23493;8153;75424;CC;20/03/20;47
23494;8154;78985;CC;13/03/20;118
23495;8155;79708;CC;7/02/20;50
23496;8156;78480;CC;19/02/20;77
23497;8157;77661;CC;1/03/20;77
23498;8158;76501;CC;23/02/20;35
23499;8159;73722;CC;17/03/20;56
23500;8160;81239;CC;8/03/20;117
23501;8161;72815;CC;23/02/20;44
23502;8162;74425;CC;13/02/20;96
23503;8163;74837;CC;7/03/20;82
23504;8164;74656;CC;12/03/20;69
23505;8165;77175;CC;7/02/20;72
23506;8166;73609;CC;22/03/20;109
23507;8167;74816;CC;19/03/20;77
23508;8168;74905;CC;1/02/20;103
23509;8169;79540;CC;13/02/20;111
23510;8170;78373;CC;25/03/20;74
23511;8171;73597;CC;29/02/20;81
23512;8172;73088;CC;14/02/20;59
23513;8173;76410;CC;15/03/20;100
23514;8174;80004;CC;21/02/20;53
23515;8175;77532;CC;8/02/20;92
23516;8176;73078;CC;6/02/20;87
23517;8177;77211;CC;11/02/20;72
23518;8178;79119;CC;18/02/20;65
23519;8179;77668;CC;19/02/20;59
23520;8180;73835;CC;9/03/20;89
23521;8181;75445;CC;13/02/20;64
23522;8182;79283;CC;9/03/20;70
23523;8183;74459;CC;17/02/20;111
23524;8184;81146;CC;21/02/20;115
23525;8185;73543;CC;9/02/20;85
23526;8186;78911;CC;27/02/20;95
23527;8187;74759;CC;19/02/20;67
23528;8188;81931;CC;18/02/20;82
23529;8189;78042;CC;3/02/20;91
23530;8190;74906;CC;12/03/20;43
23531;8191;81296;CC;6/02/20;88
23532;8192;75854;CC;24/03/20;107
23533;8193;74678;CC;1/02/20;95
23534;8194;72135;CC;3/02/20;62
23535;8195;80307;CC;26/03/20;92
23536;8196;73432;CC;7/02/20;74
23537;8197;74553;CC;19/03/20;75
23538;8198;77974;CC;2/02/20;56
23539;8199;77574;CC;26/03/20;82
23540;8200;80853;CC;17/02/20;65
23541;8201;73849;CC;20/03/20;98
23542;8202;77431;CC;7/03/20;40
23543;8203;80411;CC;18/03/20;39
23544;8204;74058;CC;1/02/20;91
23545;8205;74780;CC;16/03/20;116
23546;8206;77588;CC;25/02/20;42
23547;8207;72603;CC;19/02/20;63
23548;8208;79985;CC;22/02/20;114
23549;8209;80249;CC;29/03/20;64
23550;8210;77295;CC;11/03/20;90
23551;8211;74049;CC;5/03/20;55
23552;8212;79620;CC;7/03/20;38
23553;8213;78488;CC;7/03/20;117
23554;8214;76633;CC;16/02/20;89
23555;8215;79270;CC;10/02/20;71
23556;8216;78526;CC;15/02/20;109
23557;8217;74033;CC;13/02/20;34
23558;8218;77663;CC;25/03/20;81
23559;8219;78529;CC;20/03/20;52
23560;8220;75515;CC;25/02/20;108
23561;8221;77456;CC;18/02/20;57
23562;8222;72634;CC;29/03/20;117
23563;8223;78122;CC;26/02/20;56
23564;8224;74658;CC;27/03/20;80
23565;8225;74408;CC;11/03/20;41
23566;8226;81060;CC;4/02/20;62
23567;8227;77547;CC;22/02/20;85
23568;8228;75622;CC;2/03/20;89
23569;8229;74640;CC;17/02/20;100
23570;8230;73044;CC;26/03/20;34
23571;8231;74508;CC;7/03/20;84
23572;8232;74317;CC;23/02/20;78
23573;8233;78007;CC;13/02/20;111
23574;8234;75843;CC;3/03/20;115
23575;8235;79013;CC;9/02/20;116
23576;8236;80283;CC;11/03/20;105
23577;8237;80446;CC;21/03/20;63
23578;8238;78907;CC;22/02/20;66
23579;8239;80564;CC;16/03/20;32
23580;8240;74380;CC;23/02/20;38
23581;8241;76683;CC;26/02/20;56
23582;8242;77157;CC;31/03/20;90
23583;8243;73598;CC;6/03/20;67
23584;8244;77469;CC;28/03/20;56
23585;8245;75051;CC;6/02/20;110
23586;8246;72140;CC;23/03/20;63
23587;8247;75479;CC;1/02/20;74
23588;8248;78402;CC;12/03/20;54
23589;8249;81006;CC;15/02/20;62
23590;8250;78379;CC;18/02/20;73
23591;8251;73192;CC;30/03/20;104
23592;8252;77242;CC;20/02/20;53
23593;8253;81881;CC;2/02/20;60
23594;8254;80111;CC;21/03/20;41
23595;8255;81253;CC;3/02/20;89
23596;8256;73453;CC;10/02/20;61
23597;8257;73156;CC;18/02/20;86
23598;8258;74722;CC;16/02/20;56
23599;8259;72166;CC;4/03/20;32
23600;8260;73234;CC;20/02/20;44
23601;8261;78503;CC;4/03/20;31
23602;8262;77296;CC;28/02/20;65
23603;8263;80926;CC;13/02/20;99
23604;8264;80883;CC;4/03/20;80
23605;8265;81274;CC;26/03/20;59
23606;8266;77376;CC;26/03/20;107
23607;8267;73140;CC;6/03/20;80
23608;8268;74418;CC;14/02/20;57
23609;8269;81695;CC;13/02/20;85
23610;8270;80076;CC;18/03/20;80
23611;8271;78369;TI;1/03/20;107
23612;8272;77539;CC;24/03/20;32
23613;8273;75346;CC;14/03/20;120
23614;8274;76714;CC;14/03/20;31
23615;8275;81716;TI;5/03/20;35
23616;8276;79542;CC;9/03/20;115
23617;8277;81887;CC;10/02/20;40
23618;8278;81902;CC;19/02/20;84
23619;8279;74581;CC;26/02/20;104
23620;8280;79364;CC;8/02/20;64
23621;8281;81559;CC;11/02/20;58
23622;8282;81203;CC;5/03/20;66
23623;8283;75399;CC;26/02/20;34
23624;8284;79707;CC;8/03/20;113
23625;8285;81362;CC;16/03/20;48
23626;8286;73545;CC;27/03/20;104
23627;8287;77395;CC;8/02/20;110
23628;8288;74725;CC;11/03/20;65
23629;8289;77483;CC;14/02/20;100
23630;8290;73497;CC;30/03/20;62
23631;8291;78472;CC;13/02/20;88
23632;8292;81148;CC;28/02/20;62
23633;8293;81731;CC;5/03/20;98
23634;8294;74316;CC;4/02/20;101
23635;8295;74512;CC;23/03/20;98
23636;8296;77417;CC;29/02/20;51
23637;8297;73322;CC;19/03/20;54
23638;8298;81340;CC;28/03/20;93
23639;8299;81646;CC;13/02/20;116
23640;8300;81614;CC;24/02/20;90
23641;8301;80496;CC;7/03/20;100
23642;8302;77782;CC;13/03/20;111
23643;8303;82036;CC;2/03/20;82
23644;8304;78156;CC;26/02/20;59
23645;8305;72898;CC;25/03/20;72
23646;8306;81084;CC;29/03/20;85
23647;8307;73640;CC;3/03/20;57
23648;8308;76929;CC;28/03/20;47
23649;8309;75563;CC;27/03/20;48
23650;8310;81623;TI;17/02/20;37
23651;8311;74473;CC;25/02/20;78
23652;8312;78522;CC;25/02/20;33
23653;8313;79182;CC;1/02/20;111
23654;8314;80131;CC;9/02/20;36
23655;8315;73691;CC;29/03/20;75
23656;8316;72865;CC;15/02/20;101
23657;8317;75589;CC;14/03/20;101
23658;8318;79883;CC;24/03/20;52
23659;8319;79551;CC;30/03/20;90
23660;8320;77803;CC;30/03/20;96
23661;8321;77814;CC;1/02/20;111
23662;8322;75904;CC;3/03/20;53
23663;8323;80477;CC;4/03/20;45
23664;8324;74533;CC;2/03/20;78
23665;8325;77439;CC;17/03/20;69
23666;8326;76474;CC;3/02/20;40
23667;8327;79806;CC;25/03/20;84
23668;8328;80221;CC;15/03/20;91
23669;8329;80952;CC;18/02/20;43
23670;8330;78200;CC;8/03/20;31
23671;8331;72827;CC;24/03/20;61
23672;8332;78271;CC;17/02/20;46
23673;8333;80688;CC;6/02/20;84
23674;8334;75147;CC;28/03/20;46
23675;8335;80645;CC;11/03/20;107
23676;8336;77019;CC;29/02/20;55
23677;8337;76723;CC;4/02/20;120
23678;8338;76887;CC;19/02/20;113
23679;8339;76373;CC;2/02/20;36
23680;8340;78269;CC;26/03/20;107
23681;8341;79201;CC;4/03/20;103
23682;8342;72975;CC;15/02/20;111
23683;8343;81638;CC;4/03/20;109
23684;8344;79431;CC;27/03/20;88
23685;8345;81860;CC;18/02/20;56
23686;8346;78006;CC;7/02/20;42
23687;8347;75896;CC;17/02/20;54
23688;8348;74584;CC;15/02/20;56
23689;8349;74186;CC;6/02/20;118
23690;8350;81399;CC;22/03/20;98
23691;8351;74287;CC;11/02/20;74
23692;8352;78913;CC;20/03/20;43
23693;8353;77651;CC;1/03/20;80
23694;8354;78809;CC;29/02/20;48
23695;8355;77703;CC;13/02/20;52
23696;8356;73106;CC;1/03/20;82
23697;8357;72388;CC;14/02/20;75
23698;8358;75914;CC;27/02/20;56
23699;8359;81368;CC;12/03/20;111
23700;8360;74367;CC;13/02/20;104
23701;8361;73730;CC;8/03/20;86
23702;8362;75884;CC;5/02/20;55
23703;8363;81847;CC;18/03/20;98
23704;8364;77215;CC;19/02/20;86
23705;8365;81511;CC;16/02/20;99
23706;8366;75357;CC;24/03/20;47
23707;8367;74691;CC;3/03/20;96
23708;8368;81655;CC;13/02/20;88
23709;8369;75792;CC;29/02/20;79
23710;8370;78684;CC;7/02/20;70
23711;8371;76939;CC;17/03/20;63
23712;8372;81186;CC;25/03/20;40
23713;8373;78071;CC;17/02/20;86
23714;8374;77579;CC;9/03/20;43
23715;8375;72602;CC;3/03/20;90
23716;8376;73253;CC;20/02/20;110
23717;8377;79214;CC;17/03/20;100
23718;8378;76460;CC;21/03/20;85
23719;8379;74504;CC;1/02/20;96
23720;8380;78776;CC;19/02/20;90
23721;8381;78102;CC;21/03/20;113
23722;8382;72665;CC;28/02/20;91
23723;8383;79872;CC;9/03/20;97
23724;8384;76205;CC;25/02/20;64
23725;8385;76983;CC;20/03/20;72
23726;8386;80773;CC;26/03/20;56
23727;8387;75508;CC;11/03/20;68
23728;8388;78621;CC;6/02/20;95
23729;8389;76293;CC;17/03/20;39
23730;8390;78448;CC;1/02/20;81
23731;8391;78525;CC;19/02/20;65
23732;8392;76584;CC;5/03/20;64
23733;8393;79875;CC;27/02/20;37
23734;8394;77991;CC;29/03/20;93
23735;8395;79356;CC;17/02/20;96
23736;8396;79138;CC;20/03/20;46
23737;8397;77505;CC;31/03/20;59
23738;8398;76133;TI;19/03/20;51
23739;8399;80711;CC;9/03/20;97
23740;8400;79796;CC;12/03/20;113
23741;8401;80950;CC;1/03/20;104
23742;8402;80277;CC;29/02/20;103
23743;8403;75269;CC;21/02/20;98
23744;8404;76624;CC;2/02/20;99
23745;8405;76853;CC;6/03/20;72
23746;8406;81169;CC;9/02/20;64
23747;8407;81831;CC;27/02/20;77
23748;8408;77253;CC;15/02/20;120
23749;8409;76112;CC;1/03/20;115
23750;8410;77265;CC;11/02/20;59
23751;8411;81170;CC;3/02/20;76
23752;8412;76363;CC;21/02/20;66
23753;8413;77410;TI;21/03/20;43
23754;8414;77341;CC;14/02/20;98
23755;8415;77121;CC;5/02/20;37
23756;8416;74829;CC;30/03/20;40
23757;8417;75115;CC;6/02/20;104
23758;8418;80235;CC;28/02/20;38
23759;8419;72924;CC;13/02/20;92
23760;8420;73880;CC;3/02/20;61
23761;8421;75591;CC;21/02/20;105
23762;8422;75490;CC;2/03/20;77
23763;8423;77082;CC;2/02/20;32
23764;8424;81294;CC;11/02/20;93
23765;8425;77325;CC;22/03/20;68
23766;8426;79534;CC;19/03/20;91
23767;8427;79479;CC;15/03/20;87
23768;8428;75848;TI;13/03/20;50
23769;8429;79150;CC;14/03/20;61
23770;8430;78064;CC;18/02/20;114
23771;8431;73709;CC;4/03/20;43
23772;8432;80002;CC;10/03/20;44
23773;8433;74147;CC;6/02/20;79
23774;8434;74800;CC;9/02/20;31
23775;8435;77057;CC;7/03/20;92
23776;8436;77789;CC;28/03/20;41
23777;8437;80502;CC;5/02/20;53
23778;8438;76427;CC;17/03/20;46
23779;8439;78069;CC;21/03/20;35
23780;8440;80854;CC;21/02/20;65
23781;8441;75905;CC;6/02/20;68
23782;8442;72929;CC;31/03/20;105
23783;8443;76447;CC;28/02/20;64
23784;8444;75558;CC;23/02/20;90
23785;8445;72365;CC;6/03/20;70
23786;8446;73943;CC;12/02/20;106
23787;8447;75439;CC;4/02/20;65
23788;8448;80473;CC;8/02/20;102
23789;8449;76180;CC;8/03/20;73
23790;8450;81224;CC;11/03/20;39
23791;8451;79210;CC;3/02/20;68
23792;8452;81400;CC;24/02/20;55
23793;8453;75342;CC;15/02/20;46
23794;8454;80559;CC;25/03/20;100
