NUMRESERVA;IDALOJAMIENTO;IDMIEMBRO;TIPOID;DIARESERVA;TIEMPODIAS
237;37;100264;CC;22/03/19;5
238;38;94484;CC;28/02/19;6
239;39;101953;CE;6/02/19;3
240;40;93916;CE;3/02/19;5
241;41;97232;CE;9/02/19;5
242;42;100972;CE;16/02/19;7
243;43;95934;CE;18/02/19;2
244;44;94889;CC;18/02/19;6
245;45;95924;CC;15/03/19;3
246;46;100528;CE;17/03/19;1
247;47;96245;CE;5/02/19;6
248;48;97930;CE;31/03/19;3
249;49;95065;CC;8/03/19;2
250;50;98793;CE;10/02/19;3
251;51;95582;CE;8/03/19;1
252;52;101484;CC;7/03/19;7
253;53;103133;CE;12/03/19;6
254;54;103093;CC;27/03/19;2
255;55;100467;CE;19/02/19;2
256;56;102877;CC;21/03/19;1
257;57;99231;CE;23/02/19;7
258;58;100566;CE;23/03/19;1
259;59;100723;CE;8/03/19;7
260;60;94478;CC;7/02/19;6
261;61;101041;CE;1/02/19;7
262;62;99787;CE;20/03/19;7
263;63;102425;CE;26/02/19;7
264;64;98012;CC;10/03/19;2
265;65;96588;CC;6/03/19;4
266;66;97803;CE;11/02/19;3
267;67;100561;CE;27/03/19;1
268;68;99905;CC;5/02/19;4
269;69;94034;CE;7/02/19;1
270;70;93751;CE;16/03/19;5
271;71;101175;CE;7/03/19;1
272;72;101506;CC;7/03/19;7
273;73;96071;CC;17/03/19;3
274;74;93757;CC;13/02/19;2
275;75;97746;CC;11/02/19;1
276;76;93600;CC;8/03/19;7
277;77;95121;CC;4/02/19;2
278;78;94305;TI;19/02/19;6
279;79;93936;CE;6/03/19;7
280;80;102320;CE;22/02/19;1
281;81;93946;CC;16/03/19;4
282;82;103408;CC;6/03/19;3
283;83;100368;CC;8/02/19;2
284;84;102640;CC;5/03/19;5
285;85;97915;CC;22/02/19;6
286;86;96078;CC;11/03/19;6
287;87;101054;CE;14/03/19;6
288;88;96626;CC;12/02/19;3
289;89;99846;CE;2/02/19;5
290;90;96275;TI;21/02/19;3
291;91;96585;CC;17/03/19;7
292;92;94031;CE;1/02/19;5
293;93;98377;CC;12/03/19;6
294;94;102051;CE;14/03/19;2
295;95;93969;CE;21/02/19;7
296;96;102942;CC;13/03/19;6
297;97;99439;CE;22/03/19;3
298;98;102369;CC;4/02/19;6
299;99;98820;CE;15/02/19;2
300;100;98402;CC;8/03/19;1
301;101;96350;CE;23/03/19;6
302;102;99637;CC;12/03/19;4
303;103;100317;CE;25/03/19;7
304;104;103206;CE;12/03/19;3
305;105;96852;CE;27/02/19;5
306;106;95407;CE;14/03/19;4
307;107;99809;CE;14/03/19;1
308;108;99911;CE;20/02/19;4
309;109;93471;CC;25/03/19;5
310;110;100739;CE;1/02/19;2
311;111;99910;CC;18/03/19;5
312;112;95240;CE;10/03/19;3
313;113;99255;CC;11/02/19;6
314;114;97077;CC;4/03/19;3
315;115;101047;CE;18/02/19;4
316;116;96251;CE;7/02/19;1
317;117;99945;CE;18/03/19;3
318;118;94942;CE;19/03/19;6
319;119;96559;TI;10/02/19;3
320;120;95546;CC;3/03/19;7
321;121;101238;CC;3/02/19;5
322;122;101875;CE;22/03/19;1
323;123;98422;CC;22/02/19;1
324;124;97441;CC;7/02/19;5
325;125;94296;TI;7/03/19;2
326;126;97535;CC;27/03/19;7
327;127;97593;CE;15/02/19;6
328;128;98882;CC;26/02/19;4
329;129;101732;CC;5/03/19;6
330;130;100714;CC;14/03/19;4
331;131;96428;CC;18/03/19;3
332;132;95690;CE;11/02/19;1
333;133;103051;CE;29/03/19;2
334;134;97217;CE;2/02/19;7
335;135;100615;CE;14/02/19;6
336;136;101805;CC;14/02/19;7
337;137;103170;CE;24/03/19;3
338;138;99057;CC;9/03/19;4
339;139;96969;CC;22/02/19;7
340;140;98122;CE;14/02/19;3
341;141;94828;CC;4/02/19;5
342;142;97569;CC;9/02/19;3
343;143;101653;CC;21/02/19;4
344;144;95782;CE;17/03/19;5
345;145;100683;CE;25/02/19;1
346;146;98644;CE;9/02/19;3
347;147;95451;CC;8/03/19;6
348;148;95665;CC;30/03/19;6
349;149;96255;CC;16/03/19;3
350;150;96209;CC;1/02/19;5
351;151;94074;CC;25/03/19;1
352;152;96952;TI;10/02/19;5
353;153;94082;CE;2/03/19;5
354;154;101744;CC;26/02/19;2
355;155;97414;CE;8/03/19;6
356;156;98029;CE;27/02/19;4
357;157;99178;CE;11/03/19;5
358;158;95525;CC;18/02/19;3
359;159;95471;CC;26/03/19;5
360;160;102611;CC;1/02/19;3
361;161;96247;CE;20/03/19;5
362;162;93554;CC;16/02/19;6
363;163;98259;CE;29/03/19;5
364;164;95158;CE;27/02/19;3
365;165;97276;CC;18/02/19;3
366;166;95088;CC;23/02/19;7
367;167;100292;CE;13/02/19;5
368;168;103130;CE;8/02/19;6
369;169;100536;CC;17/02/19;1
370;170;98004;CE;28/02/19;4
371;171;98734;CC;18/02/19;7
372;172;101266;CC;25/03/19;4
373;173;97801;CC;19/02/19;5
374;174;100758;CC;27/02/19;4
375;175;94349;CE;22/03/19;2
376;176;101199;CC;16/02/19;7
377;177;100131;CE;7/02/19;6
378;178;100902;CC;6/02/19;6
379;179;100161;CC;13/02/19;3
380;180;102932;CE;5/02/19;7
381;181;99915;CE;13/02/19;3
382;182;100744;CC;29/03/19;6
383;183;101154;CC;9/02/19;3
384;184;97601;CC;22/03/19;5
385;185;95220;CE;23/03/19;3
386;186;94467;CE;24/03/19;2
387;187;101151;CE;16/03/19;1
388;188;93645;CC;16/03/19;4
389;189;99590;CE;17/02/19;3
390;190;101221;CC;28/03/19;2
391;191;100198;CC;3/02/19;3
392;192;99068;CE;4/03/19;5
393;193;98841;CE;6/03/19;7
394;194;96141;CE;13/02/19;3
395;195;102702;CC;23/03/19;4
396;196;100042;CC;21/02/19;4
397;197;97507;CC;24/03/19;1
398;198;101176;CE;27/02/19;5
399;199;103174;CC;10/02/19;1
400;200;101541;CC;21/03/19;2
401;1;97926;CE;13/03/20;4
402;2;98381;CE;6/02/20;1
403;3;95408;CC;4/03/20;5
404;4;96448;CE;6/03/20;4
405;5;98999;CE;25/02/20;7
406;6;100065;CE;18/03/20;7
407;7;102077;CE;3/03/20;5
408;8;98267;CC;10/03/20;2
409;9;97088;CC;12/02/20;4
410;10;96173;CC;8/03/20;1
411;11;95994;CC;4/03/20;3
412;12;100319;CC;15/03/20;2
413;13;94849;CE;18/03/20;2
414;14;94846;CE;22/03/20;6
415;15;96887;CC;19/03/20;4
416;16;96844;CE;18/03/20;1
417;17;93737;CE;6/02/20;2
418;18;93940;CC;26/03/20;6
419;19;99942;CC;9/02/20;6
420;20;101365;CC;12/03/20;2
421;21;95632;CC;5/02/20;4
422;22;98746;CE;30/03/20;6
423;23;96515;CE;13/02/20;4
424;24;99444;CE;1/03/20;4
425;25;103369;CE;31/03/20;4
426;26;93496;CE;4/03/20;2
427;27;97385;CE;25/03/20;6
428;28;95883;CE;16/02/20;1
429;29;93536;CC;16/02/20;3
430;30;95661;CE;10/03/20;6
431;31;101515;CE;27/02/20;1
432;32;93589;CE;25/02/20;7
433;33;95402;CC;28/02/20;3
434;34;98118;CE;5/03/20;2
435;35;94124;CE;22/03/20;2
436;36;95687;CE;10/03/20;3
437;37;100264;CC;23/02/20;1
438;38;94484;CC;22/03/20;2
439;39;101953;CE;16/02/20;1
440;40;93916;CE;13/02/20;7
441;41;97232;CE;23/03/20;4
442;42;100972;CE;2/02/20;3
443;43;95934;CE;31/03/20;7
444;44;94889;CC;23/03/20;4
445;45;95924;CC;30/03/20;5
446;46;100528;CE;28/02/20;7
447;47;96245;CE;26/02/20;7
448;48;97930;CE;8/02/20;1
449;49;95065;CC;10/03/20;3
450;50;98793;CE;8/02/20;2
451;51;95582;CE;21/03/20;6
452;52;101484;CC;20/02/20;6
453;53;103133;CE;20/02/20;1
454;54;103093;CC;27/03/20;4
455;55;100467;CE;1/03/20;3
456;56;102877;CC;17/03/20;5
457;57;99231;CE;18/03/20;3
458;58;100566;CE;16/03/20;1
459;59;100723;CE;17/03/20;3
460;60;94478;CC;18/03/20;7
461;61;101041;CE;27/02/20;1
462;62;99787;CE;14/03/20;5
463;63;102425;CE;19/02/20;4
464;64;98012;CC;17/03/20;7
465;65;96588;CC;24/03/20;6
466;66;97803;CE;26/03/20;2
467;67;100561;CE;15/03/20;6
468;68;99905;CC;7/03/20;3
469;69;94034;CE;9/02/20;7
470;70;93751;CE;19/02/20;4
471;71;101175;CE;17/03/20;7
472;72;101506;CC;20/02/20;5
473;73;96071;CC;7/02/20;4
474;74;93757;CC;24/02/20;4
475;75;97746;CC;26/02/20;1
476;76;93600;CC;21/03/20;6
477;77;95121;CC;4/02/20;3
478;78;94305;TI;3/02/20;7
479;79;93936;CE;5/02/20;7
480;80;102320;CE;24/02/20;5
481;81;93946;CC;2/03/20;1
482;82;103408;CC;8/03/20;2
483;83;100368;CC;30/03/20;7
484;84;102640;CC;10/03/20;5
485;85;97915;CC;11/02/20;7
486;86;96078;CC;21/03/20;3
487;87;101054;CE;12/03/20;1
488;88;96626;CC;3/02/20;3
489;89;99846;CE;4/03/20;7
490;90;96275;TI;11/02/20;1
491;91;96585;CC;20/02/20;6
492;92;94031;CE;14/02/20;1
493;93;98377;CC;21/02/20;6
494;94;102051;CE;28/03/20;2
495;95;93969;CE;16/02/20;1
496;96;102942;CC;25/03/20;5
497;97;99439;CE;8/02/20;3
498;98;102369;CC;22/02/20;5
499;99;98820;CE;29/02/20;7
500;100;98402;CC;6/03/20;4
501;101;96350;CE;17/03/20;7
502;102;99637;CC;17/03/20;4
503;103;100317;CE;24/02/20;5
504;104;103206;CE;8/02/20;1
505;105;96852;CE;17/02/20;7
506;106;95407;CE;3/03/20;1
507;107;99809;CE;14/02/20;7
508;108;99911;CE;30/03/20;6
509;109;93471;CC;12/03/20;3
510;110;100739;CE;28/02/20;7
511;111;99910;CC;27/02/20;7
512;112;95240;CE;28/02/20;7
513;113;99255;CC;16/02/20;2
514;114;97077;CC;28/03/20;6
515;115;101047;CE;19/03/20;5
516;116;96251;CE;13/03/20;5
517;117;99945;CE;13/02/20;1
518;118;94942;CE;15/03/20;5
519;119;96559;TI;9/02/20;2
520;120;95546;CC;24/03/20;7
521;121;101238;CC;11/03/20;3
522;122;101875;CE;24/03/20;6
523;123;98422;CC;20/03/20;1
524;124;97441;CC;7/03/20;2
525;125;94296;TI;6/03/20;1
526;126;97535;CC;26/02/20;4
527;127;97593;CE;17/03/20;2
528;128;98882;CC;1/02/20;4
529;129;101732;CC;10/02/20;4
530;130;100714;CC;9/02/20;5
531;131;96428;CC;4/02/20;7
532;132;95690;CE;21/02/20;2
533;133;103051;CE;22/02/20;6
534;134;97217;CE;22/03/20;3
535;135;100615;CE;12/02/20;5
536;136;101805;CC;6/03/20;4
537;137;103170;CE;10/02/20;5
538;138;99057;CC;6/02/20;4
539;139;96969;CC;25/02/20;2
540;140;98122;CE;23/02/20;2
541;141;94828;CC;5/02/20;1
542;142;97569;CC;12/02/20;1
543;143;101653;CC;19/02/20;3
544;144;95782;CE;4/03/20;2
545;145;100683;CE;9/03/20;2
546;146;98644;CE;28/03/20;1
547;147;95451;CC;12/02/20;7
548;148;95665;CC;1/02/20;4
549;149;96255;CC;31/03/20;7
550;150;96209;CC;12/03/20;1
551;151;94074;CC;11/02/20;1
552;152;96952;TI;5/03/20;4
553;153;94082;CE;2/03/20;5
554;154;101744;CC;17/02/20;4
555;155;97414;CE;11/02/20;5
556;156;98029;CE;20/03/20;6
557;157;99178;CE;29/03/20;4
558;158;95525;CC;25/02/20;2
559;159;95471;CC;20/02/20;1
560;160;102611;CC;22/03/20;2
561;161;96247;CE;23/03/20;2
562;162;93554;CC;6/02/20;4
563;163;98259;CE;6/02/20;6
564;164;95158;CE;10/02/20;7
565;165;97276;CC;22/02/20;7
566;166;95088;CC;18/02/20;2
567;167;100292;CE;2/02/20;3
568;168;103130;CE;9/02/20;1
569;169;100536;CC;22/03/20;5
570;170;98004;CE;25/03/20;3
571;171;98734;CC;23/02/20;5
572;172;101266;CC;19/02/20;7
573;173;97801;CC;29/03/20;3
574;174;100758;CC;25/03/20;7
575;175;94349;CE;28/02/20;2
576;176;101199;CC;1/02/20;1
577;177;100131;CE;6/02/20;2
578;178;100902;CC;27/03/20;2
579;179;100161;CC;24/03/20;7
580;180;102932;CE;23/03/20;5
581;181;99915;CE;2/02/20;2
582;182;100744;CC;5/03/20;2
583;183;101154;CC;7/03/20;5
584;184;97601;CC;22/02/20;7
585;185;95220;CE;11/02/20;1
586;186;94467;CE;19/03/20;5
587;187;101151;CE;17/02/20;2
588;188;93645;CC;20/02/20;7
589;189;99590;CE;5/02/20;2
590;190;101221;CC;9/02/20;5
591;191;100198;CC;18/03/20;3
592;192;99068;CE;4/02/20;5
593;193;98841;CE;24/02/20;3
594;194;96141;CE;7/03/20;2
595;195;102702;CC;21/02/20;1
596;196;100042;CC;12/02/20;3
597;197;97507;CC;7/03/20;7
598;198;101176;CE;8/03/20;7
599;199;103174;CC;4/02/20;6
600;200;101541;CC;21/02/20;2
601;201;102464;CC;28/03/20;50
602;202;102649;CC;15/03/20;16
603;203;95596;CE;3/03/20;28
604;204;95646;CE;15/03/20;11
605;205;102645;CE;17/02/20;21
606;206;100880;CC;4/02/20;11
607;207;102248;CE;10/03/20;29
608;208;99500;CE;8/02/20;32
609;209;102290;CC;6/03/20;11
610;210;94649;CC;8/02/20;36
611;211;101430;CC;15/03/20;60
612;212;99833;CC;2/02/20;17
613;213;94473;CE;9/02/20;15
614;214;99904;CE;6/03/20;57
615;215;101687;CC;28/02/20;60
616;216;96356;CC;5/02/20;19
617;217;101301;CC;25/02/20;20
618;218;96583;CC;10/02/20;55
619;219;97853;CE;27/03/20;59
620;220;103166;CC;19/02/20;45
621;221;103022;CC;25/03/20;21
622;222;97361;CC;4/03/20;34
623;223;102622;CC;8/03/20;47
624;224;101689;CE;9/02/20;19
625;225;99622;CE;28/02/20;47
626;226;102238;CC;2/03/20;21
627;227;100248;CC;4/03/20;53
628;228;96144;CE;1/02/20;34
629;229;99303;CE;17/02/20;19
630;230;94167;CC;11/02/20;39
631;231;93509;CC;28/03/20;58
632;232;100671;CC;19/03/20;36
633;233;93688;CE;4/03/20;28
634;234;94430;CE;4/02/20;47
635;235;95290;CE;18/03/20;44
636;236;102835;CE;16/03/20;37
637;237;99575;CE;20/03/20;59
638;238;101085;CC;25/03/20;34
639;239;100247;CC;18/03/20;19
640;240;97775;CC;27/02/20;36
641;241;103282;CE;19/02/20;29
642;242;93923;CE;11/03/20;14
643;243;94123;CE;14/03/20;27
644;244;101150;CC;24/03/20;40
645;245;101002;CC;13/03/20;54
646;246;102054;CC;15/03/20;55
647;247;97162;CE;28/02/20;50
648;248;97793;CC;10/02/20;46
649;249;94251;CC;28/03/20;50
650;250;101443;CE;1/02/20;53
651;251;102489;CE;8/02/20;29
652;252;102908;CC;26/03/20;20
653;253;101254;CC;15/02/20;34
654;254;93488;CE;20/02/20;13
655;255;97832;CC;16/02/20;12
656;256;100731;CE;11/03/20;37
657;257;94880;CE;19/03/20;9
658;258;95189;CE;7/03/20;45
659;259;98494;CC;26/03/20;21
660;260;94230;CE;4/03/20;54
661;261;96038;CE;25/03/20;22
662;262;102243;CE;19/02/20;13
663;263;102884;CC;8/02/20;42
664;264;95968;CE;22/02/20;51
665;265;99208;CE;30/03/20;52
666;266;99006;CE;26/02/20;13
667;267;96820;CE;6/02/20;41
668;268;100442;CE;19/02/20;10
669;269;96674;CE;1/03/20;54
670;270;102888;CE;5/03/20;59
671;271;96764;CC;15/03/20;31
672;272;97071;CE;15/03/20;20
673;273;102864;CC;4/02/20;32
674;274;95679;CE;16/02/20;37
675;275;94607;CE;27/03/20;23
676;276;95502;CE;24/02/20;31
677;277;103258;CE;14/02/20;36
678;278;95179;CE;10/02/20;31
679;279;101495;CC;7/03/20;59
680;280;100454;CE;30/03/20;54
681;281;97716;CC;15/02/20;49
682;282;95783;CC;7/02/20;9
683;283;95261;CC;31/03/20;25
684;284;96371;CE;16/03/20;58
685;285;99265;CE;22/03/20;45
686;286;98074;CC;25/03/20;43
687;287;98166;CC;10/03/20;28
688;288;97448;CC;24/02/20;29
689;289;99539;CC;28/03/20;24
690;290;94345;CC;7/03/20;30
691;291;99440;CC;21/03/20;18
692;292;102842;CC;21/02/20;16
693;293;94371;CC;5/02/20;29
694;294;102680;CE;2/03/20;9
695;295;100115;CC;12/03/20;34
696;296;100143;CE;24/03/20;35
697;297;94548;CC;10/02/20;14
698;298;95399;CC;13/03/20;58
699;299;100616;CC;5/03/20;42
700;300;101631;CC;21/03/20;36
701;301;94704;CE;28/02/20;59
702;302;101829;CE;10/02/20;18
703;303;99840;CC;5/02/20;48
704;304;102576;CE;25/02/20;30
705;305;94870;CC;1/03/20;19
706;306;98570;CE;20/02/20;37
707;307;99927;TI;20/02/20;36
708;308;99396;CC;14/02/20;36
709;309;98881;CC;29/02/20;12
710;310;98805;CE;6/03/20;57
711;311;99791;CE;6/03/20;55
712;312;93895;CC;31/03/20;54
713;313;94756;CE;18/03/20;50
714;314;101003;CE;23/02/20;42
715;315;98111;CE;27/03/20;16
716;316;96686;CE;6/02/20;51
717;317;102197;CC;11/02/20;48
718;318;102121;CE;12/03/20;15
719;319;102344;CC;3/03/20;46
720;320;99003;CE;9/03/20;54
721;321;93500;CE;8/02/20;31
722;322;100304;CE;28/02/20;60
723;323;94433;CC;27/02/20;50
724;324;93505;CE;25/03/20;28
725;325;93666;CE;25/03/20;34
726;326;97677;CE;21/03/20;32
727;327;100523;CC;17/03/20;59
728;328;94847;CC;31/03/20;14
729;329;102827;CE;2/03/20;10
730;330;95965;CC;20/02/20;52
731;331;94982;CE;16/03/20;17
732;332;100139;CC;15/03/20;20
733;333;94893;CE;6/03/20;23
734;334;102733;CE;9/03/20;34
735;335;94453;CE;12/02/20;44
736;336;96492;CC;4/03/20;33
737;337;101027;CE;2/02/20;45
738;338;98137;CC;22/03/20;51
739;339;93481;CE;13/02/20;39
740;340;99725;CC;13/02/20;53
741;341;93846;CE;16/03/20;46
742;342;96783;CC;30/03/20;29
743;343;97271;CE;8/02/20;45
744;344;100505;CC;1/02/20;21
745;345;97997;CC;27/02/20;57
746;346;98134;CC;11/03/20;45
747;347;96354;CC;5/03/20;14
748;348;97159;CE;1/02/20;32
749;349;98736;CC;4/03/20;38
750;350;101280;CE;3/03/20;15
751;351;96933;CC;14/03/20;36
752;352;101612;CC;7/03/20;51
753;353;93904;CE;16/02/20;46
754;354;101858;CC;24/02/20;12
755;355;94018;CE;2/03/20;39
756;356;101558;CC;23/03/20;44
757;357;100221;CE;16/03/20;36
758;358;99126;CC;26/03/20;17
759;359;93642;CC;13/03/20;50
760;360;94602;CC;18/02/20;14
761;361;96497;CE;15/03/20;33
762;362;102103;CC;29/02/20;35
763;363;94782;CE;11/03/20;49
764;364;101008;CC;1/02/20;35
765;365;102061;CC;25/02/20;30
766;366;99272;CE;15/03/20;51
767;367;97074;CC;11/02/20;44
768;368;100073;CE;6/03/20;31
769;369;99428;CC;17/02/20;8
770;370;96885;CE;12/02/20;11
771;371;95684;CC;15/03/20;12
